start_time_lst,end_time_lst,benzene,tvoc,flags,units,deployment_id,deployment_name,pad_name,pad_lat,pad_lon,camml_lat,camml_lon,operational_phase,distance_to_source_ft,source_direction_degrees,gc_end_time,gc_id,n,RH,T(ambient),P(barometric),SolarRadiation,PM2.5(LTP),PM10(LTP),CH4,NO,NO2,NOx,O3,T(shelter),CO2,u,v,tvoc_low,tvoc_high,WindSpeed,WindDirection
2019-08-24T17:51:00Z,2019-08-24T18:35:00Z,0.247524,15.794272727272727,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-24T18:35:00Z,3860,44,49.10909090909091,24.661363636363635,642.3022954545454,903.8292272727273,6.509090909090909,14.218181818181819,2.0872045454545454,0.7364318181818181,4.285659090909091,5.0434090909090905,52.672045454545454,24.347727272727273,427.2295454545455,-1.7978754717175303,0.4231366646734132,15.794272727272727,15.794272727272727,1.8469977933918795,2.910445519742312
2019-08-24T18:48:00Z,2019-08-24T19:32:00Z,0.0856194,19.945911363636363,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-24T19:32:00Z,3861,44,39.41627906976744,27.065116279069766,642.1187045454545,908.3331162790697,4.445454545454545,13.643181818181818,2.0462045454545454,0.5013863636363637,3.4126363636363637,3.9144318181818183,57.19797727272727,24.568181818181817,424.44545454545454,-0.5140489028975977,-0.007745104737982775,19.945911363636363,19.945911363636363,0.5141072468052033,-3.1265269298792986
2019-08-24T19:45:00Z,2019-08-24T20:29:00Z,0.0986728,21.992122727272726,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-24T20:29:00Z,3862,44,31.011363636363637,29.09090909090909,641.7911818181818,863.0566818181818,4.204545454545454,19.543181818181818,2.0250454545454546,0.494,3.4878636363636364,3.9848181818181816,61.76731818181818,24.634090909090908,424.3659090909091,-0.29531150728138156,-0.7184312666138112,21.992122727272726,21.992122727272726,0.776757601302444,-1.9607925211492787
2019-08-24T20:42:00Z,2019-08-24T21:27:00Z,0.177033,14.162653333333333,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-24T21:27:00Z,3863,45,21.97111111111111,30.153333333333332,641.3518666666666,781.3422666666667,3.0244444444444443,13.606666666666667,1.9628444444444444,0.3334888888888889,2.5682222222222224,2.9013555555555555,59.844,24.475555555555555,421.6322222222222,-0.7710058331068399,-0.40971716021979004,14.162653333333333,14.162653333333333,0.8731083243580612,-2.65313701216602
2019-08-24T21:39:00Z,2019-08-24T22:24:00Z,0.0605425,12.657324444444445,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-24T22:24:00Z,3864,45,21.015555555555554,30.56,641.0116444444444,640.5981111111112,2.7044444444444444,11.471111111111112,1.962711111111111,0.45224444444444445,2.2603333333333335,2.7131555555555558,61.06162222222222,24.815555555555555,420.9766666666667,-0.657076766391709,-1.4575671703330462,12.657324444444445,12.657324444444445,1.5988283000261372,-1.9943184624937025
2019-08-24T22:36:00Z,2019-08-24T23:21:00Z,0.0488404,11.697902222222222,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-24T23:21:00Z,3865,45,21.362222222222222,31,640.8445333333333,444.2796666666667,2.648888888888889,11.826666666666666,1.9615111111111112,0.36164444444444444,1.9978222222222222,2.3598222222222223,61.15871111111111,24.635555555555555,419.6322222222222,-0.7648585803585018,1.4863568931193185,11.697902222222222,11.697902222222222,1.6716056537566915,2.0460446001446844
2019-08-24T23:34:00Z,2019-08-25T00:18:00Z,0.0489136,13.607025,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-25T00:18:00Z,3866,44,24.753488372093024,29.967441860465115,640.8834545454546,251.5243409090909,3.1295454545454544,14.086363636363636,1.9796136363636363,0.3532272727272727,2.0321363636363636,2.3861363636363637,61.796727272727274,24.452272727272728,418.8568181818182,-2.7541015039905017,-1.0890172056154175,13.607025,13.607025,2.9615930794775225,-2.7650437950182574
2019-08-25T00:31:00Z,2019-08-25T01:15:00Z,0.0416331,17.44798181818182,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-25T01:15:00Z,3867,44,35.11363636363637,27.51590909090909,641.1634545454546,55.72968181818182,4.745454545454545,24.384090909090908,2.0572045454545456,0.4575681818181818,3.215818181818182,3.6744545454545454,54.632681818181815,24.436363636363637,425.95681818181816,-3.1109236673956038,0.13955486024542865,17.44798181818182,17.44798181818182,3.1140522833408295,3.096763086782736
2019-08-25T01:28:00Z,2019-08-25T02:12:00Z,0.052559,19.972652272727274,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-25T02:12:00Z,3868,44,46.690625,24.681818181818183,641.1403636363636,8.37775,5.4409090909090905,16.647727272727273,2.0938863636363636,0.4853636363636364,5.087772727272728,5.574318181818182,47.899181818181816,24.54090909090909,431.7409090909091,-3.606441149014517,0.2306143782762801,19.972652272727274,19.972652272727274,3.613806961193819,3.077734458831219
2019-08-25T02:25:00Z,2019-08-25T03:10:00Z,0.337119,21.312675555555554,NA,ppbV,15,Extraction_Vetting_Mill Out,Vetting,40.4,-104.66,40.41,-104.66,Mill Out,1589,196,2019-08-25T03:10:00Z,3869,45,53.44444444444444,22.515555555555554,641.6945333333333,0,6.7155555555555555,20.133333333333333,2.1465555555555556,0.4868,7.089311111111111,7.576466666666667,41.186,24.44,438.5566666666667,-2.7720652391023632,0.04525549808327005,21.312675555555554,21.312675555555554,2.7724346250085694,3.1252685507029683
