StartTime_[LST],EndTime_[LST],WindSpeed_[m/s],WindDirection_[degrees],RH_[percent],T(ambient)_[C],P(barometric)_[mmHG],T(shelter)_[C],SolarRadiation_[W/m2],VOC(pid)_[ppbV],PM2.5(LTP)_[ug/m3],PM10(LTP)_[ug/m3],CO2_[ppmV],CH4_[ppmV],NO_[ppbV],NO2_[ppbV],NOx_[ppbV],O3_[ppbV]
01/29/2020 16:00:00,01/29/2020 16:00:59,3,50.5,50,5.2,626.653,28.9,97,,3.3,5.7,417.35,2.006,3.758,13.801,17.559,42.737
01/29/2020 16:01:00,01/29/2020 16:01:59,,54.9,50.8,5.1,626.653,28.9,103.46,,3.2,5.4,417.25,2.005,3.371,13.546,16.918,42.335
01/29/2020 16:02:00,01/29/2020 16:02:59,,65.1,51,5.1,626.657,29,108.938,,3.7,7.6,417.75,2.004,2.785,13.097,15.883,42.637
01/29/2020 16:03:00,01/29/2020 16:03:59,,69.9,51,5,626.66,29,111.533,,4.9,15.8,422.25,2.005,2.478,12.671,15.149,42.185
01/29/2020 16:04:00,01/29/2020 16:04:59,,64.4,51,5,626.667,29,134.596,,5.9,23.8,417.45,1.996,2.36,12.627,14.979,42.574
01/29/2020 16:05:00,01/29/2020 16:05:59,,67.9,51,5,626.663,29,167.161,,3.5,7.1,418.15,1.998,2.188,12.462,14.639,43.901
01/29/2020 16:06:00,01/29/2020 16:06:59,,74.2,51,5,626.66,29,114.611,,3.3,5.1,427.15,2.004,2.126,12.507,14.633,42.463
01/29/2020 16:07:00,01/29/2020 16:07:59,3.5,64.1,51,5,626.657,29,109.958,,3.2,5.1,417.65,1.997,2.034,12.63,14.664,41.737
01/29/2020 16:08:00,01/29/2020 16:08:59,3.3,66.4,51,5,626.663,29,105.391,,3.2,5.3,417.25,1.997,1.926,12.568,14.494,43.094
01/29/2020 16:09:00,01/29/2020 16:09:59,,69.7,51,5,626.67,29,116.983,,3.2,5.2,419.05,2.002,1.821,12.559,14.381,43.3
01/29/2020 16:10:00,01/29/2020 16:10:59,,78.7,51,5,626.673,29,120.988,,3.1,5.7,427.65,2.015,1.924,12.557,14.483,41.599
01/29/2020 16:11:00,01/29/2020 16:11:59,,84.9,51,5,626.667,29,108.636,,3.1,4.7,435.85,2.021,2.151,12.775,14.987,39.159
01/29/2020 16:12:00,01/29/2020 16:12:59,3.4,74.5,51,5,626.663,29,89.333,,3.9,10.4,443.05,2.051,5.399,19.016,24.415,34.513
01/29/2020 16:13:00,01/29/2020 16:13:59,2.8,76.1,51,5.1,626.66,29,88.144,,5.5,19.8,446.95,2.054,7.685,19.104,26.789,32.277
01/29/2020 16:14:00,01/29/2020 16:14:59,3.3,75.6,51,5,626.657,29,124.57,,5.9,23.4,438.45,2.027,6.95,17.962,24.911,32.873
01/29/2020 16:15:00,01/29/2020 16:15:59,,66.8,51,5,626.657,29,154.336,,5.6,24.4,432.35,2.023,9.461,20.092,29.553,34.981
01/29/2020 16:16:00,01/29/2020 16:16:59,,71.9,51,5,626.657,29,125.456,,4.1,11,420.65,2.012,8.619,19.022,27.573,40.045
01/29/2020 16:17:00,01/29/2020 16:17:59,,71.9,51,5,626.657,29,116.019,,3.4,5,431.05,2.027,8.022,18.18,26.202,40.631
01/29/2020 16:18:00,01/29/2020 16:18:59,,78.1,51,5,626.653,29,115.693,,3.4,5,437.95,2.033,7.598,17.878,25.477,37.778
01/29/2020 16:19:00,01/29/2020 16:19:59,,66.7,51,4.9,626.65,29,81.762,,3.5,7.2,430.05,2.019,7.263,17.213,24.476,37.209
01/29/2020 16:20:00,01/29/2020 16:20:59,,75.3,51,5,626.643,28.9,73.341,,3.4,11.1,432.25,2.024,6.662,16.435,23.097,38.379
01/29/2020 16:21:00,01/29/2020 16:21:59,,66.4,51,4.9,626.633,29,95.293,,3.9,15.7,429.85,2.009,8.924,17.265,26.455,36.465
01/29/2020 16:22:00,01/29/2020 16:22:59,,78.5,51,5,626.627,28.9,123.037,,5.6,30.4,429.45,2.016,4.846,12.762,18.271,39.864
01/29/2020 16:23:00,01/29/2020 16:23:59,,78.1,51,5.1,626.623,28.9,119.389,,7.6,47,447.95,2.036,10.433,20.206,30.338,30.831
01/29/2020 16:24:00,01/29/2020 16:24:59,2.3,77.9,51,5,626.617,28.9,115.056,,9.5,62.2,425.15,2.008,6.311,18.934,25.246,29.636
01/29/2020 16:25:00,01/29/2020 16:25:59,3.1,84.5,51,5,626.607,28.9,85.589,,8,54.9,442.85,2.023,7.126,18.206,25.332,31.715
01/29/2020 16:26:00,01/29/2020 16:26:59,2.4,75,51,5,626.597,28.9,77.215,,4.6,14.6,443.35,2.03,12.763,20.641,33.404,26.171
01/29/2020 16:27:00,01/29/2020 16:27:59,2.8,74.9,51,4.9,626.587,28.9,66.569,,4,8.8,441.25,2.039,12.134,22.837,34.624,25.467
01/29/2020 16:28:00,01/29/2020 16:28:59,3.4,72.2,51,4.8,626.58,28.9,62.689,,3.7,7.1,426.15,2.014,6.339,18.73,25.394,33.678
01/29/2020 16:29:00,01/29/2020 16:29:59,,77.3,51.3,4.8,626.573,28.9,59.952,,3.7,5.7,431.65,2.009,6.18,12.745,18.926,32.808
01/29/2020 16:30:00,01/29/2020 16:30:59,,68.7,51.8,4.8,626.569,28.9,57.966,,3.8,6.8,423.95,2.005,5.883,13.432,19.316,40.15
01/29/2020 16:31:00,01/29/2020 16:31:59,,68.8,52,4.8,626.555,28.9,56.317,,3.9,7.8,419.45,2,4.371,13.64,18.011,41.289
01/29/2020 16:32:00,01/29/2020 16:32:59,,63.4,52,4.7,626.545,28.9,54.631,,3.6,6.2,418.05,1.997,3.749,12.765,16.514,42.8
01/29/2020 16:33:00,01/29/2020 16:33:59,,84,52,4.7,626.538,28.9,53.32,,3.4,5.6,426.45,2.003,5.106,13.298,18.432,35.066
01/29/2020 16:34:00,01/29/2020 16:34:59,,83.3,52,4.8,626.528,28.9,52.047,,4.4,16.3,448.75,2.011,20.309,25.963,46.273,17.129
01/29/2020 16:35:00,01/29/2020 16:35:59,,71.9,52,4.8,626.524,28.9,49.897,,6.2,34.8,438.85,2.007,19.652,25.293,44.946,26.824
01/29/2020 16:36:00,01/29/2020 16:36:59,,69.5,52,4.7,626.521,28.9,47.964,,5.9,32.4,443.65,2.012,11.133,22.783,33.916,29.64
01/29/2020 16:37:00,01/29/2020 16:37:59,,67.6,52,4.7,626.518,28.8,46.25,,5,17.4,425.25,2.003,5.956,16.688,22.645,35.677
01/29/2020 16:38:00,01/29/2020 16:38:59,,70.5,52,4.6,626.507,28.8,44.735,,5.1,18.9,426.35,2.008,5.15,16.242,21.382,38.55
01/29/2020 16:39:00,01/29/2020 16:39:59,,65.2,52.1,4.6,626.497,28.7,43.594,,8.2,34,428.15,2.004,5.933,16.764,23.145,38.245
01/29/2020 16:40:00,01/29/2020 16:40:59,,70.5,52,4.6,626.486,28.7,42.021,,10.5,52.9,426.45,2.004,6.144,18.325,24.469,37.365
01/29/2020 16:41:00,01/29/2020 16:41:59,,68.4,52,4.6,626.482,28.7,39.97,,7.2,44.8,419.55,1.999,5.798,17.728,23.527,39.922
01/29/2020 16:42:00,01/29/2020 16:42:59,3.3,65.8,52,4.6,626.479,28.6,38.438,,4.3,10.9,431.85,2.009,8.371,14.591,22.963,37.984
01/29/2020 16:43:00,01/29/2020 16:43:59,,70.3,52,4.6,626.479,28.6,37.145,,5.6,16.3,419.55,1.999,5.394,13.405,18.799,37.357
01/29/2020 16:44:00,01/29/2020 16:44:59,,,,,626.482,28.6,,,6.3,24.4,420.35,2.001,3.688,13.707,17.395,40.571
01/29/2020 16:45:00,01/29/2020 16:45:59,3,61.9,52.3,4.5,626.486,28.5,33.577,,5.7,27.6,424.05,2.002,3.678,14.412,18.078,40.245
01/29/2020 16:46:00,01/29/2020 16:46:59,2.8,65.3,52.9,4.5,626.489,28.5,31.787,,5.6,26.1,427.55,2.012,3.848,15.789,19.637,39.276
01/29/2020 16:47:00,01/29/2020 16:47:59,2.9,62.5,53,4.5,626.493,28.5,30.163,,4.4,17.9,422.05,2.003,3.834,15.546,19.381,39.312
01/29/2020 16:48:00,01/29/2020 16:48:59,2.8,62.9,53,4.5,626.496,28.4,28.487,,5.1,17.5,419.45,1.997,3.682,15.238,18.92,40.284
01/29/2020 16:49:00,01/29/2020 16:49:59,3.2,64.2,53,4.5,626.5,28.4,27.008,,5.9,18,418.85,1.996,3.486,14.871,18.358,40.751
01/29/2020 16:50:00,01/29/2020 16:50:59,,63.7,53,4.5,626.504,28.4,26,,4.6,13,418.95,1.995,3.241,14.46,17.695,40.884
01/29/2020 16:51:00,01/29/2020 16:51:59,,,,,626.504,28.4,,,3.7,8.1,418.65,1.995,2.96,14.077,17.037,40.753
01/29/2020 16:52:00,01/29/2020 16:52:59,3.1,64.2,53,4.4,626.507,28.4,23.96,,3.4,6.3,420.05,1.997,2.698,13.757,16.456,40.282
01/29/2020 16:53:00,01/29/2020 16:53:59,3.7,65.9,53,4.4,626.511,28.3,22.946,,3.5,7.1,418.85,1.996,2.43,13.432,15.862,40.137
01/29/2020 16:54:00,01/29/2020 16:54:59,3.5,64.8,53,4.3,626.518,28.3,21.831,,3.8,8.2,418.95,1.997,2.121,13.174,15.295,40.727
01/29/2020 16:55:00,01/29/2020 16:55:59,3.3,66.4,53,4.3,626.526,28.3,20.766,,3.8,6.9,418.75,1.997,1.829,13.001,14.812,40.984
01/29/2020 16:56:00,01/29/2020 16:56:59,3.3,69.5,53,4.3,626.533,28.3,19.986,,3.7,7.8,418.95,1.999,1.665,12.862,14.487,40.27
01/29/2020 16:57:00,01/29/2020 16:57:59,,68.1,53,4.3,626.541,28.3,19,,3.6,6.5,419.15,2,1.494,12.8,14.294,39.451
01/29/2020 16:58:00,01/29/2020 16:58:59,,66.2,53.3,4.2,626.548,28.3,18.048,,5.5,25.6,419.65,2.002,1.348,12.753,14.101,38.844
01/29/2020 16:59:00,01/29/2020 16:59:59,,64.5,53.2,4.2,626.555,28.3,17.639,,7.9,49.6,419.75,2.005,1.227,12.668,13.895,38.061
01/29/2020 17:00:00,01/29/2020 17:00:59,,60.6,54,4.2,626.557,28.3,16.21,,6.9,32.8,420.45,2.007,1.096,12.629,13.726,37.708
01/29/2020 17:01:00,01/29/2020 17:01:59,2.6,60.8,54,4.1,626.561,28.3,14.369,,5.4,32.7,420.75,2.006,1.007,12.606,13.611,37.341
01/29/2020 17:02:00,01/29/2020 17:02:59,,64.3,54,4.1,626.564,28.3,12.61,,4.7,28.4,420.65,2.005,0.909,12.634,13.541,36.43
01/29/2020 17:03:00,01/29/2020 17:03:59,,65.7,54,4.1,626.568,28.3,11.283,,4.9,21.3,420.85,2.004,0.814,12.694,13.507,36.068
01/29/2020 17:04:00,01/29/2020 17:04:59,,66.2,54,4.1,626.571,28.3,9.943,,4.6,15.5,420.95,2.003,0.725,12.776,13.502,36.236
01/29/2020 17:05:00,01/29/2020 17:05:59,,,,,626.575,28.3,,,4.1,13.3,421.05,2.003,0.662,12.813,13.475,36.322
01/29/2020 17:06:00,01/29/2020 17:06:59,2.9,67.3,54,4.1,626.578,28.3,7.487,,3.7,10.7,420.95,2.003,0.596,12.837,13.433,36.71
01/29/2020 17:07:00,01/29/2020 17:07:59,2.9,63.3,54,4.1,626.579,28.3,6.441,,3.8,8.6,420.55,2.004,0.531,12.827,13.352,37.174
01/29/2020 17:08:00,01/29/2020 17:08:59,2.8,65.1,54,4.1,626.583,28.3,5.789,,4,12,420.45,2.005,0.474,12.766,13.24,37.402
01/29/2020 17:09:00,01/29/2020 17:09:59,3.1,63.6,54,4.1,626.589,28.2,5,,4.5,16.2,420.45,2.003,0.414,12.728,13.142,37.352
01/29/2020 17:10:00,01/29/2020 17:10:59,3.2,65.2,54,4.1,626.596,28.2,4.323,,4.3,11.9,420.35,2.002,0.356,12.664,13.021,37.177
01/29/2020 17:11:00,01/29/2020 17:11:59,,63.8,54.7,4.1,626.603,28.2,4,,5,18.1,420.45,2.003,0.288,12.609,12.898,37.542
01/29/2020 17:12:00,01/29/2020 17:12:59,,63.9,55,4.1,626.61,28.2,3.171,,6.3,33.9,420.05,2.003,0.219,12.511,12.71,38.429
01/29/2020 17:13:00,01/29/2020 17:13:59,,63.3,55,4,626.617,28.2,3,,5.2,20.7,420.55,2,0.145,12.363,12.496,39.07
01/29/2020 17:14:00,01/29/2020 17:14:59,,66.7,55.6,4,626.621,28.2,2.912,,4.6,13.9,421.55,2.001,0.105,12.252,12.358,38.689
01/29/2020 17:15:00,01/29/2020 17:15:59,,70.4,56,4,626.624,28.2,2.017,,4.8,15.5,425.05,2,0.093,12.256,12.349,37.828
01/29/2020 17:16:00,01/29/2020 17:16:59,,69.2,56.4,4,626.628,28.2,2,,5.4,16.5,422.45,1.994,0.053,12.209,12.262,37.806
01/29/2020 17:17:00,01/29/2020 17:17:59,,67.3,56.6,3.9,626.631,28.2,2,,6.9,23.5,423.15,1.993,0.054,12.177,12.231,37.92
01/29/2020 17:18:00,01/29/2020 17:18:59,,66.8,57,3.9,626.634,28.1,2,,7.2,30.1,423.15,1.99,0.123,12.209,12.341,37.021
01/29/2020 17:19:00,01/29/2020 17:19:59,,68.1,57,3.9,626.638,28.1,1.729,,7,27.6,421.35,1.986,0.125,12.106,12.231,37.594
01/29/2020 17:20:00,01/29/2020 17:20:59,2.9,70.9,57,3.9,626.641,28.1,1.169,,8,37.3,421.95,1.986,0.143,12.105,12.248,36.992
01/29/2020 17:21:00,01/29/2020 17:21:59,3.1,63.3,57,3.9,626.643,28.1,1,,8.8,45.3,425.75,1.994,0.196,12.125,12.322,36.065
01/29/2020 17:22:00,01/29/2020 17:22:59,2.3,69.4,57.3,3.9,626.647,28.1,1,,6.4,29.4,441.35,2.003,5.383,13.501,18.885,28.214
01/29/2020 17:23:00,01/29/2020 17:23:59,2.3,76.4,57.5,3.8,626.653,28.1,1,,5.3,15.4,423.75,1.986,7.234,15.521,22.94,34.469
01/29/2020 17:24:00,01/29/2020 17:24:59,1.5,75.5,58,3.8,626.66,28.1,1,,4.4,11.2,433.55,1.995,5.634,16.123,22.199,31.795
01/29/2020 17:25:00,01/29/2020 17:25:59,,66.1,58,3.7,626.667,28,0.632,,3.9,10.4,424.55,1.986,4.344,14.22,18.565,31.084
01/29/2020 17:26:00,01/29/2020 17:26:59,,67.2,58,3.7,626.674,28,0.136,,4,9.5,425.65,1.989,2.863,12.301,15.165,34.683
01/29/2020 17:27:00,01/29/2020 17:27:59,,66,58,3.8,626.68,28,0.468,,4.2,9.5,425.35,1.989,3.225,14.456,17.682,35.774
01/29/2020 17:28:00,01/29/2020 17:28:59,,64.8,58,3.7,626.687,28,0.321,,3.9,9.7,421.15,1.983,2.916,11.841,14.758,36.428
01/29/2020 17:29:00,01/29/2020 17:29:59,,63,58,3.7,626.694,28,0,,3.8,7,419.55,1.982,2.704,11.489,14.201,37.075
01/29/2020 17:30:00,01/29/2020 17:30:59,,69.6,58,3.7,626.7,28,0,,3.8,5.5,419.95,1.982,2.704,11.634,14.311,37.396
01/29/2020 17:31:00,01/29/2020 17:31:59,,66.7,58.5,3.7,626.704,28,0,,3.8,5.2,421.35,1.984,2.706,11.567,14.273,37.28
01/29/2020 17:32:00,01/29/2020 17:32:59,,62.9,58.2,3.8,626.71,28,0,,3.8,5.6,423.05,1.987,2.747,11.579,14.326,36.741
01/29/2020 17:33:00,01/29/2020 17:33:59,2.6,63.7,58.3,3.7,626.721,28,0,,4.1,6.8,426.75,1.991,2.79,11.629,14.42,36.412
01/29/2020 17:34:00,01/29/2020 17:34:59,,64,59,3.7,626.731,28,0,,4.1,6.3,431.25,1.998,2.873,11.69,14.564,35.955
01/29/2020 17:35:00,01/29/2020 17:35:59,,64.4,59,3.7,626.741,27.9,0,,4.2,5.7,424.65,1.988,2.925,11.807,14.728,36.207
01/29/2020 17:36:00,01/29/2020 17:36:59,,64.1,59,3.7,626.752,27.9,0,,4,5.9,423.55,1.987,2.94,12.038,14.978,36.084
01/29/2020 17:37:00,01/29/2020 17:37:59,3.1,66.9,59,3.7,626.762,27.9,0,,3.7,6.4,424.25,1.988,2.885,12.083,14.968,36.721
01/29/2020 17:38:00,01/29/2020 17:38:59,3,65.9,59,3.7,626.776,27.8,0,,3.8,6.6,428.05,1.992,2.904,12.281,15.186,36.293
01/29/2020 17:39:00,01/29/2020 17:39:59,,61.9,59,3.7,626.786,27.8,0,,3.8,6.8,427.95,1.994,2.912,12.391,15.303,35.975
01/29/2020 17:40:00,01/29/2020 17:40:59,,61.8,59,3.6,626.797,27.8,0,,3.8,5.7,429.75,1.994,2.948,12.651,15.626,35.511
01/29/2020 17:41:00,01/29/2020 17:41:59,,61.8,59.1,3.6,626.807,27.8,0,,3.8,5.6,422.15,1.985,3.558,12.129,15.666,35.949
01/29/2020 17:42:00,01/29/2020 17:42:59,,58.2,59,3.6,626.817,27.8,0,,3.6,5.6,426.95,1.987,6.998,13.924,20.923,35.284
01/29/2020 17:43:00,01/29/2020 17:43:59,,55.9,59.1,3.5,626.828,27.7,0,,3.7,7.1,421.25,1.985,2.405,11.708,14.113,36.584
01/29/2020 17:44:00,01/29/2020 17:44:59,,52.8,60,3.5,626.838,27.7,0,,3.7,8.2,420.75,1.985,2.215,11.489,13.705,37.083
01/29/2020 17:45:00,01/29/2020 17:45:59,,,,,626.848,27.7,,,3.8,8.2,422.45,1.987,2.126,12.027,14.153,35.048
01/29/2020 17:46:00,01/29/2020 17:46:59,2.9,59.1,60,3.4,626.859,27.7,0,,3.8,7.9,421.65,1.988,2.117,12.13,14.242,34.524
01/29/2020 17:47:00,01/29/2020 17:47:59,2.6,48.6,60,3.4,626.872,27.7,0,,4,6.3,423.15,1.99,2.081,12.089,14.165,34.652
01/29/2020 17:48:00,01/29/2020 17:48:59,2.6,52.2,60,3.4,626.886,27.7,0,,3.9,6.5,423.15,1.992,2.028,12.051,14.08,34.784
01/29/2020 17:49:00,01/29/2020 17:49:59,3.1,49.1,60,3.4,626.9,27.7,0,,3.9,6.4,425.15,1.997,1.966,12.028,13.994,34.529
01/29/2020 17:50:00,01/29/2020 17:50:59,2.5,40.6,60,3.5,626.914,27.7,0,,3.9,6.3,427.85,2.001,1.894,12.051,13.945,33.689
01/29/2020 17:51:00,01/29/2020 17:51:59,2.4,40.5,60,3.5,626.928,27.7,0,,4,7.4,428.95,2.007,1.819,12.116,13.937,32.063
01/29/2020 17:52:00,01/29/2020 17:52:59,,33.7,60,3.5,626.941,27.7,0,,4.1,9,430.25,2.011,1.733,12.294,14.023,30.914
01/29/2020 17:53:00,01/29/2020 17:53:59,,30.8,60.1,3.6,626.952,27.7,0,,4.3,9.1,428.05,2.012,1.608,12.414,14.023,31.635
01/29/2020 17:54:00,01/29/2020 17:54:59,,29.1,61.5,3.5,626.962,27.7,0,,4.4,8,425.15,2.022,1.504,12.463,13.967,34.113
01/29/2020 17:55:00,01/29/2020 17:55:59,,24.8,62.8,3.5,626.862,27.7,0,,4.7,8.1,423.45,2.033,1.398,12.425,13.824,36.98
01/29/2020 17:56:00,01/29/2020 17:56:59,,29,63,3.5,626.759,27.7,0,,4.4,6.9,421.55,2.041,1.3,12.306,13.605,38.594
01/29/2020 17:57:00,01/29/2020 17:57:59,2.7,23.4,64,3.5,626.772,27.7,0,,4.2,5.3,421.05,2.038,1.189,12.163,13.337,39.324
01/29/2020 17:58:00,01/29/2020 17:58:59,2.6,13.7,64,3.5,626.783,27.6,0,,4.4,6.2,422.85,2.04,1.094,11.958,13.047,38.589
01/29/2020 17:59:00,01/29/2020 17:59:59,2.7,12.5,64.4,3.4,626.793,27.6,0,,4.5,6.7,422.75,2.045,1.012,11.793,12.805,37.117
01/29/2020 18:00:00,01/29/2020 18:00:59,,12.3,65,3.4,626.793,27.6,0,,4.5,6.4,421.35,2.059,0.914,11.449,12.363,38.204
01/29/2020 18:01:00,01/29/2020 18:01:59,,0,65,3.4,626.807,27.6,0,,4.5,5.8,422.15,2.055,0.832,11.186,12.019,38.544
01/29/2020 18:02:00,01/29/2020 18:02:59,,7.2,65,3.4,626.82,27.6,0,,4.6,6,422.05,2.061,0.739,10.991,11.731,38.886
01/29/2020 18:03:00,01/29/2020 18:03:59,,3.5,65,3.4,626.827,27.6,0,,4.6,6.6,425.15,2.063,0.742,10.945,11.735,37.024
01/29/2020 18:04:00,01/29/2020 18:04:59,,4.9,65.9,3.4,626.838,27.6,0,,4.5,5.9,421.95,2.056,0.867,11.194,12.059,34.934
01/29/2020 18:05:00,01/29/2020 18:05:59,,12.8,66,3.4,626.848,27.6,0,,4.5,6.1,424.25,2.065,0.806,11.195,12.002,37.89
01/29/2020 18:06:00,01/29/2020 18:06:59,,14.7,66,3.3,626.859,27.6,0,,4.7,5.6,421.65,2.059,0.705,11.099,11.804,40.039
01/29/2020 18:07:00,01/29/2020 18:07:59,,356.1,66,3.3,626.869,27.6,0,,4.5,5.7,422.15,2.059,0.617,10.972,11.589,40.273
01/29/2020 18:08:00,01/29/2020 18:08:59,,353.7,66.9,3.2,626.876,27.6,0,,4.3,5.5,420.75,2.05,0.535,10.9,11.427,39.701
01/29/2020 18:09:00,01/29/2020 18:09:59,,4.4,,,626.883,27.6,0.021,,4.4,5,420.35,2.053,0.453,10.81,11.261,40.362
01/29/2020 18:10:00,01/29/2020 18:10:59,,355.8,,,626.89,27.6,0.022,,4.3,4.7,421.45,2.053,0.385,10.778,11.163,39.558
01/29/2020 18:11:00,01/29/2020 18:11:59,,355.5,,3,626.9,27.6,0,,4.2,5.1,420.95,2.043,0.162,10.58,10.742,38.94
01/29/2020 18:12:00,01/29/2020 18:12:59,,345.6,70.4,2.7,626.91,27.6,0,,4.2,21.7,420.15,2.038,-0.009,10.323,10.313,39.361
01/29/2020 18:13:00,01/29/2020 18:13:59,,343.4,71.7,2.6,626.921,27.6,0,,4.4,38.1,419.95,2.035,-0.07,10.23,10.159,39.722
01/29/2020 18:14:00,01/29/2020 18:14:59,,,,,626.931,27.6,,,4.4,4.8,420.95,2.034,-0.112,10.161,10.048,39.346
01/29/2020 18:15:00,01/29/2020 18:15:59,,347,,2.2,626.941,27.6,0,,4.5,5.4,421.85,2.036,-0.06,10.177,10.117,38.202
01/29/2020 18:16:00,01/29/2020 18:16:59,,355.6,76.8,2.1,626.952,27.6,0,,4.7,5.7,421.45,2.049,-0.072,10.167,10.095,37.786
01/29/2020 18:17:00,01/29/2020 18:17:59,,355.3,77.6,2,626.947,27.6,0,,4.7,5.6,421.05,2.037,-0.118,10.137,10.019,37.598
01/29/2020 18:18:00,01/29/2020 18:18:59,,4.9,78.4,2,626.954,27.6,0.191,,4.8,5.8,420.45,2.038,-0.163,10.084,9.921,37.831
01/29/2020 18:19:00,01/29/2020 18:19:59,,2,79,2,626.961,27.5,0.847,,4.7,5.4,421.65,2.038,-0.217,10.009,9.792,37.479
01/29/2020 18:20:00,01/29/2020 18:20:59,,0.2,80.3,1.6,626.968,27.5,3.902,,5.1,6.1,420.65,2.037,-0.258,9.95,9.686,37.747
01/29/2020 18:21:00,01/29/2020 18:21:59,,1,81.3,1.5,626.975,27.5,3.497,,5.4,7.2,421.55,2.038,-0.303,9.921,9.615,37.813
01/29/2020 18:22:00,01/29/2020 18:22:59,,0.4,82.1,1.4,626.982,27.5,2.589,,6,8.3,421.85,2.039,-0.352,9.877,9.524,36.736
01/29/2020 18:23:00,01/29/2020 18:23:59,,3.6,83,1.3,626.989,27.4,2,,6.6,8.7,421.45,2.04,-0.478,9.811,9.333,35.415
01/29/2020 18:24:00,01/29/2020 18:24:59,,6.2,83.2,1.3,626.996,27.4,1.994,,6.2,8,421.65,2.042,-0.523,9.802,9.279,35.392
01/29/2020 18:25:00,01/29/2020 18:25:59,,4.1,84,1.3,627.118,27.4,1.173,,6.5,8.2,422.05,2.04,-0.533,9.798,9.265,36.144
01/29/2020 18:26:00,01/29/2020 18:26:59,,5.1,84,1.2,627.243,27.4,1,,6.7,9.2,421.75,2.039,-0.564,9.821,9.255,35.909
01/29/2020 18:27:00,01/29/2020 18:27:59,,7.4,84,1.2,627.246,27.4,1.371,,6.5,8.7,421.55,2.035,-0.598,9.787,9.188,36.192
01/29/2020 18:28:00,01/29/2020 18:28:59,,9.6,84,1.2,627.254,27.3,1.41,,5.6,6.6,420.25,2.031,-0.631,9.741,9.11,37.319
01/29/2020 18:29:00,01/29/2020 18:29:59,,14.2,84,1.2,627.261,27.3,1.108,,5.7,6.5,420.75,2.033,-0.647,9.709,9.061,37.481
01/29/2020 18:30:00,01/29/2020 18:30:59,,15.3,84.9,1.2,627.262,27.3,1.719,,5.6,6.7,422.95,2.036,-0.623,9.74,9.118,35.554
01/29/2020 18:31:00,01/29/2020 18:31:59,,,,,627.266,27.2,,,5.8,6.8,422.55,2.03,-0.569,9.788,9.214,34.802
01/29/2020 18:32:00,01/29/2020 18:32:59,,15.9,85.3,1,627.269,27.2,1.017,,6.3,7.5,422.05,2.039,-0.603,9.704,9.095,35.436
01/29/2020 18:33:00,01/29/2020 18:33:59,,20.2,86,0.9,627.276,27.1,1,,6.7,8.7,422.75,2.039,-0.57,9.709,9.138,34.71
01/29/2020 18:34:00,01/29/2020 18:34:59,,19.5,86,0.9,627.279,27.1,1,,7.5,10.2,422.65,2.033,-0.532,9.717,9.185,33.701
01/29/2020 18:35:00,01/29/2020 18:35:59,,12.6,86.7,0.9,627.279,27,1,,7,10.1,422.45,2.032,-0.522,9.742,9.22,33.862
01/29/2020 18:36:00,01/29/2020 18:36:59,,12.7,87,0.9,627.279,26.9,1,,7.2,10.1,422.55,2.032,-0.514,9.766,9.251,34.206
01/29/2020 18:37:00,01/29/2020 18:37:59,,7.8,87,0.9,627.279,26.9,1,,7.3,9.8,422.75,2.031,-0.549,9.765,9.206,33.942
01/29/2020 18:38:00,01/29/2020 18:38:59,,11,87,0.8,627.279,26.9,1,,7.2,9.7,422.95,2.03,-0.678,9.645,8.966,34.715
01/29/2020 18:39:00,01/29/2020 18:39:59,,9.7,87,0.8,627.279,26.8,1,,7.2,9.3,422.95,2.031,-0.735,9.596,8.86,35.561
01/29/2020 18:40:00,01/29/2020 18:40:59,,14,88,0.8,627.279,26.8,1,,6.2,7.1,423.55,2.032,-0.773,9.589,8.816,34.456
01/29/2020 18:41:00,01/29/2020 18:41:59,,19.4,88,0.8,627.276,26.7,1,,6.3,7.5,423.15,2.03,-0.872,9.534,8.662,33.866
01/29/2020 18:42:00,01/29/2020 18:42:59,,29.6,88,0.8,627.272,26.7,1,,6.7,8.4,422.95,2.031,-0.949,9.479,8.524,34.425
01/29/2020 18:43:00,01/29/2020 18:43:59,,38.1,88,0.8,627.269,26.6,1,,7.3,9.4,422.15,2.028,-1.007,9.432,8.423,34.503
01/29/2020 18:44:00,01/29/2020 18:44:59,,49,88,0.8,627.265,26.6,0.963,,7.2,9.4,422.95,2.029,-1.034,9.401,8.367,33.346
01/29/2020 18:45:00,01/29/2020 18:45:59,,58.8,88.6,0.8,627.262,26.6,0.97,,7.4,10.2,422.15,2.025,-1.045,9.399,8.354,32.692
01/29/2020 18:46:00,01/29/2020 18:46:59,,64.2,89,0.7,627.259,26.6,0.913,,7.5,10.7,422.35,2.024,-1.058,9.447,8.389,32.715
01/29/2020 18:47:00,01/29/2020 18:47:59,,70.8,89,0.7,627.26,26.8,0.691,,7.5,10.5,422.15,2.024,-1.068,9.427,8.359,32.785
01/29/2020 18:48:00,01/29/2020 18:48:59,,72.2,88.7,0.8,627.26,26.9,0.865,,7.1,9.6,421.65,2.024,-1.064,9.361,8.294,33.542
01/29/2020 18:49:00,01/29/2020 18:49:59,,67.2,88,0.8,627.26,26.9,1,,5.6,6.9,419.75,2.024,-1.018,9.335,8.315,35.421
