StartTime_[LST],EndTime_[LST],WindSpeed_[m/s],WindDirection_[degrees],RH_[percent],T(ambient)_[C],P(barometric)_[mmHG],T(shelter)_[C],SolarRadiation_[W/m2],VOC(pid)_[ppbV],PM2.5(LTP)_[ug/m3],PM10(LTP)_[ug/m3],CO2_[ppmV],CH4_[ppmV],NO_[ppbV],NO2_[ppbV],NOx_[ppbV],O3_[ppbV]
02/04/2020 8:08:00,02/04/2020 8:08:59,3.6,63.1,,-11.3,627.47,24.7,82.562,,2.1,2.7,420.05,2.029,1.426,7.154,8.58,34.37
02/04/2020 8:09:00,02/04/2020 8:09:59,3.8,56.7,,-11.4,627.483,24.6,84.067,,1.6,1.9,419.85,2.028,1.364,6.995,8.355,34.849
02/04/2020 8:10:00,02/04/2020 8:10:59,4.2,54.8,,-11.4,627.497,24.6,86.018,,1.7,1.8,419.05,2.022,1.305,6.867,8.17,35.417
02/04/2020 8:11:00,02/04/2020 8:11:59,3.9,57.3,,-11.4,627.51,24.6,88.996,,1.6,1.7,419.05,2.017,1.276,6.746,8.024,35.604
02/04/2020 8:12:00,02/04/2020 8:12:59,4,57.1,,-11.4,627.523,24.6,92.24,,1.5,1.6,419.65,2.03,1.278,6.681,7.96,35.885
02/04/2020 8:13:00,02/04/2020 8:13:59,3.9,58.2,,-11.4,627.54,24.6,96.162,,1.6,1.7,419.05,2.035,1.251,6.592,7.843,35.712
02/04/2020 8:14:00,02/04/2020 8:14:59,3.9,56.4,,-11.4,627.557,24.6,100.044,,1.6,1.8,418.85,2.031,1.23,6.477,7.707,35.863
02/04/2020 8:15:00,02/04/2020 8:15:59,3.4,66.2,,-11.4,627.573,24.6,102.539,,1.6,1.9,418.95,2.026,1.222,6.371,7.594,35.63
02/04/2020 8:16:00,02/04/2020 8:16:59,3.1,70.1,,-11.3,627.59,24.5,104.609,,1.6,1.8,418.55,2.022,1.223,6.292,7.515,35.254
02/04/2020 8:17:00,02/04/2020 8:17:59,3.5,72.7,,-11.3,627.607,24.5,109.85,,1.6,1.7,418.45,2.026,1.223,6.236,7.459,35.3
02/04/2020 8:18:00,02/04/2020 8:18:59,3,68.1,,-11.3,627.623,24.6,112.73,,1.5,1.6,418.35,2.028,1.241,6.209,7.45,35.494
02/04/2020 8:19:00,02/04/2020 8:19:59,3,68.2,,-11.3,627.643,24.6,113.619,,1.5,1.5,418.65,2.041,1.251,6.188,7.439,34.537
02/04/2020 8:20:00,02/04/2020 8:20:59,3,67.4,,-11.2,627.66,24.6,116.957,,1.7,1.7,418.65,2.051,1.267,6.193,7.462,33.558
02/04/2020 8:21:00,02/04/2020 8:21:59,3.2,66.5,,-11.3,627.677,24.6,120.261,,1.7,1.9,418.65,2.053,1.311,6.231,7.555,33.716
02/04/2020 8:22:00,02/04/2020 8:22:59,3.8,65.3,,-11.3,627.693,24.6,122.851,,1.6,1.6,418.15,2.038,1.355,6.289,7.644,33.506
02/04/2020 8:23:00,02/04/2020 8:23:59,3.9,59.3,,-11.3,627.707,24.6,124.812,,1.5,1.7,418.25,2.036,1.372,6.314,7.686,34.311
02/04/2020 8:24:00,02/04/2020 8:24:59,4,56.5,,-11.3,627.72,24.6,126.524,,1.5,1.6,418.25,2.036,1.386,6.334,7.72,34.61
02/04/2020 8:25:00,02/04/2020 8:25:59,4.3,59.2,,-11.3,627.733,24.6,129.155,,1.4,1.4,418.25,2.042,1.4,6.324,7.724,34.576
02/04/2020 8:26:00,02/04/2020 8:26:59,3.6,57.3,,-11.4,627.747,24.6,131.676,,1.5,1.8,418.75,2.059,1.424,6.299,7.725,34.468
02/04/2020 8:27:00,02/04/2020 8:27:59,3,62.3,,-11.3,627.76,24.6,132.628,,1.6,1.8,419.15,2.085,1.456,6.334,7.79,34.604
02/04/2020 8:28:00,02/04/2020 8:28:59,3.4,56.3,,-11.3,627.773,24.6,134.436,,1.5,1.7,419.15,2.093,1.479,6.342,7.822,34.024
02/04/2020 8:29:00,02/04/2020 8:29:59,3.3,75.3,,-11.3,627.787,24.6,137.613,,1.6,1.8,419.05,2.078,1.492,6.294,7.785,33.916
02/04/2020 8:30:00,02/04/2020 8:30:59,3.4,62.7,,-11.3,627.8,24.6,140.934,,1.8,1.9,418.85,2.1,1.493,6.274,7.767,34.618
02/04/2020 8:31:00,02/04/2020 8:31:59,4.1,59,,-11.3,627.813,24.6,143.681,,1.8,2,418.55,2.113,1.493,6.274,7.767,35.634
02/04/2020 8:32:00,02/04/2020 8:32:59,3.5,61.8,,-11.4,627.827,24.7,146.638,,1.7,1.8,418.75,2.103,1.507,6.264,7.776,35.686
02/04/2020 8:33:00,02/04/2020 8:33:59,3.7,55.7,,-11.3,627.843,24.7,149.521,,1.7,1.7,418.75,2.089,1.514,6.254,7.769,34.751
02/04/2020 8:34:00,02/04/2020 8:34:59,3.4,65.3,,-11.3,627.857,24.7,152.785,,1.8,1.9,418.55,2.085,1.508,6.233,7.742,35.446
02/04/2020 8:35:00,02/04/2020 8:35:59,3.6,60.8,,-11.3,627.87,24.6,157.129,,1.6,1.7,418.45,2.073,1.494,6.143,7.638,36.395
02/04/2020 8:36:00,02/04/2020 8:36:59,3.6,67.4,,-11.3,627.883,24.6,162.093,,1.5,1.6,418.25,2.068,1.482,6.092,7.574,36.006
02/04/2020 8:37:00,02/04/2020 8:37:59,3.6,62.1,,-11.3,627.9,24.6,167.455,,1.6,1.7,418.35,2.071,1.454,6.028,7.477,35.483
02/04/2020 8:38:00,02/04/2020 8:38:59,3.6,55.1,,-11.3,627.917,24.6,170.596,,1.6,1.7,418.75,2.086,1.45,5.954,7.408,35.917
02/04/2020 8:39:00,02/04/2020 8:39:59,3.9,52.7,,-11.3,627.93,24.7,173.394,,1.5,1.5,418.95,2.091,1.464,5.939,7.404,35.994
02/04/2020 8:40:00,02/04/2020 8:40:59,4,49.7,,-11.3,627.943,24.6,177.507,,1.5,1.5,419.45,2.09,1.478,5.914,7.393,35.708
02/04/2020 8:41:00,02/04/2020 8:41:59,3.8,52.9,,-11.3,627.96,24.6,184.803,,1.7,1.9,420.25,2.095,1.505,5.926,7.431,35.502
02/04/2020 8:42:00,02/04/2020 8:42:59,3.6,54.4,,-11.2,627.977,24.6,191.74,,1.8,2.3,420.55,2.086,1.54,5.957,7.497,34.96
02/04/2020 8:43:00,02/04/2020 8:43:59,3.5,57.2,,-11.2,627.99,24.6,196.527,,1.9,2.1,419.85,2.07,1.568,5.993,7.561,34.615
02/04/2020 8:44:00,02/04/2020 8:44:59,3.1,60.3,,-11.2,628.003,24.6,200.838,,1.8,2,419.25,2.064,1.595,6.027,7.622,34.604
02/04/2020 8:45:00,02/04/2020 8:45:59,3.2,62.3,,-11.2,628.016,24.6,204.898,,1.7,1.8,418.95,2.06,1.625,6.06,7.685,35.22
02/04/2020 8:46:00,02/04/2020 8:46:59,3.3,69.1,,-11.2,628.03,24.6,208.183,,1.7,1.9,418.65,2.059,1.625,6.059,7.684,36.16
02/04/2020 8:47:00,02/04/2020 8:47:59,3.6,69,,-11.2,628.043,24.6,212.777,,1.7,2,418.35,2.068,1.618,6.042,7.661,36.219
02/04/2020 8:48:00,02/04/2020 8:48:59,3,75.9,,-11.2,628.057,24.6,213.695,,1.4,1.5,419.45,2.07,1.679,6.11,7.795,35.317
02/04/2020 8:49:00,02/04/2020 8:49:59,3.1,69.5,,-11.2,628.067,24.6,214.377,,1.5,1.5,419.05,2.071,1.727,6.177,7.903,34.84
02/04/2020 8:50:00,02/04/2020 8:50:59,3.1,67.7,,-11.1,628.077,24.6,216.178,,1.4,1.5,419.75,2.071,1.729,6.184,7.913,35.291
02/04/2020 8:51:00,02/04/2020 8:51:59,2.7,77.7,,-11.1,628.087,24.6,217,,1.6,1.8,421.15,2.071,1.78,6.224,8.004,35.099
02/04/2020 8:52:00,02/04/2020 8:52:59,2.9,75.6,,-11.1,628.097,24.6,217.728,,1.7,2.1,422.75,2.07,1.872,6.277,8.149,34.573
02/04/2020 8:53:00,02/04/2020 8:53:59,3.9,59.9,,-11.2,628.11,24.6,218.748,,1.6,1.9,418.35,2.055,1.929,6.339,8.268,34.906
02/04/2020 8:54:00,02/04/2020 8:54:59,3.3,62.4,,-11.2,628.123,24.6,218.303,,1.6,1.8,418.55,2.047,1.925,6.332,8.259,35.752
02/04/2020 8:55:00,02/04/2020 8:55:59,3.3,71.7,,-11.2,628.137,24.6,218.059,,1.7,2.1,418.65,2.031,1.933,6.324,8.26,35.424
02/04/2020 8:56:00,02/04/2020 8:56:59,3.6,69.7,,-11.2,628.15,24.6,217.391,,1.7,2,418.85,2.021,1.865,6.22,8.086,35.532
02/04/2020 8:57:00,02/04/2020 8:57:59,3.8,71.6,,-11.2,628.164,24.6,216.52,,1.5,1.7,418.35,2.015,1.837,6.148,7.986,36.209
02/04/2020 8:58:00,02/04/2020 8:58:59,3.6,67.6,,-11.3,628.174,24.6,216.006,,1.6,1.9,418.75,2.014,1.819,6.071,7.891,35.959
02/04/2020 8:59:00,02/04/2020 8:59:59,3.3,69.4,,-11.2,628.183,24.6,216.875,,1.7,2,419.05,2.014,1.768,5.983,7.749,35.178
02/04/2020 9:00:00,02/04/2020 9:00:59,3.6,64.8,,-11.2,628.194,24.6,217.694,,1.7,2,418.55,2.015,1.669,5.898,7.561,35.507
02/04/2020 9:01:00,02/04/2020 9:01:59,3.7,67,,-11.2,628.203,24.6,218.435,,1.5,1.6,418.85,2.013,1.629,5.864,7.493,35.373
02/04/2020 9:02:00,02/04/2020 9:02:59,3.9,70.2,,-11.3,628.214,24.6,218.584,,1.6,1.7,418.35,2.015,1.652,5.869,7.521,35.83
02/04/2020 9:03:00,02/04/2020 9:03:59,3.9,73.7,,-11.3,628.22,24.6,218,,1.5,1.7,418.25,2.017,1.658,5.842,7.5,36.279
02/04/2020 9:04:00,02/04/2020 9:04:59,3.8,74.1,,-11.3,628.227,24.6,218.476,,1.6,1.8,417.95,2.015,1.633,5.799,7.432,35.994
02/04/2020 9:05:00,02/04/2020 9:05:59,3.8,68.2,,-11.3,628.233,24.6,219,,1.5,1.7,417.95,2.016,1.625,5.787,7.412,36.231
02/04/2020 9:06:00,02/04/2020 9:06:59,3.6,68.8,,-11.3,628.24,24.6,219,,1.5,1.7,418.45,2.019,1.623,5.785,7.407,36.179
02/04/2020 9:07:00,02/04/2020 9:07:59,3.6,67.3,,-11.3,628.243,24.6,219.549,,1.7,2,418.45,2.023,1.618,5.789,7.407,35.769
02/04/2020 9:08:00,02/04/2020 9:08:59,3.1,67.2,,-11.2,628.247,24.6,220.724,,1.8,2,418.45,2.034,1.615,5.739,7.354,35.669
02/04/2020 9:09:00,02/04/2020 9:09:59,3.2,68.3,,-11.2,628.253,24.6,221.717,,1.6,1.7,418.85,2.038,1.611,5.72,7.332,34.94
02/04/2020 9:10:00,02/04/2020 9:10:59,3.1,67.4,,-11.2,628.26,24.6,222.67,,1.9,2.3,419.45,2.043,1.624,5.724,7.349,34.88
02/04/2020 9:11:00,02/04/2020 9:11:59,3.3,63.8,,-11.2,628.263,24.6,224.518,,1.9,2.4,418.55,2.03,1.633,5.767,7.4,35.272
02/04/2020 9:12:00,02/04/2020 9:12:59,3.3,59,,-11.2,628.267,24.6,226.056,,1.7,2,418.75,2.04,1.649,5.757,7.406,35.788
02/04/2020 9:13:00,02/04/2020 9:13:59,3,56.6,,-11.2,628.27,24.6,227.147,,1.8,2.1,419.15,2.058,1.696,5.778,7.474,35.263
02/04/2020 9:14:00,02/04/2020 9:14:59,3.3,48.3,,-11.1,628.273,24.6,228.958,,1.7,1.9,419.55,2.07,1.727,5.814,7.541,34.673
02/04/2020 9:15:00,02/04/2020 9:15:59,3.1,51.3,,-11,628.277,24.6,230.498,,2,2.6,419.65,2.054,1.748,5.841,7.59,34.396
02/04/2020 9:16:00,02/04/2020 9:16:59,3.3,57.3,,-11,628.28,24.6,231.737,,2.4,3.4,419.55,2.059,1.784,5.876,7.66,34.774
02/04/2020 9:17:00,02/04/2020 9:17:59,3.8,50.4,,-11,628.283,24.7,233.688,,2.2,3,419.85,2.049,1.803,5.867,7.668,35.479
02/04/2020 9:18:00,02/04/2020 9:18:59,3.9,47.1,,-11.1,628.29,24.8,235.496,,2.5,3.2,419.15,2.047,1.796,5.803,7.599,36.159
02/04/2020 9:19:00,02/04/2020 9:19:59,3.8,46.5,,-11.1,628.297,24.8,236.714,,1.9,2.2,419.85,2.035,1.787,5.78,7.566,36.068
02/04/2020 9:20:00,02/04/2020 9:20:59,4.1,48.1,,-11.1,628.303,24.8,238.17,,2.1,2.5,418.55,2.037,1.781,5.763,7.545,35.634
02/04/2020 9:21:00,02/04/2020 9:21:59,3.2,38.7,,-11.1,628.31,24.8,239.867,,2.2,2.8,420.15,2.04,1.816,5.816,7.633,34.903
02/04/2020 9:22:00,02/04/2020 9:22:59,3.8,40.3,,-10.9,628.32,24.8,241.71,,3.1,4.4,420.35,2.044,1.858,5.831,7.689,34.104
02/04/2020 9:23:00,02/04/2020 9:23:59,4,52.2,,-11,628.327,24.8,241.78,,3,4.1,418.55,2.047,1.852,5.792,7.633,35.006
02/04/2020 9:24:00,02/04/2020 9:24:59,4.5,52.3,,-11.2,628.333,24.8,240.035,,1.8,2.1,418.65,2.042,1.823,5.756,7.579,35.951
02/04/2020 9:25:00,02/04/2020 9:25:59,4.2,49.8,,-11.2,628.34,24.8,241.682,,1.7,2,418.35,2.045,1.822,5.725,7.547,36.364
02/04/2020 9:26:00,02/04/2020 9:26:59,4,49.1,,-11.2,628.347,24.8,241.981,,1.8,2.1,418.75,2.046,1.817,5.73,7.548,36.317
02/04/2020 9:27:00,02/04/2020 9:27:59,3.2,36.3,,-11,628.353,24.7,241.762,,2.1,2.6,419.25,2.043,1.832,5.777,7.61,35.75
02/04/2020 9:28:00,02/04/2020 9:28:59,3.6,53.7,,-11,628.36,24.6,236.078,,2.5,3.3,418.35,2.036,1.837,5.783,7.619,36.123
02/04/2020 9:29:00,02/04/2020 9:29:59,3.2,54.9,,-11.1,628.367,24.6,236,,1.9,2.4,418.35,2.033,1.761,5.643,7.401,36.183
02/04/2020 9:30:00,02/04/2020 9:30:59,3.6,50.6,,-11,628.373,24.6,235.192,,1.9,2.3,418.65,2.028,1.698,5.542,7.241,35.921
02/04/2020 9:31:00,02/04/2020 9:31:59,3.8,53.5,,-11.1,628.383,24.5,239.475,,2,2.5,417.95,2.024,1.681,5.513,7.194,35.593
02/04/2020 9:32:00,02/04/2020 9:32:59,3.4,52,,-11.1,628.393,24.5,242.375,,1.6,1.8,418.25,2.024,1.679,5.467,7.146,35.599
02/04/2020 9:33:00,02/04/2020 9:33:59,3.6,52.2,,-11,628.403,24.4,245.527,,1.8,2.2,418.85,2.022,1.664,5.42,7.085,35.651
02/04/2020 9:34:00,02/04/2020 9:34:59,3.5,38.9,,-10.9,628.413,24.4,256.732,,1.9,2.4,418.25,2.022,1.648,5.364,7.007,35.827
02/04/2020 9:35:00,02/04/2020 9:35:59,3.2,41.2,,-10.9,628.423,24.4,273.054,,1.6,1.9,418.35,2.021,1.615,5.313,6.928,35.896
02/04/2020 9:36:00,02/04/2020 9:36:59,3.3,44,,-10.9,628.433,24.4,279.342,,1.8,2.1,418.65,2.022,1.626,5.295,6.922,35.693
02/04/2020 9:37:00,02/04/2020 9:37:59,3.1,37.8,,-10.9,628.447,24.3,289.105,,2,2.5,417.95,2.027,1.623,5.273,6.896,35.981
02/04/2020 9:38:00,02/04/2020 9:38:59,3.3,43.7,,-10.8,628.46,24.3,295.934,,2,2.5,420.15,2.025,1.635,5.287,6.923,35.885
02/04/2020 9:39:00,02/04/2020 9:39:59,3.7,47.3,,-10.9,628.473,24.4,300.781,,2.2,2.9,418.25,2.025,1.616,5.293,6.907,36.485
02/04/2020 9:40:00,02/04/2020 9:40:59,3.4,47.1,,-10.9,628.487,24.3,302.994,,1.4,1.6,417.55,2.024,1.623,5.287,6.916,36.476
02/04/2020 9:41:00,02/04/2020 9:41:59,3.3,35.3,,-10.8,628.503,24.3,300.157,,1.4,1.5,418.55,2.024,1.624,5.313,6.937,36.206
02/04/2020 9:42:00,02/04/2020 9:42:59,3.4,34.2,,-10.7,628.517,24.3,299.122,,1.6,1.9,419.85,2.036,1.726,5.376,7.103,34.599
02/04/2020 9:43:00,02/04/2020 9:43:59,3.1,37.8,,-10.7,628.53,24.4,299.445,,1.7,2,418.45,2.049,1.754,5.418,7.173,34.89
02/04/2020 9:44:00,02/04/2020 9:44:59,3,38.3,,-10.6,628.543,24.4,303.789,,1.8,2.2,419.85,2.056,1.738,5.426,7.165,35.772
02/04/2020 9:45:00,02/04/2020 9:45:59,3.7,44.8,,-10.6,628.557,24.3,321.116,,2.5,3.5,420.25,2.067,1.755,5.494,7.255,35.295
02/04/2020 9:46:00,02/04/2020 9:46:59,4,45.9,,-10.7,628.57,24.3,328.9,,2.4,3.4,419.55,2.087,1.749,5.519,7.268,36.008
02/04/2020 9:47:00,02/04/2020 9:47:59,3.6,37.8,,-10.8,628.583,24.4,335.343,,2,2.5,418.85,2.111,1.778,5.578,7.357,36.182
02/04/2020 9:48:00,02/04/2020 9:48:59,3.5,37.7,,-10.7,628.593,24.4,333.259,,1.8,2.2,419.35,2.111,1.859,5.693,7.553,35.223
02/04/2020 9:49:00,02/04/2020 9:49:59,3.8,40.6,,-10.7,628.603,24.4,330.379,,1.9,2.3,419.35,2.099,1.932,5.815,7.747,34.591
02/04/2020 9:50:00,02/04/2020 9:50:59,3.5,47.9,,-10.8,628.613,24.4,333.725,,1.7,2.1,418.55,2.076,1.853,5.77,7.617,35.648
02/04/2020 9:51:00,02/04/2020 9:51:59,2.9,41.7,,-10.6,628.623,24.3,343.353,,1.9,2.4,418.95,2.073,1.851,5.742,7.596,36.401
02/04/2020 9:52:00,02/04/2020 9:52:59,2.8,31.6,,-10.4,628.63,24.4,347.504,,2.2,2.9,420.45,2.077,1.845,5.742,7.586,35.989
02/04/2020 9:53:00,02/04/2020 9:53:59,3,27.9,,-10.2,628.637,24.4,353.577,,2.5,3.5,420.05,2.063,1.84,5.709,7.549,35.951
02/04/2020 9:54:00,02/04/2020 9:54:59,3,34.3,,-10.3,628.643,24.4,362.501,,2.6,3.5,420.05,2.051,1.844,5.7,7.544,36.465
02/04/2020 9:55:00,02/04/2020 9:55:59,3.2,32.4,,-10.3,628.653,24.4,366.996,,3,4.2,420.15,2.051,1.908,5.747,7.656,35.722
02/04/2020 9:56:00,02/04/2020 9:56:59,3,30.7,,-10.3,628.664,24.4,372.99,,2.5,3.4,418.75,2.056,1.845,5.693,7.53,35.588
02/04/2020 9:57:00,02/04/2020 9:57:59,3.2,41.6,,-10.2,628.674,24.4,374.286,,2.5,3.4,419.95,2.058,1.813,5.67,7.487,35.485
02/04/2020 9:58:00,02/04/2020 9:58:59,3.5,47.1,,-10.3,628.684,24.4,375.56,,2.8,3.8,419.65,2.056,1.815,5.707,7.523,35.658
02/04/2020 9:59:00,02/04/2020 9:59:59,3,34.2,,-10.5,628.694,24.4,376.448,,2.1,2.6,418.65,2.053,1.808,5.702,7.51,36.107
02/04/2020 10:00:00,02/04/2020 10:00:59,3.2,35.7,,-10.5,628.704,24.4,373.852,,1.7,2,419.05,2.056,1.799,5.699,7.499,36.135
02/04/2020 10:01:00,02/04/2020 10:01:59,3.4,29.6,,-10.3,628.707,24.4,374.003,,2,2.6,419.85,2.059,1.797,5.706,7.504,35.955
02/04/2020 10:02:00,02/04/2020 10:02:59,3.3,25.2,,-10.2,628.71,24.4,382.865,,2.4,3.2,419.55,2.06,1.772,5.716,7.483,36.376
02/04/2020 10:03:00,02/04/2020 10:03:59,3.6,25.8,,-10.2,628.713,24.4,383.339,,2.3,2.9,419.15,2.062,1.662,5.645,7.308,36.983
02/04/2020 10:04:00,02/04/2020 10:04:59,3.3,31.2,,-10.3,628.72,24.5,388.2,,2.3,3,419.55,2.057,1.631,5.622,7.253,37.175
02/04/2020 10:05:00,02/04/2020 10:05:59,3,29.7,,-10.3,628.727,24.6,387.732,,2.6,3.4,419.15,2.052,1.585,5.548,7.133,36.982
02/04/2020 10:06:00,02/04/2020 10:06:59,2.9,34.9,,-10.3,628.73,24.6,391.836,,1.8,2.2,419.15,2.047,1.587,5.505,7.092,36.905
02/04/2020 10:07:00,02/04/2020 10:07:59,3.8,44.9,,-10.2,628.73,24.6,404.977,,1.9,2.3,419.45,2.041,1.601,5.506,7.109,36.914
02/04/2020 10:08:00,02/04/2020 10:08:59,3.4,42.6,,-10.4,628.73,24.6,407.294,,2.2,2.8,419.85,2.038,1.603,5.505,7.11,36.94
02/04/2020 10:09:00,02/04/2020 10:09:59,3.2,40.3,,-10.4,628.733,24.6,410.022,,1.9,2.3,419.55,2.039,1.605,5.484,7.089,36.575
02/04/2020 10:10:00,02/04/2020 10:10:59,3.2,33.7,,-10.3,628.733,24.6,415.812,,1.9,2.5,419.65,2.04,1.628,5.461,7.09,36.902
02/04/2020 10:11:00,02/04/2020 10:11:59,3.6,32.9,,-10.2,628.73,24.6,424.262,,2,2.7,419.65,2.043,1.66,5.429,7.09,37.256
02/04/2020 10:12:00,02/04/2020 10:12:59,3.9,42.7,,-10.2,628.733,24.6,432.996,,2,2.6,419.15,2.044,1.703,5.425,7.129,36.705
02/04/2020 10:13:00,02/04/2020 10:13:59,3.2,34.1,,-10.3,628.737,24.5,440.731,,2.3,3,419.65,2.044,1.908,5.56,7.468,35.849
02/04/2020 10:14:00,02/04/2020 10:14:59,3.3,31.5,,-10.3,628.74,24.5,442.569,,2.6,3.5,419.25,2.044,1.922,5.584,7.507,37.472
02/04/2020 10:15:00,02/04/2020 10:15:59,3.7,31,,-10.2,628.74,24.5,415.825,,2.9,3.9,419.35,2.042,1.958,5.573,7.531,37.325
02/04/2020 10:16:00,02/04/2020 10:16:59,3.9,26.5,,-10.2,628.74,24.6,375.084,,3.8,5.3,418.25,2.046,2.059,5.649,7.708,36.294
02/04/2020 10:17:00,02/04/2020 10:17:59,3.4,24.3,,-10.3,628.74,24.5,414.731,,3.4,4.5,418.05,2.048,2.066,5.637,7.704,36.888
02/04/2020 10:18:00,02/04/2020 10:18:59,3.7,26.2,,-10.2,628.743,24.5,445.384,,2.6,3.4,418.95,2.048,2.064,5.62,7.684,36.959
02/04/2020 10:19:00,02/04/2020 10:19:59,3.4,25.1,,-10.1,628.747,24.5,432.821,,3.2,4.5,418.35,2.062,2.105,5.618,7.724,37.266
02/04/2020 10:20:00,02/04/2020 10:20:59,3.3,41.3,,-10.1,628.747,24.5,394.558,,3.9,5.6,418.25,2.07,2.023,5.564,7.587,37.514
02/04/2020 10:21:00,02/04/2020 10:21:59,3.5,44.6,,-10.3,628.75,24.5,391.483,,3,4.1,418.15,2.076,1.884,5.466,7.35,37.116
02/04/2020 10:22:00,02/04/2020 10:22:59,3,38.9,,-10.2,628.753,24.5,416.359,,2.9,3.7,418.75,2.083,1.881,5.484,7.365,37.603
02/04/2020 10:23:00,02/04/2020 10:23:59,3.1,38.2,,-10.1,628.757,24.5,402.073,,3.2,4.3,418.45,2.093,1.811,5.467,7.279,38.192
02/04/2020 10:24:00,02/04/2020 10:24:59,3.4,42,,-10.2,628.76,24.4,389.176,,2.8,3.9,419.15,2.098,1.746,5.396,7.139,37.101
02/04/2020 10:25:00,02/04/2020 10:25:59,2.8,32.6,,-10.1,628.76,24.4,398.943,,3.4,4.8,419.55,2.111,1.823,5.472,7.316,36.167
02/04/2020 10:26:00,02/04/2020 10:26:59,3.1,37.9,,-10,628.763,24.4,425.277,,4.4,6.4,419.15,2.114,1.875,5.512,7.387,36.72
02/04/2020 10:27:00,02/04/2020 10:27:59,3.5,42.9,,-10.1,628.767,24.4,460.98,,3.9,5.6,418.25,2.124,1.911,5.545,7.456,37.311
02/04/2020 10:28:00,02/04/2020 10:28:59,2.9,34.9,,-10,628.77,24.3,462.234,,2.9,4.1,418.45,2.14,1.918,5.547,7.466,37.806
02/04/2020 10:29:00,02/04/2020 10:29:59,3.1,30.2,,-9.9,628.77,24.3,407.095,,2.6,3.6,417.85,2.177,1.916,5.52,7.436,37.963
02/04/2020 10:30:00,02/04/2020 10:30:59,3,24.2,,-9.9,628.77,24.3,373.105,,2.3,2.9,418.05,2.187,1.932,5.487,7.42,37.761
02/04/2020 10:31:00,02/04/2020 10:31:59,3.4,44.9,,-10.1,628.773,24.2,387.519,,2.3,3,419.05,2.194,1.935,5.488,7.425,37.499
02/04/2020 10:32:00,02/04/2020 10:32:59,3.2,26.6,,-10,628.78,24.2,422.518,,3,4.1,418.55,2.206,1.917,5.447,7.365,37.893
02/04/2020 10:33:00,02/04/2020 10:33:59,4,51.1,,-10.1,628.787,24.2,415.883,,3.5,4.8,417.25,2.208,1.822,5.34,7.162,38.391
02/04/2020 10:34:00,02/04/2020 10:34:59,4.1,46,,-10.4,628.793,24.2,386.779,,2,2.3,417.45,2.203,1.753,5.257,7.011,38.235
02/04/2020 10:35:00,02/04/2020 10:35:59,3.1,31.8,,-10.4,628.8,24.2,384.922,,2.1,2.5,417.75,2.211,1.686,5.192,6.879,38.113
02/04/2020 10:36:00,02/04/2020 10:36:59,2.9,32.7,,-10.2,628.81,24.2,403.953,,2.4,3,418.25,2.188,1.686,5.204,6.895,37.167
02/04/2020 10:37:00,02/04/2020 10:37:59,3.5,43.8,,-10.2,628.82,24.2,411.776,,3.1,4.2,418.05,2.18,1.692,5.215,6.906,37.262
02/04/2020 10:38:00,02/04/2020 10:38:59,3.3,34.4,,-10.1,628.833,24.2,412,,2.8,3.8,418.45,2.178,1.747,5.23,6.978,36.805
02/04/2020 10:39:00,02/04/2020 10:39:59,2.9,50.8,,-10.2,628.843,24.2,427.901,,3.5,4.9,419.45,2.173,2.196,5.402,7.598,33.393
02/04/2020 10:40:00,02/04/2020 10:40:59,3.5,30.3,,-10,628.857,24.2,452.675,,4.2,6,418.15,2.17,2.419,5.697,8.115,34.085
02/04/2020 10:41:00,02/04/2020 10:41:59,2.9,26.9,,-10,628.87,24.2,454.912,,3,4.1,418.45,2.168,2.433,5.773,8.207,37.554
02/04/2020 10:42:00,02/04/2020 10:42:59,3.6,27,,-9.8,628.88,24.2,433.62,,2.9,3.9,418.55,2.149,2.462,5.814,8.29,38.078
02/04/2020 10:43:00,02/04/2020 10:43:59,3.3,24.4,,-9.8,628.89,24.2,428.931,,3.7,5.2,419.45,2.132,2.504,5.879,8.384,37.837
02/04/2020 10:44:00,02/04/2020 10:44:59,4.1,40.2,,-9.9,628.897,24.2,436.754,,4.9,7,418.45,2.099,2.531,5.929,8.461,37.261
02/04/2020 10:45:00,02/04/2020 10:45:59,3.5,33.6,,-10.2,628.91,24.2,436.27,,2.8,3.7,417.45,2.073,2.64,6.043,8.683,36.417
02/04/2020 10:46:00,02/04/2020 10:46:59,3.6,21.5,,-10.1,628.923,24.2,438.525,,3,4.3,418.25,2.056,2.553,6.092,8.645,37.225
02/04/2020 10:47:00,02/04/2020 10:47:59,3.1,27.3,,-9.9,628.937,24.2,455.695,,3.6,5,417.65,2.084,2.09,5.927,7.983,38.025
02/04/2020 10:48:00,02/04/2020 10:48:59,3.4,29.6,,-9.9,628.943,24.2,473.659,,3.4,4.7,418.25,2.09,1.946,5.719,7.667,37.792
02/04/2020 10:49:00,02/04/2020 10:49:59,3.4,26.8,,-9.8,628.95,24.2,491.176,,3.1,4.4,417.25,2.081,1.944,5.791,7.735,38.061
02/04/2020 10:50:00,02/04/2020 10:50:59,3.4,35,,-10,628.957,24.3,486.324,,2.2,2.9,416.95,2.051,1.891,5.808,7.7,38.558
02/04/2020 10:51:00,02/04/2020 10:51:59,3,22.6,,-9.8,628.96,24.3,540.799,,2.5,3.3,418.65,2.043,1.903,5.809,7.713,37.925
