StartTime_[LST],EndTime_[LST],ethane_[ppbV],ethane_Flags,propane_[ppbV],propane_Flags,isobutane_[ppbV],isobutane_Flags,n-butane_[ppbV],n-butane_Flags,cyclopentane_[ppbV],cyclopentane_Flags,isopentane_[ppbV],isopentane_Flags,n-pentane_[ppbV],n-pentane_Flags,2-methyl-pentane_[ppbV],2-methyl-pentane_Flags,3-methyl-pentane_[ppbV],3-methyl-pentane_Flags,isoprene_[ppbV],isoprene_Flags,n-hexane_[ppbV],n-hexane_Flags,methyl-cyclopentane_[ppbV],methyl-cyclopentane_Flags,benzene_[ppbV],benzene_Flags,toluene_[ppbV],toluene_Flags,n-octane_[ppbV],n-octane_Flags,ethyl-benzene_[ppbV],ethyl-benzene_Flags,"m,p-xylene_[ppbV]","m,p-xylene_Flags",o-xylene_[ppbV],o-xylene_Flags,n-nonane_[ppbV],n-nonane_Flags,p-ethyl-toluene_[ppbV],p-ethyl-toluene_Flags,"1,2,4-trimethyl-benzene_[ppbV]","1,2,4-trimethyl-benzene_Flags",n-decane_[ppbV],n-decane_Flags,p-diethyl-benzene_[ppbV],p-diethyl-benzene_Flags,n-undecane_[ppbV],n-undecane_Flags,n-dodecane_[ppbV],n-dodecane_Flags
10/16/2019 11:21:48,10/16/2019 12:06:15,23.7844,,18.1391,,3.65605,,8.56301,,0.174108,,2.91067,,2.97113,,0.764194,,0.704685,,0.0795238,,1.2881,,0.397585,,0.255589,,0.530762,,0.143376,,0.0108801,4,0.175275,,0.0305473,,0.0817437,,,2,,2,,2,,2,,2,,2
10/16/2019 12:19:09,10/16/2019 13:03:36,38.9948,,28.4876,,6.44832,,14.5555,,0.264327,,5.03187,,5.47919,,1.3339,,1.2351,,0.110522,,2.31488,,0.605777,,0.390249,,0.908952,,0.363636,,-0.000240627,4,0.172643,,0.0214235,4,0.102904,,,2,,2,,2,,2,,2,,2
10/16/2019 13:16:33,10/16/2019 14:01:01,47.6267,,33.8716,,7.77418,,18.1627,,0.38459,,6.23021,,6.86888,,1.5464,,1.3792,,0.0613505,,2.44054,,1.03441,,0.67887,,0.732778,,0.172439,,-0.0212452,4,0.0666327,,-0.0111672,4,0.0277564,4,,2,,2,,2,,2,,2,,2
10/16/2019 14:13:53,10/16/2019 14:58:21,48.3453,,32.677,,7.30703,,17.3185,,0.341448,,5.82864,,6.65707,,1.52403,,1.26019,,0.0314223,,2.46409,,0.889521,,0.469075,,0.670398,,0.112341,,-0.0153473,4,0.0603685,,-0.00976161,4,0.0248196,4,,2,,2,,2,,2,,2,,2
10/16/2019 15:11:16,10/16/2019 15:55:44,29.4478,,21.978,,4.104,,10.7005,,0.230713,,3.2391,,3.82828,,0.780709,,0.768255,,0.0275556,4,1.23433,,0.525775,,0.228015,,0.266901,,0.0226585,4,-0.03856,4,-0.0397917,4,-0.0386283,4,-0.0297001,4,,2,,2,,2,,2,,2,,2
10/16/2019 16:08:42,10/16/2019 16:53:09,14.9538,,9.82302,,1.87535,,4.91802,,0.103993,,1.5738,,1.72913,,0.383221,,0.414058,,0.0648846,,0.61681,,0.294972,,0.0929941,,0.128913,,-0.0130296,4,-0.0481394,4,-0.0651395,4,-0.0483468,4,-0.0483787,4,,2,,2,,2,,2,,2,,2
10/16/2019 17:06:00,10/16/2019 17:50:27,1419.67,,1412.91,,225.822,,599.138,,,1,237.095,,243.58,,86.1322,,43.9097,,0.801519,,50.898,,15.1676,,6.9788,,11.1468,,3.43203,,0.299944,,3.17665,,0.580591,,1.36158,,,2,,2,,2,,2,,2,,2
10/16/2019 18:03:25,10/16/2019 18:47:53,197.45,,165.785,,39.6852,,101.313,,1.65936,,29.4642,,35.7331,,10.8955,,8.54431,,0.166201,,11.7818,,4.81362,,2.08165,,5.0029,,1.92871,,0.192656,,1.9816,,0.405013,,0.874049,,,2,,2,,2,,2,,2,,2
10/16/2019 19:00:48,10/16/2019 19:45:16,48.8359,,36.577,,9.06861,,22.059,,0.560011,,8.73868,,9.30214,,3.1182,,2.46138,,0.0680351,,3.46401,,1.07942,,0.801499,,1.49372,,0.323033,,0.0600499,,0.428427,,0.100899,,0.124999,,,2,,2,,2,,2,,2,,2
10/16/2019 19:58:13,10/16/2019 20:42:40,112.291,,85.8576,,16.5168,,41.4079,,1.05996,,13.5192,,15.7341,,4.44383,,3.49813,,0.151027,,6.28089,,2.86998,,1.23231,,3.09795,,0.49519,,0.231566,,0.846269,,0.319591,,0.212454,,,2,,2,,2,,2,,2,,2
