StartTime_[LST],EndTime_[LST],WindSpeed_[m/s],RH_[percent],T(ambient)_[C],P(barometric)_[mmHG],T(shelter)_[C],SolarRadiation_[W/m2],PM2.5(LTP)_[ug/m3],PM10(LTP)_[ug/m3],CH4_[ppmV],NO_[ppbV],NO2_[ppbV],NOx_[ppbV],O3_[ppbV]
10/13/2017 12:10:00,10/13/2017 12:10:59,0.9,49.3,14.9,631.9,21.4,693.5,17.5,35.2,2.1,5.62,11.81,17.43,32.82
10/13/2017 12:11:00,10/13/2017 12:11:59,0.9,48.5,15,631.9,21.3,694,16.4,28.9,2.1,5.55,11.79,17.34,33.4
10/13/2017 12:12:00,10/13/2017 12:12:59,2.4,49.9,15,631.9,21.2,692.3,17.2,27.2,2.09,5.5,11.75,17.25,34.28
10/13/2017 12:13:00,10/13/2017 12:13:59,1.1,49.8,14.7,631.9,21.2,676.7,18.9,37.6,2.09,5.5,11.8,17.31,34.32
10/13/2017 12:14:00,10/13/2017 12:14:59,1.8,49.5,14.9,631.9,21.1,680.4,17.6,29.6,2.1,5.56,11.92,17.48,34.23
10/13/2017 12:15:00,10/13/2017 12:15:59,1.6,50,14.6,631.9,21.1,691.2,18.7,36.9,2.09,5.61,11.98,17.59,33.87
10/13/2017 12:16:00,10/13/2017 12:16:59,1.8,50.1,14.6,631.9,21,694.1,17.4,34.7,2.09,5.65,12.08,17.74,33.72
10/13/2017 12:17:00,10/13/2017 12:17:59,1.3,50.2,14.6,631.9,21,692.5,18.3,27.6,2.09,5.75,12.21,17.95,33.48
10/13/2017 12:18:00,10/13/2017 12:18:59,2.5,52,14.9,631.9,21.1,683.6,19.2,28.2,2.1,5.92,12.42,18.35,33.17
10/13/2017 12:19:00,10/13/2017 12:19:59,3.1,50.9,14.6,631.9,21.1,681.2,19.3,35.7,2.11,6.14,12.76,18.93,32.85
10/13/2017 12:20:00,10/13/2017 12:20:59,1.8,51.4,14.3,631.8,21.2,688.1,19.4,35.6,2.1,6.4,13.04,19.43,32.97
10/13/2017 12:21:00,10/13/2017 12:21:59,3.4,51.8,14.6,631.8,21.3,690,18.8,29.5,2.1,6.56,13.28,19.84,32.83
10/13/2017 12:22:00,10/13/2017 12:22:59,3.9,52.3,14.6,631.8,21.4,678.8,19.1,35.9,2.09,6.67,13.42,20.09,33.08
10/13/2017 12:23:00,10/13/2017 12:23:59,4,50.9,14.3,631.8,21.6,668.3,19.2,32.5,2.09,6.8,13.6,20.4,32.78
10/13/2017 12:24:00,10/13/2017 12:24:59,3.7,51.1,14.2,631.8,21.8,681.8,18.8,30.8,2.09,6.93,13.8,20.77,32.9
10/13/2017 12:25:00,10/13/2017 12:25:59,2.6,52,14.1,631.8,22,682.2,22.2,37.9,2.09,7.01,13.97,21,32.88
10/13/2017 12:26:00,10/13/2017 12:26:59,2.1,51.3,14.2,631.8,22.3,673.3,19.4,36.3,2.09,7.04,14.06,21.1,33.13
10/13/2017 12:27:00,10/13/2017 12:27:59,2.9,51.6,14.1,631.7,22.4,671,20.2,38.3,2.09,7.06,14.09,21.15,33.45
10/13/2017 12:28:00,10/13/2017 12:28:59,2.4,52,13.8,631.7,22.4,675.4,20,35.9,2.09,7.07,14.17,21.24,33.47
10/13/2017 12:29:00,10/13/2017 12:29:59,3.1,52.6,13.9,631.7,22.3,669.7,22.6,67.3,2.09,7.47,14.39,21.87,32.43
10/13/2017 12:30:00,10/13/2017 12:30:59,3.6,52.8,14.3,631.7,22.2,671.3,19.4,36.4,2.09,7.51,14.54,22.05,32.2
10/13/2017 12:31:00,10/13/2017 12:31:59,2.5,52.1,14.3,631.7,22.1,683.4,19.7,32.2,2.09,7.54,14.52,22.05,33.15
10/13/2017 12:32:00,10/13/2017 12:32:59,2.6,52.3,14.6,631.7,22.1,685.6,19.3,53.2,2.09,7.61,14.56,22.17,32.78
10/13/2017 12:33:00,10/13/2017 12:33:59,3.8,50.8,14.8,631.7,22,679.8,18.4,35.6,2.08,7.62,14.57,22.19,32.73
10/13/2017 12:34:00,10/13/2017 12:34:59,2.2,50.8,14.4,631.7,21.9,680,18.5,32.3,2.07,7.49,14.35,21.84,34.13
10/13/2017 12:35:00,10/13/2017 12:35:59,2.6,51.4,14.9,631.6,21.9,671.6,17.2,29.8,2.07,7.35,14.14,21.47,35.28
10/13/2017 12:36:00,10/13/2017 12:36:59,2,50.1,14.9,631.6,21.8,668.5,19.1,36.4,2.07,7.16,13.93,21.01,34.27
10/13/2017 12:37:00,10/13/2017 12:37:59,1.8,49.4,15,631.6,21.7,662.9,18.8,38.2,2.07,6.63,13.53,20.14,33.92
10/13/2017 12:38:00,10/13/2017 12:38:59,1.5,50,15.1,631.5,21.7,667.7,18.3,36.2,2.07,6.53,13.38,19.91,34.23
10/13/2017 12:39:00,10/13/2017 12:39:59,2.5,49.8,14.9,631.5,21.5,659,18.8,34,2.07,6.38,13.25,19.63,33.82
10/13/2017 12:40:00,10/13/2017 12:40:59,2.1,50.4,14.6,631.5,21.4,668.6,18.3,37.6,2.09,6.11,12.95,19.06,33.75
10/13/2017 12:41:00,10/13/2017 12:41:59,1.2,50.7,14.7,631.5,21.2,675.2,18.6,42.9,2.09,5.95,12.72,18.67,34.75
10/13/2017 12:42:00,10/13/2017 12:42:59,1.2,50.7,15,631.5,21.1,682.1,17.8,39.1,2.09,5.89,12.68,18.57,34.98
10/13/2017 12:43:00,10/13/2017 12:43:59,2,50.8,15,631.5,21,686.4,17.3,34.7,2.09,5.82,12.59,18.41,34.82
10/13/2017 12:44:00,10/13/2017 12:44:59,1.8,51.6,14.8,631.4,20.8,671.6,17,31.6,2.1,5.73,12.36,18.1,35.05
10/13/2017 12:45:00,10/13/2017 12:45:59,2.7,51.2,14.9,631.4,20.8,683.6,17.2,33.5,2.09,5.63,12.15,17.77,35.05
10/13/2017 12:46:00,10/13/2017 12:46:59,3.9,50.3,15.1,631.4,20.7,680.7,16.1,27,2.09,5.46,11.89,17.34,35.57
10/13/2017 12:47:00,10/13/2017 12:47:59,3.6,49.2,15.1,631.4,20.7,677,15.6,27,2.07,5.24,11.51,16.73,36.8
10/13/2017 12:48:00,10/13/2017 12:48:59,4,48.7,14.8,631.4,20.7,673,15.3,24,2.06,5.03,11.15,16.18,38.07
10/13/2017 12:49:00,10/13/2017 12:49:59,3.1,48,14.9,631.4,20.7,666.3,15.5,30.9,2.06,4.8,10.86,15.66,39.07
10/13/2017 12:50:00,10/13/2017 12:50:59,2,48.9,15.2,631.4,20.7,641.9,15.4,34.7,2.05,4.52,10.49,15.01,39.77
10/13/2017 12:51:00,10/13/2017 12:51:59,1.8,49.7,15.3,631.4,20.9,633.5,15.5,27.2,2.07,4.29,10.2,14.49,39.67
10/13/2017 12:52:00,10/13/2017 12:52:59,1.8,49.5,15.4,631.4,21.1,668.8,16.1,31.6,2.08,4.11,10.03,14.11,38.6
10/13/2017 12:53:00,10/13/2017 12:53:59,2.3,48.6,15.2,631.4,21.3,665.5,16.8,29.6,2.08,3.96,9.86,13.8,38.07
10/13/2017 12:54:00,10/13/2017 12:54:59,1.8,49,15.1,631.4,21.5,675.4,15.6,25.1,2.08,3.85,9.8,13.64,38.1
10/13/2017 12:55:00,10/13/2017 12:55:59,0.9,49,15.3,631.3,21.6,671.3,15.9,29.4,2.08,3.81,9.79,13.6,38.47
10/13/2017 12:56:00,10/13/2017 12:56:59,1.9,49.5,15.5,631.3,21.5,638.7,16.2,29.5,2.08,3.82,9.87,13.68,38.5
10/13/2017 12:57:00,10/13/2017 12:57:59,1.2,49.6,15.4,631.2,21.5,605.7,16.9,28.4,2.08,3.88,9.97,13.85,37.5
10/13/2017 12:58:00,10/13/2017 12:58:59,1.1,48.8,15.6,631.2,21.5,586.4,16.5,28.5,2.08,3.96,10.13,14.11,36.72
10/13/2017 12:59:00,10/13/2017 12:59:59,1.5,49.8,15.5,631.2,21.4,577.6,16.6,35.3,2.08,4.01,10.25,14.26,36.93
10/13/2017 13:00:00,10/13/2017 13:00:59,3.4,51.3,15.5,631.2,21.4,563.3,14.9,24.9,2.09,4.01,10.27,14.28,37.27
10/13/2017 13:01:00,10/13/2017 13:01:59,4.1,51.5,15.2,631.2,21.3,566.7,15.5,27.4,2.09,3.84,10.03,13.88,38.03
10/13/2017 13:02:00,10/13/2017 13:02:59,8.3,53.7,14.7,617.2,21.3,548.5,16.6,33.9,2.09,3.68,9.78,13.46,39.6
10/13/2017 13:03:00,10/13/2017 13:03:59,2.6,52.3,15.2,631.2,21.2,588.5,15.2,25.5,2.09,3.49,9.54,13.03,39.68
10/13/2017 13:04:00,10/13/2017 13:04:59,2.5,52.9,15.1,631.2,21.1,582.4,15.4,29.9,2.08,3.24,9.1,12.31,40.43
10/13/2017 13:05:00,10/13/2017 13:05:59,3,52.6,15.1,631.2,21,664.2,15.4,32.5,2.08,2.94,8.61,11.55,41.48
10/13/2017 13:06:00,10/13/2017 13:06:59,2.2,51.9,15.1,631.2,20.9,663.4,15.7,30.9,2.08,2.7,8.11,10.81,41.25
10/13/2017 13:07:00,10/13/2017 13:07:59,0.7,51.6,15.1,631.2,21,636.4,15.3,29,2.08,2.48,7.67,10.15,41.5
10/13/2017 13:08:00,10/13/2017 13:08:59,1,51.1,15.5,631.2,21.3,614.3,14.9,32.3,2.07,2.27,7.25,9.52,41.73
10/13/2017 13:09:00,10/13/2017 13:09:59,1.3,51.1,15.5,631.2,21.5,606.1,14.7,26.9,2.07,2.19,7.07,9.23,41.97
10/13/2017 13:10:00,10/13/2017 13:10:59,1,50.8,15.8,631.2,21.7,612.2,15.7,33,2.07,2.11,6.83,8.91,42.08
10/13/2017 13:11:00,10/13/2017 13:11:59,0.6,49.7,16,631.2,21.6,604.5,14.4,32.6,2.07,2.03,6.69,8.72,42.07
10/13/2017 13:12:00,10/13/2017 13:12:59,1.3,50.7,16.1,631.1,21.6,613.4,13.4,28.9,2.07,2,6.63,8.63,42
10/13/2017 13:13:00,10/13/2017 13:13:59,1.8,50.1,15.8,631.1,21.6,572.8,13.9,25.8,2.06,1.95,6.55,8.5,42.12
10/13/2017 13:14:00,10/13/2017 13:14:59,1.8,50,15.9,631,21.5,611.5,13.1,25.5,2.06,1.91,6.51,8.41,42.58
10/13/2017 13:15:00,10/13/2017 13:15:59,3.2,48.7,15.9,631,21.4,574.1,14.4,22.9,2.07,1.88,6.48,8.35,42.47
10/13/2017 13:16:00,10/13/2017 13:16:59,2.7,48.7,16,631,21.4,598,15,24.2,2.07,1.89,6.54,8.43,41.68
10/13/2017 13:17:00,10/13/2017 13:17:59,3,48.3,15.9,631,21.3,618.6,13.5,21.7,2.07,1.89,6.58,8.48,42.17
10/13/2017 13:18:00,10/13/2017 13:18:59,2.9,48.3,15.7,631,21.3,609.8,14.4,27.2,2.07,1.9,6.66,8.57,42.45
10/13/2017 13:19:00,10/13/2017 13:19:59,2.5,48.4,15.5,631,21.2,619.1,14.4,28.9,2.07,1.92,6.7,8.62,42.73
10/13/2017 13:20:00,10/13/2017 13:20:59,1.8,47.8,15.5,631,21.2,580.6,14.3,29,2.06,1.95,6.69,8.64,43.9
10/13/2017 13:21:00,10/13/2017 13:21:59,1.3,47,15.9,631,21.1,551.1,13.8,23.3,2.06,1.97,6.7,8.66,44.13
10/13/2017 13:22:00,10/13/2017 13:22:59,1.6,47,15.9,631,21.1,603.5,13.5,25.7,2.06,1.96,6.7,8.66,44.05
10/13/2017 13:23:00,10/13/2017 13:23:59,1.1,47.5,16.1,631,21.1,636.3,14,27.4,2.06,1.95,6.67,8.61,43.6
10/13/2017 13:24:00,10/13/2017 13:24:59,2.3,46.9,15.9,631,21.1,579.4,13.1,25.9,2.06,1.89,6.53,8.42,43.07
10/13/2017 13:25:00,10/13/2017 13:25:59,2,47.1,15.7,631,21.4,605,13.1,21.8,2.05,1.83,6.37,8.2,44.08
10/13/2017 13:26:00,10/13/2017 13:26:59,2.1,46.8,15.9,631,21.7,599.6,13.8,27.5,2.05,1.76,6.16,7.88,45.52
10/13/2017 13:27:00,10/13/2017 13:27:59,1.7,45.3,16.1,630.9,21.8,580.1,13.9,29.3,2.05,1.67,5.96,7.62,45.03
10/13/2017 13:28:00,10/13/2017 13:28:59,1.5,48,16,623,21.8,584.8,13.2,27.1,2.05,1.59,5.83,7.42,44.97
10/13/2017 13:29:00,10/13/2017 13:29:59,0.8,45.5,16.3,630.9,21.8,589.7,12.1,18.9,2.05,1.54,5.75,7.29,45.5
10/13/2017 13:30:00,10/13/2017 13:30:59,1.5,46.3,16.3,630.9,21.7,580.6,12.7,23,2.05,1.49,5.61,7.1,45.58
10/13/2017 13:31:00,10/13/2017 13:31:59,0.7,47,16.2,630.9,21.6,573.3,13.4,29.7,2.05,1.45,5.52,6.96,45.15
10/13/2017 13:32:00,10/13/2017 13:32:59,1,46.6,16.4,630.9,21.5,567.4,12.9,23.8,2.05,1.43,5.48,6.91,44.83
10/13/2017 13:33:00,10/13/2017 13:33:59,1,46.2,16.6,630.9,21.5,568.2,12.4,23.9,2.05,1.45,5.57,7.02,44.63
10/13/2017 13:34:00,10/13/2017 13:34:59,1.3,46.7,16.5,630.9,21.4,596.3,11.6,22,2.05,1.44,5.57,7,44.88
10/13/2017 13:35:00,10/13/2017 13:35:59,2.3,48.1,16.4,630.9,21.4,600.3,11.4,21.7,2.04,1.4,5.48,6.88,45.97
10/13/2017 13:36:00,10/13/2017 13:36:59,3.3,49.1,16.2,630.9,21.3,583.7,11.5,27.3,2.04,1.36,5.39,6.75,46.38
10/13/2017 13:37:00,10/13/2017 13:37:59,1.9,49.5,16.3,630.9,21.3,595.2,11.2,36.4,2.04,1.32,5.26,6.58,46.42
10/13/2017 13:38:00,10/13/2017 13:38:59,2.6,48.8,16.3,630.9,21.3,595.6,11.3,20.7,2.03,1.27,5.14,6.4,46.18
10/13/2017 13:39:00,10/13/2017 13:39:59,3.1,48.4,16,630.8,21.2,581.7,12.1,24.4,2.03,1.18,4.97,6.15,47
10/13/2017 13:40:00,10/13/2017 13:40:59,1.9,49,16.1,630.8,21.2,585.9,11.3,20.2,2.03,1.12,4.67,5.8,47.8
10/13/2017 13:41:00,10/13/2017 13:41:59,2,48.4,16.2,630.8,21.2,568.4,11.4,23.2,2.03,1.04,4.4,5.44,47.67
10/13/2017 13:42:00,10/13/2017 13:42:59,1.4,48.5,16.3,630.8,21.1,557.5,11.4,21.7,2.03,1,4.3,5.3,47.52
10/13/2017 13:43:00,10/13/2017 13:43:59,2,48.9,16.4,630.8,21.1,568.9,11.6,23,2.03,0.98,4.28,5.26,47
10/13/2017 13:44:00,10/13/2017 13:44:59,2.8,50.1,16.2,630.8,21,568.9,13.5,26.2,2.03,0.98,4.27,5.26,46.37
10/13/2017 13:45:00,10/13/2017 13:45:59,2,50.5,15.9,630.8,21,557.4,13.1,29.8,2.03,1,4.29,5.29,46.82
10/13/2017 13:46:00,10/13/2017 13:46:59,1.2,50.7,15.9,630.8,21.1,554.7,12.3,27.4,2.03,1.01,4.31,5.32,46.98
10/13/2017 13:47:00,10/13/2017 13:47:59,0.6,50.2,16.1,630.8,21.2,585.3,12.9,24.7,2.03,1.04,4.36,5.4,46.88
10/13/2017 13:48:00,10/13/2017 13:48:59,0.8,49.3,16.6,630.8,21.5,583.1,11.6,22.9,2.03,1.04,4.54,5.58,46.8
10/13/2017 13:49:00,10/13/2017 13:49:59,0.7,48.2,16.9,630.8,21.7,569.4,12,25.7,2.03,1.06,4.67,5.73,46.55
10/13/2017 13:50:00,10/13/2017 13:50:59,1.1,48.6,17,630.8,21.8,560.8,12.1,37.5,2.03,1.1,4.74,5.83,45.95
10/13/2017 13:51:00,10/13/2017 13:51:59,2.5,49.6,16.6,630.7,21.7,561.6,11.5,23.5,2.03,1.13,4.86,5.99,45.67
10/13/2017 13:52:00,10/13/2017 13:52:59,3.4,50.3,16.3,630.7,21.6,565.6,11.4,22.5,2.03,1.14,4.88,6.02,45.62
10/13/2017 13:53:00,10/13/2017 13:53:59,2.7,50.6,16.3,630.7,21.5,565.5,12.4,22,2.03,1.17,4.99,6.16,45.9
10/13/2017 13:54:00,10/13/2017 13:54:59,2.7,50.9,16.3,630.7,21.4,563.2,12.4,25.9,2.03,1.18,5.02,6.19,45.55
10/13/2017 13:55:00,10/13/2017 13:55:59,3,50.6,16.3,630.7,21.4,546,12.7,27.9,2.03,1.17,5.03,6.2,45.75
10/13/2017 13:56:00,10/13/2017 13:56:59,2.7,50.9,16.4,630.7,21.3,554.9,12,26.9,2.03,1.17,5.01,6.18,46.32
10/13/2017 13:57:00,10/13/2017 13:57:59,3.7,50.9,16.3,630.6,21.3,551.2,12.6,26.3,2.03,1.17,4.99,6.16,45.7
10/13/2017 13:58:00,10/13/2017 13:58:59,2.9,50.8,16.1,630.6,21.2,540.5,12.1,23,2.03,1.14,4.92,6.06,45.33
10/13/2017 13:59:00,10/13/2017 13:59:59,1.4,55.2,15.9,630.6,21.2,530.1,12.4,28.3,2.03,1.11,4.8,5.91,46.27
10/13/2017 14:00:00,10/13/2017 14:00:59,1.7,51.2,16.3,630.6,21.3,538.5,11.9,24.6,2.02,1.09,4.78,5.86,45.83
10/13/2017 14:01:00,10/13/2017 14:01:59,2.8,50.8,16.5,630.6,21.6,531.3,11.3,21,2.03,1.05,4.66,5.71,44.88
10/13/2017 14:02:00,10/13/2017 14:02:59,3.1,50.1,16.4,630.6,21.9,543.3,10.2,24.2,2.02,1.02,4.59,5.61,45.72
10/13/2017 14:03:00,10/13/2017 14:03:59,3.8,50.2,16.3,630.7,22,541.7,10.6,22.8,2.02,0.97,4.49,5.46,46.73
10/13/2017 14:04:00,10/13/2017 14:04:59,2.7,50.3,16.2,630.6,22,537.8,11.1,30.5,2.02,0.94,4.38,5.32,47.6
10/13/2017 14:05:00,10/13/2017 14:05:59,2.5,50.9,16.5,630.6,21.9,530.6,11.5,26.3,2.02,0.9,4.28,5.19,47.5
10/13/2017 14:06:00,10/13/2017 14:06:59,1.3,50,16.4,630.6,21.9,519.1,10.9,23.7,2.02,0.87,4.24,5.1,47.05
10/13/2017 14:07:00,10/13/2017 14:07:59,0.7,49.3,16.6,630.6,21.8,511.7,11.3,25.9,2.02,0.84,4.17,5.01,47.42
10/13/2017 14:08:00,10/13/2017 14:08:59,1.6,49.9,16.7,630.6,21.8,488.9,10.7,22.7,2.02,0.82,4.12,4.94,47.35
10/13/2017 14:09:00,10/13/2017 14:09:59,1.2,50.2,16.7,630.6,21.9,495.9,10.9,19.3,2.02,0.79,4.09,4.88,47.22
10/13/2017 14:10:00,10/13/2017 14:10:59,1.7,49.6,16.6,630.6,22.1,491.8,10.9,23.1,2.02,0.81,4.1,4.91,46.68
10/13/2017 14:11:00,10/13/2017 14:11:59,0.5,49.1,16.7,630.6,22.3,500.5,10.7,25.9,2.02,0.82,4.12,4.95,46.48
10/13/2017 14:12:00,10/13/2017 14:12:59,0.7,49,17,630.6,22.2,506.2,11.4,25.4,2.02,0.83,4.17,5.01,47.28
10/13/2017 14:13:00,10/13/2017 14:13:59,2.5,49.1,17,630.6,22.2,503.1,9.6,23.8,2.02,0.84,4.18,5.02,47.18
10/13/2017 14:14:00,10/13/2017 14:14:59,1.2,49.4,16.9,630.6,22.1,499.7,9.4,19.6,2.02,0.85,4.16,5,46.42
10/13/2017 14:15:00,10/13/2017 14:15:59,1.9,50.1,17,630.6,22.1,501,9.6,21,2.02,0.85,4.14,4.99,46.13
10/13/2017 14:16:00,10/13/2017 14:16:59,2.2,48.9,16.9,630.5,22.1,499.3,9.8,24.8,2.02,0.85,4.11,4.96,46.55
10/13/2017 14:17:00,10/13/2017 14:17:59,2.1,50.5,16.6,630.5,22.2,495.2,10.7,25.3,2.02,0.86,4.07,4.92,47.18
10/13/2017 14:18:00,10/13/2017 14:18:59,1.1,50.4,17,630.5,22.4,491,9.5,18.6,2.02,0.87,4.06,4.92,46.65
10/13/2017 14:19:00,10/13/2017 14:19:59,2.1,48.8,17,630.5,22.6,488.8,9.8,21.3,2.02,0.88,4.07,4.95,45.97
10/13/2017 14:20:00,10/13/2017 14:20:59,1.9,48.9,16.8,630.5,22.5,483.2,9.8,22.4,2.02,0.89,4.06,4.94,46.33
10/13/2017 14:21:00,10/13/2017 14:21:59,1.6,49.3,16.9,630.5,22.5,483.5,10.1,18.6,2.02,0.89,4.07,4.96,46.6
10/13/2017 14:22:00,10/13/2017 14:22:59,1.6,48.4,17.2,630.5,22.4,482.6,9.7,17.4,2.02,0.91,4.11,5.02,46.77
10/13/2017 14:23:00,10/13/2017 14:23:59,1.9,48.6,17,630.5,22.4,480.2,10.2,22.9,2.02,0.92,4.15,5.08,46.3
10/13/2017 14:24:00,10/13/2017 14:24:59,2.3,50.1,16.9,630.5,22.4,477,10.3,21.8,2.02,1.41,5.04,6.45,46.25
10/13/2017 14:25:00,10/13/2017 14:25:59,1.4,50.7,17.1,630.5,22.3,473.3,11.1,23.1,2.02,9.42,18.01,27.43,40.78
10/13/2017 14:26:00,10/13/2017 14:26:59,1.6,49.8,17.5,630.5,22.3,470.1,10.1,24,2.03,12.81,17.5,30.31,32.75
10/13/2017 14:27:00,10/13/2017 14:27:59,1.8,48.6,17.4,630.5,22.2,468.9,9.6,19.8,2.06,13.35,23.02,36.37,33.07
10/13/2017 14:28:00,10/13/2017 14:28:59,1.5,48.8,17.1,630.5,22.2,465.5,9.5,21.7,2.06,2.69,5.86,8.51,40.4
10/13/2017 14:29:00,10/13/2017 14:29:59,1.6,49.1,17.1,630.5,22.3,462.7,9.8,19.9,2.03,1.2,4.48,5.35,45.27
10/13/2017 14:30:00,10/13/2017 14:30:59,1.2,48.2,17.1,630.5,22.5,458.9,9.2,23.6,2.02,0.89,3.83,4.73,46.33
10/13/2017 14:31:00,10/13/2017 14:31:59,1.1,50,17.2,630.5,22.6,455.6,9.8,26.2,2.02,0.98,3.92,4.9,45.93
10/13/2017 14:32:00,10/13/2017 14:32:59,1.2,48.7,17.1,630.5,22.6,454.9,8.9,18.3,2.02,0.98,3.93,4.91,45.98
10/13/2017 14:33:00,10/13/2017 14:33:59,2,49.3,17.2,630.5,22.5,451.8,10.2,26.7,2.03,1.17,3.99,5.16,45.32
10/13/2017 14:34:00,10/13/2017 14:34:59,1.7,49,17.1,630.4,22.4,448.3,10.5,30.9,2.1,8.95,15.85,27.29,35.07
10/13/2017 14:35:00,10/13/2017 14:35:59,1.5,50.6,17.3,630.5,22.4,446.5,9.3,35.6,2.06,4.61,10.82,15.43,39.52
10/13/2017 14:36:00,10/13/2017 14:36:59,2.3,49.7,17.4,630.5,22.4,444.7,13.7,54.1,2.19,6.89,12.92,19.81,40.3
10/13/2017 14:37:00,10/13/2017 14:37:59,2.3,49,17.4,630.4,22.3,442.6,10,24.2,2.17,5.71,12.78,18.49,38.25
10/13/2017 14:38:00,10/13/2017 14:38:59,2.2,49.3,17.1,630.4,22.3,439.9,9.1,17.4,2.08,1.65,5.99,7.64,40.35
10/13/2017 14:39:00,10/13/2017 14:39:59,2.5,48.1,17.2,630.4,22.2,437.5,9.6,21.3,2.02,0.66,3.21,3.85,43.67
10/13/2017 14:40:00,10/13/2017 14:40:59,2.2,48.4,17,630.4,22.2,434.5,9.2,21.9,2.02,0.6,3.19,3.81,45.18
10/13/2017 14:41:00,10/13/2017 14:41:59,1.9,48.2,17,630.4,22.2,432.9,9.6,21.7,2.02,0.62,3.21,3.83,45.97
10/13/2017 14:42:00,10/13/2017 14:42:59,1.4,48.9,17.1,630.4,22.1,430.6,10.1,21,2.02,0.63,3.18,3.8,46.3
10/13/2017 14:43:00,10/13/2017 14:43:59,1.4,47.4,17.2,630.4,22.1,428.5,9.3,25.8,2.02,0.63,3.2,3.83,45.78
10/13/2017 14:44:00,10/13/2017 14:44:59,0.5,47.4,17.4,630.4,22,424.4,8.8,22.3,2.02,0.63,3.19,3.82,46.05
10/13/2017 14:45:00,10/13/2017 14:45:59,1.5,47.4,17.5,630.4,22.1,423,8.9,18.5,2.02,0.63,3.16,3.79,46.4
10/13/2017 14:46:00,10/13/2017 14:46:59,1.4,47.9,17.3,630.4,22.1,419.8,10.2,23.7,2.03,0.63,3.14,3.76,45.85
10/13/2017 14:47:00,10/13/2017 14:47:59,1.2,48.2,17.3,630.4,22.2,417.1,9.4,21.1,2.02,0.66,3.17,3.83,45.43
10/13/2017 14:48:00,10/13/2017 14:48:59,1.2,47.9,17.3,630.4,22.3,415.4,9.5,21,2.02,0.67,3.21,3.88,45.52
10/13/2017 14:49:00,10/13/2017 14:49:59,0.2,46.8,17.6,630.4,22.4,411.1,10.2,27.5,2.02,0.7,3.28,3.97,45.37
10/13/2017 14:50:00,10/13/2017 14:50:59,0.4,46,17.9,630.3,22.4,407.8,9.2,20.8,2.02,0.72,3.38,4.1,45.18
10/13/2017 14:51:00,10/13/2017 14:51:59,0.7,46.4,17.9,630.3,22.3,406.4,9.1,22.8,2.02,0.72,3.4,4.13,45.28
10/13/2017 14:52:00,10/13/2017 14:52:59,0.8,46.7,18,630.3,22.2,402.7,8.8,25.5,2.02,0.74,3.43,4.16,45.57
10/13/2017 14:53:00,10/13/2017 14:53:59,1.7,47.3,17.9,630.3,22.1,400.5,9.5,19.8,2.03,0.74,3.47,4.21,45.57
10/13/2017 14:54:00,10/13/2017 14:54:59,3.1,47.7,17.4,630.3,22,399.8,9.8,22,2.03,0.78,3.64,4.41,44.83
10/13/2017 14:55:00,10/13/2017 14:55:59,2.3,48.4,17.1,630.3,21.9,396.4,9.6,27.3,2.04,0.99,4.23,5.22,44.65
10/13/2017 14:56:00,10/13/2017 14:56:59,2.4,48.7,17.1,630.3,21.8,393.3,10.5,29.8,2.03,1.07,4.61,5.69,45.03
10/13/2017 14:57:00,10/13/2017 14:57:59,1.8,49,17.1,630.3,21.6,388.3,9.9,24.7,2.04,1.16,4.82,6,45.23
10/13/2017 14:58:00,10/13/2017 14:58:59,2.3,49.2,17.2,630.3,21.4,385.6,9.8,33.9,2.07,1.31,5.23,6.54,44.82
10/13/2017 14:59:00,10/13/2017 14:59:59,1.7,49.5,17.3,630.3,21.2,381,10.8,34.4,2.19,1.47,5.53,7,44.33
10/13/2017 15:00:00,10/13/2017 15:00:59,2.1,48.9,17.4,630.3,21,380.2,9.4,30.9,2.23,1.63,6,7.63,43.25
10/13/2017 15:01:00,10/13/2017 15:01:59,2.4,49.2,17.3,630.3,20.8,372.8,10.9,35.3,2.2,3.62,10.8,14.42,42.87
10/13/2017 15:02:00,10/13/2017 15:02:59,1.8,48.9,17.1,630.3,20.7,365.6,10.6,31.4,2.16,3.2,11.07,12.56,41.53
10/13/2017 15:03:00,10/13/2017 15:03:59,2,48.9,17,630.3,20.6,363.1,10.3,33,2.12,1.2,4.31,5.46,43.42
10/13/2017 15:04:00,10/13/2017 15:04:59,1.4,48.9,17.3,630.3,20.5,358.1,10.5,35,2.29,4.65,8.55,13.2,43.37
10/13/2017 15:05:00,10/13/2017 15:05:59,2.9,48.5,17.3,630.3,20.5,359.8,12.3,36.3,2.33,5.56,9.32,14.89,39.82
10/13/2017 15:06:00,10/13/2017 15:06:59,2.7,48.9,17,630.3,20.4,361.7,10.4,29.5,2.15,5.09,9.13,14.22,41.2
10/13/2017 15:07:00,10/13/2017 15:07:59,2.2,49.1,17,630.3,20.4,361.5,12.1,48.7,2.07,4.59,8.83,13.4,43.88
10/13/2017 15:08:00,10/13/2017 15:08:59,2.3,49,17,630.3,20.4,357.1,9.9,34.1,2.1,4.05,8.49,12.5,43.88
10/13/2017 15:09:00,10/13/2017 15:09:59,1.7,49,17,630.3,20.4,345.6,9.8,36.6,2.17,3.57,8.22,11.79,43.58
10/13/2017 15:10:00,10/13/2017 15:10:59,1.2,49.9,17.4,630.3,20.4,347.7,10,28.2,2.25,3.19,8.18,11.37,42.12
