StartTime_[LST],EndTime_[LST],WindSpeed_[m/s],RH_[percent],T(ambient)_[C],P(barometric)_[mmHG],T(shelter)_[C],SolarRadiation_[W/m2],PM2.5(LTP)_[ug/m3],PM10(LTP)_[ug/m3],CH4_[ppmV],NO_[ppbV],NO2_[ppbV],NOx_[ppbV],O3_[ppbV]
10/15/2017 15:25:00,10/15/2017 15:25:59,2.3,29.2,16,638.7,20.8,324.9,7.1,21.5,2.21,2.76,10.4,13.16,46.53
10/15/2017 15:26:00,10/15/2017 15:26:59,2.5,28.9,16.1,638.7,20.7,322.9,7.2,22.4,2.21,2.67,10.3,12.97,45.02
10/15/2017 15:27:00,10/15/2017 15:27:59,2.2,28.5,16.1,638.7,20.8,320,7.5,15.8,2.21,2.54,10.06,12.59,45.6
10/15/2017 15:28:00,10/15/2017 15:28:59,2.7,27.8,15.9,638.7,21,317.4,7.3,18.6,2.21,2.41,9.81,12.21,45.82
10/15/2017 15:29:00,10/15/2017 15:29:59,2.4,28.4,15.8,638.7,21.2,314.3,7.9,18.2,2.21,6.23,21.51,28.75,43.62
10/15/2017 15:30:00,10/15/2017 15:30:59,2.8,28.6,15.9,638.7,21.5,312.2,7.5,22.8,2.22,4.04,16.3,20.34,41.47
10/15/2017 15:31:00,10/15/2017 15:31:59,2.5,29.7,15.9,638.7,21.6,309.5,7.4,17,2.22,3.14,13.43,16.57,43.72
10/15/2017 15:32:00,10/15/2017 15:32:59,2.6,29.4,16,638.7,21.5,307.9,7.1,25.1,2.21,2.19,10.01,12.19,44.75
10/15/2017 15:33:00,10/15/2017 15:33:59,2.5,29,16,638.7,21.4,304.9,7.5,22.1,2.21,1.97,8.98,10.97,45.87
10/15/2017 15:34:00,10/15/2017 15:34:59,2.3,30,16.1,638.7,21.3,302.5,7.5,23.4,2.24,2.18,9.43,11.62,45.17
10/15/2017 15:35:00,10/15/2017 15:35:59,2.8,29.7,16.1,638.7,21.1,300.4,7.6,27.8,2.23,2.31,9.78,12.09,43.58
10/15/2017 15:36:00,10/15/2017 15:36:59,3.1,29,15.8,638.7,21.1,297.9,8.1,16.5,2.23,2.36,9.88,12.25,44.13
10/15/2017 15:37:00,10/15/2017 15:37:59,3.5,29.5,15.7,638.7,21.2,294.3,8.4,25.4,2.23,2.47,10.11,12.59,45.57
10/15/2017 15:38:00,10/15/2017 15:38:59,2.7,29.8,15.7,638.7,21.4,290.9,7.4,14.8,2.23,2.49,10.23,12.73,45.67
10/15/2017 15:39:00,10/15/2017 15:39:59,2.5,29.2,15.7,638.7,21.6,287.6,7.8,20.6,2.23,2.49,10.27,12.77,46.02
10/15/2017 15:40:00,10/15/2017 15:40:59,2,29.2,15.7,638.7,21.7,284.7,7.6,18.4,2.22,2.65,10.79,13.44,44.93
10/15/2017 15:41:00,10/15/2017 15:41:59,2.1,28.7,15.7,638.7,21.6,282.3,7.8,18.7,2.23,2.66,10.92,13.58,44.23
10/15/2017 15:42:00,10/15/2017 15:42:59,1.9,29.4,15.8,638.7,21.4,279.5,7.7,22.4,2.24,2.78,11.05,13.82,45
10/15/2017 15:43:00,10/15/2017 15:43:59,1.9,29.4,15.8,638.7,21.3,276.5,8.5,19.9,2.25,4.32,17.13,21.45,40.85
10/15/2017 15:44:00,10/15/2017 15:44:59,2.4,28.9,15.7,638.7,21.2,274.1,7.9,18.9,2.22,2.28,11.25,12.73,41.55
10/15/2017 15:45:00,10/15/2017 15:45:59,2,29.1,15.6,638.7,21.2,270.2,6.9,16.1,2.21,1.85,8.97,10.71,46.02
10/15/2017 15:46:00,10/15/2017 15:46:59,1.8,28.9,15.8,638.7,21.3,266.8,7.9,19.3,2.21,1.84,8.74,10.58,47.52
10/15/2017 15:47:00,10/15/2017 15:47:59,1.9,29.1,15.8,638.7,21.5,264.6,7.2,16.3,2.22,2.37,10.1,12.47,47.02
10/15/2017 15:48:00,10/15/2017 15:48:59,1.8,28.9,15.8,638.7,21.8,262.7,7.4,18.4,2.25,5.58,17.6,23.18,42.93
10/15/2017 15:49:00,10/15/2017 15:49:59,1.5,29.4,15.8,638.7,21.9,259.7,7.5,19.6,2.23,3.45,13.97,17.42,41.58
10/15/2017 15:50:00,10/15/2017 15:50:59,2,29.6,15.8,638.7,21.8,256.4,6.8,15.2,2.22,1.84,9.41,11.19,44.45
10/15/2017 15:51:00,10/15/2017 15:51:59,2.3,29.8,15.8,638.7,21.7,254.6,7,19.9,2.22,1.69,8.96,10.64,45.92
10/15/2017 15:52:00,10/15/2017 15:52:59,2.5,29.9,15.7,638.7,21.5,252.3,7.1,16.2,2.22,1.71,9.02,10.73,45.72
10/15/2017 15:53:00,10/15/2017 15:53:59,2,29,15.6,638.7,21.5,248.9,7.5,15.8,2.22,1.72,9.04,10.76,45.97
10/15/2017 15:54:00,10/15/2017 15:54:59,2.2,29.8,15.5,638.7,21.6,246.6,6.7,20.7,2.22,1.74,9.15,10.9,46.67
10/15/2017 15:55:00,10/15/2017 15:55:59,2,30.3,15.5,638.7,21.8,243.5,8.3,17.3,2.22,1.75,9.23,10.98,46.6
10/15/2017 15:56:00,10/15/2017 15:56:59,2.4,29.2,15.5,638.6,21.9,239.5,7.3,16.3,2.22,1.75,9.24,10.99,45.93
10/15/2017 15:57:00,10/15/2017 15:57:59,2.3,29.2,15.4,638.6,21.8,236.7,7.7,18.9,2.24,1.75,9.31,11.05,45.6
10/15/2017 15:58:00,10/15/2017 15:58:59,2.4,29.7,15.4,638.6,21.6,233.6,7.7,17.4,2.26,1.73,9.35,11.08,46.73
10/15/2017 15:59:00,10/15/2017 15:59:59,2.3,29.6,15.5,638.6,21.5,230.5,7.8,22.8,2.23,1.71,9.34,11.05,48.07
10/15/2017 16:00:00,10/15/2017 16:00:59,1.8,29.8,15.5,638.6,21.5,227.1,7.7,14.2,2.22,1.67,9.26,10.94,47.2
10/15/2017 16:01:00,10/15/2017 16:01:59,2.2,29.8,15.6,638.6,21.6,223.7,9.4,42.1,2.22,1.7,9.33,11.03,45.98
10/15/2017 16:02:00,10/15/2017 16:02:59,1.7,30.8,15.6,638.6,21.8,220.6,8,29.6,2.22,1.68,9.33,11.01,44.97
10/15/2017 16:03:00,10/15/2017 16:03:59,2.5,29.7,15.5,638.6,22,218,6.8,16.7,2.22,1.67,9.36,11.03,45.63
10/15/2017 16:04:00,10/15/2017 16:04:59,2,30,15.5,638.6,22.1,214.7,7.2,16.9,2.22,1.66,9.35,11.01,46.57
10/15/2017 16:05:00,10/15/2017 16:05:59,2.2,30.6,15.5,638.6,22.1,211.5,7.4,16.5,2.22,1.65,9.3,10.95,46.97
10/15/2017 16:06:00,10/15/2017 16:06:59,2.4,31,15.5,638.6,21.9,208.7,7.3,23.1,2.22,1.68,9.43,11.11,45.68
10/15/2017 16:07:00,10/15/2017 16:07:59,2.4,30.9,15.5,638.6,21.8,205.9,7.5,16.9,2.22,1.71,9.65,11.36,43.85
10/15/2017 16:08:00,10/15/2017 16:08:59,2.5,30.7,15.5,638.6,21.7,202.7,7.7,19.5,2.21,1.71,9.84,11.56,43.95
10/15/2017 16:09:00,10/15/2017 16:09:59,2.9,29.5,15.4,638.6,21.8,199.2,8,15.8,2.21,1.67,9.8,11.47,45
10/15/2017 16:10:00,10/15/2017 16:10:59,2.1,30.4,15.4,638.6,22,196,6.7,17.2,2.21,1.66,9.82,11.48,45.92
10/15/2017 16:11:00,10/15/2017 16:11:59,2.4,30.2,15.4,638.6,22.1,192.8,7.2,15.6,2.21,1.65,9.85,11.5,46.42
10/15/2017 16:12:00,10/15/2017 16:12:59,1.9,30.2,15.4,638.6,22,189.1,7,18.2,2.21,1.64,9.92,11.55,46.07
10/15/2017 16:13:00,10/15/2017 16:13:59,2.1,29.4,15.4,638.5,22,185.7,7.4,16.5,2.21,1.61,9.91,11.52,45.57
10/15/2017 16:14:00,10/15/2017 16:14:59,1.9,30.5,15.4,638.5,22.1,182.5,7,17.9,2.21,1.53,9.72,11.25,46.07
10/15/2017 16:15:00,10/15/2017 16:15:59,2.8,29.9,15.3,638.5,22.3,180.2,7.5,18.2,2.21,1.48,9.55,11.03,46.47
10/15/2017 16:16:00,10/15/2017 16:16:59,1.9,29.8,15.2,638.5,22.3,176.5,7.5,16.5,2.21,1.44,9.43,10.87,46.68
10/15/2017 16:17:00,10/15/2017 16:17:59,2.2,30.6,15.3,638.6,22.2,173.8,7.3,16.6,2.21,1.41,9.39,10.81,46.9
10/15/2017 16:18:00,10/15/2017 16:18:59,2.3,30.7,15.3,638.6,22,170.6,7.4,21.8,2.21,1.43,9.48,10.92,45.75
10/15/2017 16:19:00,10/15/2017 16:19:59,2.3,30,15.3,638.6,21.9,167.2,7.3,16.5,2.21,1.42,9.51,10.92,44.62
10/15/2017 16:20:00,10/15/2017 16:20:59,2.1,29.6,15.3,638.5,21.8,163.3,7.5,13.5,2.21,1.4,9.47,10.88,45.27
10/15/2017 16:21:00,10/15/2017 16:21:59,1.8,29.7,15.3,638.5,21.6,159.9,7.2,16,2.2,1.4,9.44,10.84,46.73
10/15/2017 16:22:00,10/15/2017 16:22:59,1.5,30.3,15.4,638.5,21.5,156.8,7.6,17.3,2.2,1.39,9.42,10.81,47.4
10/15/2017 16:23:00,10/15/2017 16:23:59,2.1,29.5,15.3,638.5,21.4,152.6,7.8,16.8,2.2,1.38,9.48,10.86,47.03
10/15/2017 16:24:00,10/15/2017 16:24:59,1.8,30.9,15.3,638.5,21.4,149.4,7.7,18.1,2.2,1.4,9.7,11.12,45.63
10/15/2017 16:25:00,10/15/2017 16:25:59,1.7,29.3,15.3,638.5,21.5,146,7.1,15,2.2,1.39,9.81,11.19,44.32
10/15/2017 16:26:00,10/15/2017 16:26:59,1.9,29.5,15.3,638.5,21.6,142.7,7.9,15.3,2.2,1.32,9.67,10.98,44.67
10/15/2017 16:27:00,10/15/2017 16:27:59,2.3,29.8,15.3,638.5,21.8,139.5,7.5,15.8,2.2,1.27,9.64,10.91,45.8
10/15/2017 16:28:00,10/15/2017 16:28:59,2.2,30.5,15.2,638.5,22,136.3,7.7,17.6,2.2,1.26,9.73,10.99,46.72
10/15/2017 16:29:00,10/15/2017 16:29:59,1.9,30.6,15.2,638.5,22.2,132.8,7,13.7,2.21,1.25,9.86,11.11,46.22
10/15/2017 16:30:00,10/15/2017 16:30:59,2,30.6,15.2,638.5,22.3,129.6,7,15.6,2.21,1.24,9.99,11.24,45.7
10/15/2017 16:31:00,10/15/2017 16:31:59,1.9,30.8,15.2,638.5,22.5,126.2,7.1,15.1,2.21,1.25,10.09,11.34,44.92
10/15/2017 16:32:00,10/15/2017 16:32:59,1.8,31.6,15.2,638.5,22.6,122.7,7.3,15.3,2.2,1.2,9.99,11.2,44.2
10/15/2017 16:33:00,10/15/2017 16:33:59,2.3,30.2,15.1,638.5,22.5,119.2,7.2,19.6,2.2,1.17,9.95,11.12,44.8
10/15/2017 16:34:00,10/15/2017 16:34:59,2,30.5,15.1,638.4,22.3,116,6.8,13.7,2.2,1.15,9.9,11.05,45.95
10/15/2017 16:35:00,10/15/2017 16:35:59,1.5,32.2,15.1,638.4,22.2,112.6,6.9,14.9,2.2,1.14,9.86,10.99,45.68
10/15/2017 16:36:00,10/15/2017 16:36:59,1.8,31,15,638.4,22,109.3,7.6,14.8,2.2,1.12,9.71,10.81,44.67
10/15/2017 16:37:00,10/15/2017 16:37:59,1.9,31,15,638.4,21.9,105.9,6.9,18.9,2.2,1.08,9.58,10.66,45.27
10/15/2017 16:38:00,10/15/2017 16:38:59,1.8,31.5,15,638.4,22,103,7.3,13.9,2.2,1.04,9.44,10.48,45.83
10/15/2017 16:39:00,10/15/2017 16:39:59,2.1,31,14.9,638.4,22.2,100.1,7.5,14.2,2.2,0.98,9.22,10.21,45.75
10/15/2017 16:40:00,10/15/2017 16:40:59,2,31,14.8,638.4,22.4,97,7.4,16.5,2.2,0.95,9.08,10.03,45.37
10/15/2017 16:41:00,10/15/2017 16:41:59,1.9,31,14.8,638.4,22.5,93.8,7.1,14.7,2.2,0.92,9.06,9.98,45.7
10/15/2017 16:42:00,10/15/2017 16:42:59,1.6,31.7,14.8,638.4,22.5,90.7,7.5,16.6,2.2,0.9,9.08,9.98,45.95
10/15/2017 16:43:00,10/15/2017 16:43:59,1.6,32.9,14.8,638.5,22.4,87.8,7,14.3,2.2,0.88,9.13,10,44.88
10/15/2017 16:44:00,10/15/2017 16:44:59,1.8,32.6,14.8,638.5,22.3,85,7,16.9,2.2,0.86,9.19,10.06,43.32
10/15/2017 16:45:00,10/15/2017 16:45:59,1.4,32.5,14.7,638.5,22.1,81.8,7.1,16.8,2.2,0.86,9.17,10.04,43
10/15/2017 16:46:00,10/15/2017 16:46:59,1.3,33.6,14.6,638.5,22.2,78.4,7.5,15.2,2.2,0.85,9.15,10,44.23
10/15/2017 16:47:00,10/15/2017 16:47:59,1.3,33.3,14.5,638.4,22.3,75.1,6.7,15.1,2.2,0.84,9.16,10,43.77
10/15/2017 16:48:00,10/15/2017 16:48:59,0.9,34.5,14.5,638.4,22.5,72.3,7.1,17.5,2.2,0.83,9.15,9.98,42.73
10/15/2017 16:49:00,10/15/2017 16:49:59,1.2,34.3,14.5,638.4,22.7,70.5,7.2,21.2,2.2,0.83,9.15,9.98,41.98
10/15/2017 16:50:00,10/15/2017 16:50:59,1.6,33,14.5,638.4,22.6,66.4,7,16.1,2.2,0.83,9.22,10.05,41.07
10/15/2017 16:51:00,10/15/2017 16:51:59,1.2,34.7,14.4,638.4,22.5,63.6,6.8,17.6,2.2,0.83,9.31,10.14,41.02
10/15/2017 16:52:00,10/15/2017 16:52:59,1.3,35,14.3,638.5,22.4,60.8,7.1,12.6,2.2,0.8,9.31,10.11,40.8
10/15/2017 16:53:00,10/15/2017 16:53:59,1.4,34.5,14.3,638.4,22.3,58.1,6.6,19.3,2.2,0.79,9.33,10.12,41.05
10/15/2017 16:54:00,10/15/2017 16:54:59,1.1,34.6,14.3,638.4,22.5,55.4,7.3,13.5,2.2,0.78,9.34,10.12,41.55
10/15/2017 16:55:00,10/15/2017 16:55:59,0.9,34,14.3,638.4,22.7,52.3,7.3,17.2,2.2,0.77,9.37,10.15,41.68
10/15/2017 16:56:00,10/15/2017 16:56:59,0.7,33.3,14.3,638.4,22.8,49.4,7,21.9,2.2,0.76,9.44,10.2,42.18
10/15/2017 16:57:00,10/15/2017 16:57:59,0.4,33.4,14.4,638.4,22.9,46.7,7.8,18.5,2.2,0.74,9.52,10.26,42.15
10/15/2017 16:58:00,10/15/2017 16:58:59,0.3,33,14.4,638.4,22.8,44.3,7.4,18,2.2,0.72,9.51,10.23,41.67
10/15/2017 16:59:00,10/15/2017 16:59:59,0.2,33.2,14.4,638.4,22.6,42.5,7.4,23.1,2.2,0.71,9.54,10.26,41.88
10/15/2017 17:00:00,10/15/2017 17:00:59,0.2,34.4,14.2,638.4,22.5,38.6,8.6,23.1,2.2,0.72,9.67,10.39,41.28
10/15/2017 17:01:00,10/15/2017 17:01:59,0.4,34.1,14,638.4,22.6,36,9.5,56.3,2.2,0.71,9.98,10.69,39.32
10/15/2017 17:02:00,10/15/2017 17:02:59,0.5,33,14,638.4,22.7,33.9,10.2,51.3,2.2,0.71,10.39,11.1,38.93
10/15/2017 17:03:00,10/15/2017 17:03:59,1,33,14,638.4,22.9,32,11.6,58.5,2.2,0.71,10.77,11.49,39.85
10/15/2017 17:04:00,10/15/2017 17:04:59,1,33,14,638.4,23,29.8,10.6,54.4,2.2,0.71,11.02,11.74,40.23
10/15/2017 17:05:00,10/15/2017 17:05:59,1.2,33,14,638.4,22.9,27.8,8.9,44.5,2.2,0.71,11.22,11.93,40.52
10/15/2017 17:06:00,10/15/2017 17:06:59,1.3,33,14,638.4,22.8,24.1,9.4,41.6,2.2,0.7,11.28,11.98,41.55
10/15/2017 17:07:00,10/15/2017 17:07:59,1.2,33,13.9,638.4,22.7,16.8,10.2,54.7,2.2,0.68,11.24,11.92,42.7
10/15/2017 17:08:00,10/15/2017 17:08:59,1.3,33,13.7,638.4,22.7,10.2,10.3,50.3,2.21,0.67,11.21,11.88,42.28
10/15/2017 17:09:00,10/15/2017 17:09:59,1.3,33.8,13.7,638.4,22.9,9,10.2,52.3,2.21,0.65,11.02,11.67,41.68
10/15/2017 17:10:00,10/15/2017 17:10:59,1,34.4,13.6,638.4,23.1,8.2,11.3,47.8,2.21,0.64,10.81,11.44,41.27
10/15/2017 17:11:00,10/15/2017 17:11:59,0.8,35,13.3,638.4,23.2,7.2,11,53.6,2.21,0.63,10.75,11.39,39.83
10/15/2017 17:12:00,10/15/2017 17:12:59,0.9,34.4,13.3,638.4,23.1,6.6,11.7,58.6,2.21,0.65,11.32,11.97,37.33
10/15/2017 17:13:00,10/15/2017 17:13:59,0.4,35.7,13.1,638.3,23,6.1,12.9,80.6,2.21,0.67,12.23,12.9,36.25
10/15/2017 17:14:00,10/15/2017 17:14:59,0.2,36,13.1,638.3,22.8,5.7,12.7,96.6,2.21,0.67,12.66,13.33,36.1
10/15/2017 17:15:00,10/15/2017 17:15:59,0.2,36,13,638.3,22.7,4.6,10.3,73.2,2.21,0.67,13.14,13.84,37.12
10/15/2017 17:16:00,10/15/2017 17:16:59,0.3,36,12.9,638.3,22.7,4,10.8,87.6,2.22,0.68,13.74,14.42,37.55
10/15/2017 17:17:00,10/15/2017 17:17:59,0.3,36,12.7,638.4,22.8,4,14.2,116.6,2.23,0.68,14.37,15.05,37.18
10/15/2017 17:18:00,10/15/2017 17:18:59,0.4,36.1,12.7,638.4,22.9,4,13.4,83.8,2.36,0.69,14.98,15.66,36.87
10/15/2017 17:19:00,10/15/2017 17:19:59,0.3,37.7,12.6,638.4,23.1,4,14.5,82.2,2.68,0.68,15.14,15.82,36.83
10/15/2017 17:20:00,10/15/2017 17:20:59,0.4,38.9,12.4,638.4,23.2,3.4,16.2,112.8,2.72,0.67,14.66,15.32,34.65
10/15/2017 17:21:00,10/15/2017 17:21:59,0.6,39.2,12.2,638.4,23.4,3,18.4,120.1,2.59,0.67,14.2,14.86,31.37
10/15/2017 17:22:00,10/15/2017 17:22:59,1,38.4,12.1,638.4,23.5,2.4,15.9,120.1,2.69,0.69,14.19,14.88,28.73
10/15/2017 17:23:00,10/15/2017 17:23:59,1.3,36.5,12.3,638.4,23.7,2.6,31.4,245,2.87,0.69,14.15,14.84,30.03
10/15/2017 17:24:00,10/15/2017 17:24:59,1.1,35.8,12.5,638.3,23.7,3,33.5,311.4,2.92,0.69,14.51,15.2,30.27
10/15/2017 17:25:00,10/15/2017 17:25:59,1.2,35,12.5,638.3,23.6,3,24.1,170.4,2.95,0.69,14.74,15.43,30
10/15/2017 17:26:00,10/15/2017 17:26:59,1.3,35,12.7,638.3,23.4,3,14.3,99.4,2.97,0.69,15.25,15.98,30.53
10/15/2017 17:27:00,10/15/2017 17:27:59,1.2,35,12.7,638.3,23.1,3,14.2,70.7,2.87,0.7,16.46,17.19,30.17
10/15/2017 17:28:00,10/15/2017 17:28:59,1,34.4,12.7,638.3,23.1,2.8,11.3,46.5,2.88,0.7,17.41,18.11,31.07
10/15/2017 17:29:00,10/15/2017 17:29:59,1.1,34.9,12.7,638.3,23.1,2,11.6,52.1,2.96,0.69,18.13,18.82,32.58
10/15/2017 17:30:00,10/15/2017 17:30:59,1.2,35,12.7,638.3,23.2,2,13.8,64,2.97,0.69,18.97,19.65,32.75
10/15/2017 17:31:00,10/15/2017 17:31:59,1.1,34.1,12.7,638.3,23.4,2,13.3,71.1,2.82,0.68,19.49,20.17,32.87
10/15/2017 17:32:00,10/15/2017 17:32:59,1.3,34,12.8,638.3,23.5,2,12.4,56.1,2.77,0.66,19.13,19.78,34.85
10/15/2017 17:33:00,10/15/2017 17:33:59,1.1,34,12.8,638.3,23.7,2,12,64.8,2.79,0.65,18.62,19.27,37.48
10/15/2017 17:34:00,10/15/2017 17:34:59,1.1,34,12.8,638.3,23.8,1.5,12.8,48.2,2.79,0.63,17.7,18.33,39.28
10/15/2017 17:35:00,10/15/2017 17:35:59,0.9,34.4,12.7,638.3,23.8,1,13.2,61.8,2.73,0.6,16.62,17.22,39.28
10/15/2017 17:36:00,10/15/2017 17:36:59,0.4,36.7,12.5,638.3,23.9,0.6,13.7,74.4,2.68,0.58,15.58,16.15,36.37
10/15/2017 17:37:00,10/15/2017 17:37:59,0.2,37.6,12.2,638.3,24,0,13.2,70,2.69,0.57,14.8,15.32,32.47
10/15/2017 17:38:00,10/15/2017 17:38:59,0.2,37.5,12,638.3,24.1,0,11.4,57.7,2.65,0.55,13.7,14.25,32.28
10/15/2017 17:39:00,10/15/2017 17:39:59,0.2,38,12,638.4,24.1,0,10.6,65,2.63,0.55,13.18,13.73,34.6
10/15/2017 17:40:00,10/15/2017 17:40:59,0.4,37.4,11.9,638.4,23.9,0,11.6,53.8,2.63,0.55,12.9,13.44,35.22
10/15/2017 17:41:00,10/15/2017 17:41:59,0.1,38,11.9,638.4,23.6,0,11.4,54.9,2.6,0.55,12.66,13.21,34.92
10/15/2017 17:42:00,10/15/2017 17:42:59,0.2,38,11.7,638.4,23.3,0,12.1,59.3,2.61,0.57,12.46,13.02,35.25
10/15/2017 17:43:00,10/15/2017 17:43:59,0.2,38,11.7,638.4,23.3,0,10.3,56.8,2.63,0.58,12.4,12.98,34.28
10/15/2017 17:44:00,10/15/2017 17:44:59,0.1,38,11.6,638.4,23.4,0,12.2,55.9,2.63,0.59,12.44,13.03,33.62
10/15/2017 17:45:00,10/15/2017 17:45:59,0.1,37.2,11.6,638.4,23.5,0,11,52.1,2.66,0.6,12.34,12.94,34.32
10/15/2017 17:46:00,10/15/2017 17:46:59,0.2,37.6,11.4,638.4,23.6,0,10.1,45.5,2.67,0.6,12.44,13.03,34.78
10/15/2017 17:47:00,10/15/2017 17:47:59,0.4,38.1,11.3,638.4,23.7,0,11.3,43.6,2.66,0.6,12.58,13.18,34.42
10/15/2017 17:48:00,10/15/2017 17:48:59,0.5,40.1,11.1,638.4,23.9,0,15.2,60.5,2.62,0.6,12.8,13.41,33.12
10/15/2017 17:49:00,10/15/2017 17:49:59,0.6,39.1,11.1,638.4,24,0,13.2,71.9,2.62,0.6,13.45,14.05,30.47
10/15/2017 17:50:00,10/15/2017 17:50:59,0.6,39.1,11.2,638.4,24,0.7,11.2,55.2,2.65,0.6,14.1,14.7,30.07
10/15/2017 17:51:00,10/15/2017 17:51:59,0.6,38.2,11.5,638.4,23.9,1,11,56.3,2.6,0.61,15.21,15.82,29.13
10/15/2017 17:52:00,10/15/2017 17:52:59,0.6,38,11.6,638.4,23.7,2,12.4,52.7,2.58,0.61,16.31,16.92,27.97
10/15/2017 17:53:00,10/15/2017 17:53:59,0.5,39.1,11.4,638.4,23.6,2,13.6,54.7,2.55,2.51,23.23,25.74,26.92
10/15/2017 17:54:00,10/15/2017 17:54:59,0.5,38.5,11.3,638.4,23.6,2,14.7,64.1,2.56,3.34,28.36,31.89,21.25
10/15/2017 17:55:00,10/15/2017 17:55:59,0.3,38.3,11.3,638.5,23.7,2.5,14.5,66.9,2.51,3.68,31.43,35.02,15.2
10/15/2017 17:56:00,10/15/2017 17:56:59,0.5,39.9,11.3,638.5,23.8,2.1,14,64.1,2.49,1.84,30.09,31.93,15.68
10/15/2017 17:57:00,10/15/2017 17:57:59,0.5,40.8,11.1,638.5,24,2,14,63.1,2.47,1.22,27.68,28.9,19.85
10/15/2017 17:58:00,10/15/2017 17:58:59,0.4,40.4,10.9,638.5,24.1,1.5,14.1,61.5,2.44,1.13,26.91,28.04,24.75
10/15/2017 17:59:00,10/15/2017 17:59:59,0.4,40,10.9,638.5,24.2,1.9,14.7,70.1,2.43,1.03,26.04,27.07,27.35
10/15/2017 18:00:00,10/15/2017 18:00:59,0.1,38.9,21.8,628.8,24.2,2.1,13.7,61.2,2.41,0.93,24.95,25.85,28.57
10/15/2017 18:01:00,10/15/2017 18:01:59,0.1,40.6,10.8,638.4,24,2,18.1,111.8,2.42,0.82,23.98,24.8,28.25
10/15/2017 18:02:00,10/15/2017 18:02:59,0.4,40.3,10.7,638.4,23.9,1.6,22.1,132.5,2.39,0.72,22.83,23.55,29.05
10/15/2017 18:03:00,10/15/2017 18:03:59,0.6,40.3,10.7,638.4,23.9,2,25.6,165.5,2.39,0.61,21.65,22.26,29.98
10/15/2017 18:04:00,10/15/2017 18:04:59,0.5,42.5,10.6,638.4,24,2,15.6,89,2.4,0.51,20.65,21.16,26.9
10/15/2017 18:05:00,10/15/2017 18:05:59,0.4,43.2,10.5,638.4,24.1,2,18.8,99.1,2.4,0.48,20.4,20.89,23.58
10/15/2017 18:06:00,10/15/2017 18:06:59,0.2,40.1,21.1,629.2,24.2,2.4,16.7,84.9,2.42,0.52,20.9,21.44,20.93
10/15/2017 18:07:00,10/15/2017 18:07:59,0.3,42.5,10.4,638.5,24.3,2.2,14.5,67.6,2.42,0.58,21.6,22.18,20.08
10/15/2017 18:08:00,10/15/2017 18:08:59,0.2,43.8,10.3,638.5,24.3,2,19.3,90.4,2.36,0.64,22.32,22.97,19.02
10/15/2017 18:09:00,10/15/2017 18:09:59,0.2,41.8,10.3,638.5,24.2,2.5,19.4,97,2.37,0.72,22.97,23.69,17.47
10/15/2017 18:10:00,10/15/2017 18:10:59,0.3,41.6,10.3,638.5,24,3,20.6,104.3,2.37,0.82,24,24.82,16.98
10/15/2017 18:11:00,10/15/2017 18:11:59,0.3,42.3,10.3,638.5,24,3,18.8,86.2,2.36,0.86,24.73,25.65,17.18
10/15/2017 18:12:00,10/15/2017 18:12:59,3.7,43,10.1,627.4,24.1,3.6,38.8,95.2,2.39,0.9,25.3,26.22,18.67
10/15/2017 18:13:00,10/15/2017 18:13:59,0.4,44.6,10.2,638.5,24.2,3,31,89.9,2.37,0.97,25.82,26.79,18.77
10/15/2017 18:14:00,10/15/2017 18:14:59,0.4,41.2,11.2,631,24.3,14.2,27.2,92.2,2.36,1.03,26.3,27.33,16.03
10/15/2017 18:15:00,10/15/2017 18:15:59,1.7,51.9,10.7,627.4,24.4,2.9,22.8,89.2,2.36,1.06,26.49,27.55,14.97
10/15/2017 18:16:00,10/15/2017 18:16:59,0.6,45,10.1,638.5,24.5,2.9,23.1,95.3,2.36,1.07,26.57,27.64,14.37
10/15/2017 18:17:00,10/15/2017 18:17:59,0.6,45.3,20.1,629.8,24.6,2.1,24.6,111.9,2.36,1.07,26.56,27.61,14.08
10/15/2017 18:18:00,10/15/2017 18:18:59,0.6,46.9,9.6,638.5,24.7,1.9,20.9,93.4,2.38,1.06,26.51,27.57,14.5
10/15/2017 18:19:00,10/15/2017 18:19:59,0.7,43.4,14.8,634.2,24.8,1,16.9,73.6,2.4,1.08,26.74,27.82,16.43
10/15/2017 18:20:00,10/15/2017 18:20:59,0.7,41,10,638.5,25,1.1,17.1,68.3,2.48,1.05,26.74,27.79,21.72
10/15/2017 18:21:00,10/15/2017 18:21:59,0.2,41.5,10,638.5,25,2,17,77,2.44,0.98,26.21,27.19,25.37
10/15/2017 18:22:00,10/15/2017 18:22:59,0.3,43.3,9.7,638.5,25.1,2,18.2,81.1,2.4,0.9,25.36,26.22,24.58
10/15/2017 18:23:00,10/15/2017 18:23:59,0.2,42,9.7,638.5,25.2,2,13.8,58,2.44,0.84,25.02,25.86,22.82
10/15/2017 18:24:00,10/15/2017 18:24:59,0.1,42,9.7,638.5,25.3,2.4,11.7,35.5,2.44,0.78,24.53,25.31,21.33
10/15/2017 18:25:00,10/15/2017 18:25:59,0.2,42,9.6,638.5,25.4,2.9,12.4,46.5,2.46,0.72,23.72,24.44,21.6
10/15/2017 18:26:00,10/15/2017 18:26:59,5.4,46.9,9.2,638.5,25.5,2.6,22.8,86.1,2.43,0.67,23.2,23.88,20.67
