StartTime_[LST],EndTime_[LST],WindSpeed_[m/s],WindDirection_[degrees],RH_[percent],T(ambient)_[C],P(barometric)_[mmHG],T(shelter)_[C],SolarRadiation_[W/m2],VOC(pid)_[ppbV],PM2.5(LTP)_[ug/m3],PM10(LTP)_[ug/m3],CO2_[ppmV],CH4_[ppmV],NO_[ppbV],NO2_[ppbV],NOx_[ppbV],O3_[ppbV]
05/10/2019 19:20:00,05/10/2019 19:20:59,0.44,216,52,11.7,640.8,25.6,1,2.6143,14.7,18.9,431.75,2.089,0.479,7.644,8.124,36.933
05/10/2019 19:21:00,05/10/2019 19:21:59,0.44,213.9,52,11.7,640.8,25.6,0.964,2.6286,14.8,20.5,432.55,2.09,0.469,7.611,8.08,36.9
05/10/2019 19:22:00,05/10/2019 19:22:59,0.43,209.8,52,11.7,640.802,25.6,1,2.7,15.1,19,433.15,2.091,0.47,7.603,8.073,37.216
05/10/2019 19:23:00,05/10/2019 19:23:59,0.41,204.8,52,11.7,640.804,25.6,1,2.7,14.9,19.1,433.25,2.092,0.466,7.645,8.111,36.95
05/10/2019 19:24:00,05/10/2019 19:24:59,0.39,193.7,52.1,11.6,640.808,25.6,1,2.8125,15.3,20.3,433.75,2.094,0.461,7.732,8.193,36.95
05/10/2019 19:25:00,05/10/2019 19:25:59,0.36,204.3,53,11.6,640.814,25.6,1,2.85,15.3,21.6,434.75,2.093,0.47,7.84,8.311,36.916
05/10/2019 19:26:00,05/10/2019 19:26:59,0.35,199.2,53,11.6,640.822,25.6,1,2.8,15,24,434.25,2.094,0.477,7.988,8.466,35.866
05/10/2019 19:27:00,05/10/2019 19:27:59,0.33,227.7,53,11.5,640.83,25.6,1,2.8333,15.3,23.4,434.05,2.096,0.483,8.169,8.653,34.966
05/10/2019 19:28:00,05/10/2019 19:28:59,0.31,205,53,11.5,640.84,25.7,1,2.8143,15.9,24.2,433.75,2.098,0.49,8.356,8.862,35.316
05/10/2019 19:29:00,05/10/2019 19:29:59,0.31,283.5,53.8,11.4,640.85,25.7,1,2.8,15.8,23.8,436.15,2.096,0.486,8.593,9.084,35.35
05/10/2019 19:30:00,05/10/2019 19:30:59,0.34,4.9,57.9,11.2,640.86,25.7,0.59,2.5143,14.8,19.8,457.85,2.08,0.529,8.673,9.202,33.3
05/10/2019 19:31:00,05/10/2019 19:31:59,0.37,320.5,55.4,11.2,640.87,25.8,0.5,2.6571,13.9,18.3,453.55,2.082,0.588,8.683,9.272,28.35
05/10/2019 19:32:00,05/10/2019 19:32:59,0.41,263.4,54.7,11.1,640.878,25.8,1,2.7143,14.4,19,444.55,2.089,0.615,8.721,9.336,28.683
05/10/2019 19:33:00,05/10/2019 19:33:59,0.46,249,54.7,11.1,640.886,25.8,1,2.6857,15,21.6,440.95,2.09,0.629,8.766,9.401,31.616
05/10/2019 19:34:00,05/10/2019 19:34:59,0.49,228.8,54.9,11.1,640.894,25.9,1,2.8857,16.3,25.8,437.25,2.093,0.631,8.984,9.618,31.933
05/10/2019 19:35:00,05/10/2019 19:35:59,0.52,230.2,54.6,11.1,640.9,25.9,1,2.8857,17,27.1,437.05,2.091,0.64,9.242,9.882,32.35
05/10/2019 19:36:00,05/10/2019 19:36:59,0.54,227.9,54,11.2,640.906,26,1.112,3.0333,17.1,23.5,436.35,2.092,0.649,9.496,10.145,32.75
05/10/2019 19:37:00,05/10/2019 19:37:59,0.56,226.6,54,11.2,640.914,25.9,1.49,3.0375,17.7,23.7,436.95,2.091,0.667,9.775,10.442,32.9
05/10/2019 19:38:00,05/10/2019 19:38:59,0.6,225.2,54,11.2,640.922,25.9,1.019,2.6333,17.9,24.6,436.15,2.088,0.631,10.153,10.785,32.716
05/10/2019 19:39:00,05/10/2019 19:39:59,0.6,223.9,55,11.1,640.93,25.8,1,2.6571,15.9,20.4,437.55,2.085,0.592,10.552,11.143,31.666
05/10/2019 19:40:00,05/10/2019 19:40:59,0.58,230.3,55,11.1,640.94,25.8,1,2.7857,16.2,22.8,438.55,2.088,0.57,10.943,11.514,31.116
05/10/2019 19:41:00,05/10/2019 19:41:59,0.56,220.6,55.3,11.1,640.952,25.8,1.037,2.7714,16.9,23.2,439.45,2.091,0.561,11.219,11.781,30.333
05/10/2019 19:42:00,05/10/2019 19:42:59,0.53,235.3,55,11.1,640.964,25.8,1.019,2.7143,16.6,22,438.95,2.095,0.56,11.504,12.065,30.283
05/10/2019 19:43:00,05/10/2019 19:43:59,0.52,253.1,55,11,640.978,25.8,1.807,2.6286,16.7,26.7,442.75,2.101,0.564,11.739,12.303,30.116
05/10/2019 19:44:00,05/10/2019 19:44:59,0.5,285.4,55,11,640.992,25.8,2,2.6571,16.4,25.4,441.85,2.107,0.572,11.922,12.495,29.55
05/10/2019 19:45:00,05/10/2019 19:45:59,0.49,269.1,55,11,641.008,25.7,2,2.6,16.4,26.7,440.45,2.114,0.568,12.132,12.711,29.983
05/10/2019 19:46:00,05/10/2019 19:46:59,0.49,265,55,10.9,641.022,25.7,2,2.5429,16.4,25.7,440.25,2.116,0.57,12.364,12.934,30.85
05/10/2019 19:47:00,05/10/2019 19:47:59,0.49,230.5,55,10.9,641.036,25.7,2,2.5375,16.8,27.4,440.55,2.116,0.573,12.569,13.143,30.733
05/10/2019 19:48:00,05/10/2019 19:48:59,0.51,242.6,54.6,11,641.048,25.7,2,2.5,16.6,26.5,439.95,2.115,0.569,12.769,13.339,30.366
05/10/2019 19:49:00,05/10/2019 19:49:59,0.56,223.3,54.1,11,641.06,25.8,2,2.4143,16.3,24.7,439.45,2.116,0.567,12.912,13.48,30.816
05/10/2019 19:50:00,05/10/2019 19:50:59,0.61,228.6,54,11,641.07,25.8,2.02,2.4286,16.4,26.7,438.95,2.119,0.566,12.931,13.5,31.566
05/10/2019 19:51:00,05/10/2019 19:51:59,0.64,219.6,54,11.1,641.078,25.8,2.077,2.4857,16.4,24.3,439.55,2.116,0.557,12.96,13.518,31.466
05/10/2019 19:52:00,05/10/2019 19:52:59,0.68,239.3,54,11.1,641.086,25.8,2,2.55,16.3,25,439.45,2.121,0.549,13.008,13.558,31.366
05/10/2019 19:53:00,05/10/2019 19:53:59,0.7,232.8,54,11.1,641.092,25.9,2,2.6429,16.5,25,439.35,2.125,0.535,13.09,13.625,31.833
05/10/2019 19:54:00,05/10/2019 19:54:59,0.74,239.5,54,11.1,641.096,25.9,2,2.6333,16.9,25.4,440.05,2.122,0.529,13.156,13.685,31.716
05/10/2019 19:55:00,05/10/2019 19:55:59,0.75,236.7,54,11.1,641.099,26,2,2.58,16.5,27.2,439.15,2.126,0.526,13.219,13.745,31.3
05/10/2019 19:56:00,05/10/2019 19:56:59,0.76,242.2,54.9,11,641.1,25.9,2,2.5714,16.4,23.1,443.25,2.132,0.526,13.266,13.791,31
05/10/2019 19:57:00,05/10/2019 19:57:59,0.79,236.7,54.5,11,641.1,25.9,1.983,2.5667,16.8,23.4,446.25,2.143,0.528,13.353,13.883,30.25
05/10/2019 19:58:00,05/10/2019 19:58:59,0.78,254.7,54.2,11,641.1,25.9,1.934,2.575,16.9,25.5,443.15,2.139,0.532,13.532,14.064,28.816
05/10/2019 19:59:00,05/10/2019 19:59:59,0.76,275.6,55.2,11,641.1,25.9,2,2.6714,16.7,26,448.75,2.153,0.531,13.718,14.25,28.133
05/10/2019 20:00:00,05/10/2019 20:00:59,0.74,260.3,55,11,641.1,25.9,1.981,3.0571,17.6,26.4,446.65,2.152,0.539,13.917,14.457,27.833
05/10/2019 20:01:00,05/10/2019 20:01:59,0.72,264.2,55,10.9,641.1,25.9,2,3.1375,19.7,29.1,447.85,2.153,0.546,14.287,14.833,26.916
05/10/2019 20:02:00,05/10/2019 20:02:59,0.71,260.6,55.3,10.9,641.102,25.9,2,3.2571,20,29.3,448.25,2.16,0.544,14.73,15.308,26.216
05/10/2019 20:03:00,05/10/2019 20:03:59,0.7,259.8,55.8,10.9,641.104,25.9,2,3.2429,21.1,29.7,449.25,2.163,0.559,15.289,15.848,25.566
05/10/2019 20:04:00,05/10/2019 20:04:59,0.7,266.9,55.3,10.9,641.108,25.9,2,3.3333,21.4,32.5,449.55,2.165,0.572,15.834,16.406,24.916
05/10/2019 20:05:00,05/10/2019 20:05:59,0.71,271.2,55.5,10.9,641.114,25.9,2,3.3125,22,32.2,449.25,2.16,0.576,16.352,16.928,24.75
05/10/2019 20:06:00,05/10/2019 20:06:59,0.71,273.5,55,10.9,641.122,26,2,3.3,21.7,32.6,448.75,2.151,0.589,16.796,17.384,24.5
05/10/2019 20:07:00,05/10/2019 20:07:59,0.69,268.1,55,10.9,641.13,26,2,3.2857,20.9,31.4,448.05,2.148,0.594,17.299,17.911,24.45
05/10/2019 20:08:00,05/10/2019 20:08:59,0.7,264.4,55,10.9,641.14,26,2,3.3143,19.7,29.3,448.35,2.148,0.592,17.793,18.385,24.383
05/10/2019 20:09:00,05/10/2019 20:09:59,0.68,271.9,55,10.9,641.15,26.1,2,3.3333,19.3,29,448.95,2.146,0.598,18.058,18.656,24.85
05/10/2019 20:10:00,05/10/2019 20:10:59,0.67,263.5,55,10.9,641.161,26.1,2,3.3,19,30.1,448.55,2.144,0.605,18.202,18.807,24.533
05/10/2019 20:11:00,05/10/2019 20:11:59,0.63,264.2,55.2,10.9,641.172,26.1,2,3.2833,18.5,28.5,449.15,2.146,0.591,18.309,18.9,23.833
05/10/2019 20:12:00,05/10/2019 20:12:59,0.58,260.3,55.7,10.9,641.182,26.2,2,3.2375,18.3,30.7,449.05,2.145,0.588,18.371,18.959,24.6
05/10/2019 20:13:00,05/10/2019 20:13:59,0.54,267.3,56,10.8,641.192,26.2,2,3.2857,18.1,29.7,449.85,2.146,0.593,18.438,19.032,25.15
05/10/2019 20:14:00,05/10/2019 20:14:59,0.49,262.9,56,10.8,641.201,26.2,2,3.225,18.3,31.3,450.15,2.146,0.588,18.402,18.983,24.7
05/10/2019 20:15:00,05/10/2019 20:15:59,0.45,287.5,56.3,10.7,641.209,26.3,2,3.2714,18.7,32,452.15,2.152,0.592,18.317,18.909,24.183
05/10/2019 20:16:00,05/10/2019 20:16:59,0.41,317.5,56.1,10.7,641.216,26.3,1.466,3.2571,18.4,32.5,452.65,2.151,0.599,18.19,18.79,23.666
05/10/2019 20:17:00,05/10/2019 20:17:59,0.4,311.6,56.5,10.6,641.224,26.3,1,3.25,18.7,33.1,451.35,2.146,0.606,18.009,18.615,23.616
05/10/2019 20:18:00,05/10/2019 20:18:59,0.37,313.8,57,10.6,641.232,26.4,1,3.2429,18.4,27.1,455.15,2.15,0.608,17.881,18.49,23.466
05/10/2019 20:19:00,05/10/2019 20:19:59,0.37,338.2,57,10.5,641.24,26.4,1,3.3,18.5,29.1,457.25,2.154,0.62,17.71,18.323,23.416
05/10/2019 20:20:00,05/10/2019 20:20:59,0.36,358.9,58.1,10.4,641.249,26.4,1,3.3,18.3,29.7,462.25,2.159,0.624,17.487,18.111,23.233
05/10/2019 20:21:00,05/10/2019 20:21:59,0.38,9.2,59.6,10.2,641.258,26.3,1,3.3429,18.1,33.1,472.95,2.179,0.635,17.113,17.748,21.866
05/10/2019 20:22:00,05/10/2019 20:22:59,0.39,14.4,61.3,10.1,641.266,26.3,1,3.4714,18.6,33.7,483.85,2.194,0.654,16.635,17.289,19.433
05/10/2019 20:23:00,05/10/2019 20:23:59,0.43,20.9,62.2,10,641.275,26.3,0.967,3.3857,18.4,31.2,481.25,2.191,0.674,16.185,16.859,17.583
05/10/2019 20:24:00,05/10/2019 20:24:59,0.49,27.7,62,9.9,641.285,26.2,0.613,3.2429,17.8,30,476.35,2.179,0.69,15.857,16.54,17.9
05/10/2019 20:25:00,05/10/2019 20:25:59,0.56,55.9,62.1,9.8,641.295,26.2,0.983,3.2571,17.6,26.7,475.05,2.174,0.702,15.516,16.212,18.566
05/10/2019 20:26:00,05/10/2019 20:26:59,0.66,109.5,63.9,9.5,641.306,26.2,0.2,3.3143,17.2,26.9,479.05,2.167,0.726,15.162,15.891,18.2
05/10/2019 20:27:00,05/10/2019 20:27:59,0.76,134.9,65.8,9.4,641.318,26.2,0,3.64,17.2,29.6,473.25,2.155,0.734,14.711,15.446,18.833
05/10/2019 20:28:00,05/10/2019 20:28:59,0.86,148.4,66.7,9.4,641.329,26.2,0,3.35,17.5,28.6,479.25,2.119,0.749,14.001,14.75,19.733
05/10/2019 20:29:00,05/10/2019 20:29:59,0.96,154.3,65.7,9.4,641.34,26.2,0,2.7,16.6,29.5,475.95,2.16,0.754,13.358,14.112,21.05
05/10/2019 20:30:00,05/10/2019 20:30:59,1.05,150.5,64.4,9.4,641.35,26.2,0,2.6143,15.8,27.4,477.75,2.232,0.751,12.642,13.394,22.3
05/10/2019 20:31:00,05/10/2019 20:31:59,1.13,138.8,67.6,9.3,641.36,26.2,0.322,3.0286,16.3,24.1,481.35,2.214,0.74,11.887,12.58,21.45
05/10/2019 20:32:00,05/10/2019 20:32:59,1.19,137.5,65,9.1,641.37,26.2,0,2.8857,16.2,22.6,475.45,2.134,0.74,11.032,11.772,20.883
05/10/2019 20:33:00,05/10/2019 20:33:59,1.2,142.3,67.4,9,641.378,26.2,0.172,2.7833,15.4,20.4,464.95,2.111,0.735,10.272,11.007,22.633
05/10/2019 20:34:00,05/10/2019 20:34:59,1.15,144.4,68.9,8.9,641.386,26.2,0,2.9286,15.5,22.3,469.65,2.113,0.72,9.649,10.37,23.666
05/10/2019 20:35:00,05/10/2019 20:35:59,1.08,147.4,69.5,8.8,641.392,26.2,0,2.9,15.3,22.1,467.35,2.116,0.715,9.19,9.905,22.366
05/10/2019 20:36:00,05/10/2019 20:36:59,0.98,153.9,70.7,8.7,641.396,26.2,0,2.9429,15.2,22.5,468.35,2.115,0.698,9.128,9.831,21.716
05/10/2019 20:37:00,05/10/2019 20:37:59,0.86,165,70,8.7,641.398,26.3,0,2.9667,15.7,26,467.45,2.119,0.682,9.499,10.181,21.016
05/10/2019 20:38:00,05/10/2019 20:38:59,0.788889,183.7,70.4,8.7,641.4,26.3,0,3,15.9,30.3,467.95,2.122,0.669,9.982,10.651,20.016
05/10/2019 20:39:00,05/10/2019 20:39:59,0.7,174.5,70.2,8.7,641.4,26.3,0,3.025,15.6,28.9,466.45,2.128,0.66,10.495,11.155,19.783
05/10/2019 20:40:00,05/10/2019 20:40:59,0.6,178,70,8.7,641.4,26.3,0,3,15.7,26.4,463.75,2.133,0.639,11.18,11.82,19.65
05/10/2019 20:41:00,05/10/2019 20:41:59,0.5,154.2,69.7,8.8,641.4,26.3,0.039,3.0571,15.8,23.7,459.55,2.152,0.623,11.836,12.48,19.566
05/10/2019 20:42:00,05/10/2019 20:42:59,0.383333,20.1,69.5,8.8,641.4,26.4,0.184,2.9833,15.7,24.5,465.75,2.137,0.627,12.36,13.057,20.183
05/10/2019 20:43:00,05/10/2019 20:43:59,0.283333,,,,641.4,26.4,,3.1167,15.9,31,473.85,2.124,4.944,13.319,18.263,19.15
05/10/2019 20:44:00,05/10/2019 20:44:59,0.233333,247.8,70.8,8.7,641.4,26.4,0.726,3.2571,16.3,35,479.95,2.131,13.901,19.109,33.011,14.65
05/10/2019 20:45:00,05/10/2019 20:45:59,0.2,,,,641.398,26.4,,3.2429,16.6,29.8,463.85,2.142,3.372,16.649,20.022,14.116
05/10/2019 20:46:00,05/10/2019 20:46:59,0.183333,209.6,70,8.6,641.396,26.4,1,3.7,16.4,28.3,459.05,2.153,0.532,13.986,14.518,19.133
05/10/2019 20:47:00,05/10/2019 20:47:59,0.166667,220.7,70,8.6,641.392,26.5,1.667,3.7286,16.5,29.3,455.75,2.154,0.902,14.978,15.88,18.266
05/10/2019 20:48:00,05/10/2019 20:48:59,0.185714,272.5,69.5,8.6,641.386,26.4,2.442,3.9167,17.2,29.4,455.35,2.154,0.945,15.475,16.433,17.05
05/10/2019 20:49:00,05/10/2019 20:49:59,0.2,268.2,69,8.6,641.378,26.4,2.553,4.0714,17.4,31.2,455.75,2.154,1.233,16.389,17.622,16.1
05/10/2019 20:50:00,05/10/2019 20:50:59,0.211111,229.6,69.6,8.6,641.37,26.3,2,3.3714,16.6,28.8,470.65,2.143,1.277,16.65,17.927,15.466
05/10/2019 20:51:00,05/10/2019 20:51:59,0.23,227.3,70,8.6,641.36,26.2,2,3.5333,16.3,27.5,464.85,2.146,1.302,16.949,18.251,16.616
05/10/2019 20:52:00,05/10/2019 20:52:59,0.24,200.8,70,8.6,641.35,26.2,2.054,3.5571,16.4,28.9,460.25,2.151,1.314,17.342,18.657,16.366
05/10/2019 20:53:00,05/10/2019 20:53:59,0.25,116.4,70.3,8.6,641.34,26.1,2.655,3.3,16.6,28.8,461.55,2.149,1.28,17.733,19.012,16.65
05/10/2019 20:54:00,05/10/2019 20:54:59,0.28,177.3,71,8.5,641.33,26.1,2,3.1714,15.8,28.4,474.45,2.137,1.273,18.005,19.278,16.15
05/10/2019 20:55:00,05/10/2019 20:55:59,0.33,200.4,71,8.3,641.322,26.1,1.967,3.3714,15.8,26.8,484.15,2.151,1.241,17.66,18.902,14.9
05/10/2019 20:56:00,05/10/2019 20:56:59,0.38,143.4,71.5,8.3,641.314,26.1,1.958,3.3833,16.1,26.5,484.35,2.156,1.102,16.894,17.997,15.633
05/10/2019 20:57:00,05/10/2019 20:57:59,0.44,129.6,72,8.3,641.308,26.1,1.788,3.1875,15.6,25.9,481.75,2.145,0.821,15.957,16.778,15.833
05/10/2019 20:58:00,05/10/2019 20:58:59,0.55,102.4,72.7,8.2,641.304,26.1,1.137,3.1,15.9,23.7,473.45,2.137,0.735,15.761,16.475,16
05/10/2019 20:59:00,05/10/2019 20:59:59,0.69,74.3,71.9,8.2,641.302,26.1,1,3.1833,16.3,23.2,472.75,2.137,0.66,15.391,16.04,16.766
05/10/2019 21:00:00,05/10/2019 21:00:59,0.79,61.3,72.3,8.2,641.3,26.2,1,3.2333,17.1,26.1,477.95,2.138,0.612,14.907,15.519,17.466
05/10/2019 21:01:00,05/10/2019 21:01:59,0.88,55.7,71.8,8.2,641.3,26.2,1,3.4,18,28.1,481.45,2.149,0.603,14.332,14.936,16.8
05/10/2019 21:02:00,05/10/2019 21:02:59,0.96,50.3,70.6,8.2,641.3,26.2,1,3.1286,17.9,33.5,466.65,2.141,0.566,13.835,14.402,16.7
05/10/2019 21:03:00,05/10/2019 21:03:59,1.02,61.3,70.3,8,641.3,26.3,1.045,3.65,17.2,30.8,459.55,2.142,0.548,13.601,14.142,21.3
05/10/2019 21:04:00,05/10/2019 21:04:59,1.07,60.9,71,8,641.3,26.3,1,4.3286,20,30.3,480.35,2.161,0.552,13.616,14.171,22.283
05/10/2019 21:05:00,05/10/2019 21:05:59,1.11,64.6,72,8,641.3,26.3,1,6.25,27.6,39.8,498.95,2.191,0.589,13.389,13.981,19.383
05/10/2019 21:06:00,05/10/2019 21:06:59,1.12,64,72,8,641.3,26.4,1,6.7571,33.7,45.3,476.95,2.261,0.598,13.293,13.892,17.883
05/10/2019 21:07:00,05/10/2019 21:07:59,1.11,50.4,71.3,8.1,641.3,26.4,1,6.3286,32.3,46.5,478.95,2.255,0.607,13.245,13.852,17.866
05/10/2019 21:08:00,05/10/2019 21:08:59,1.05,34.6,71,8,641.3,26.4,1,5.5714,30.1,45.7,487.05,2.222,0.624,13.297,13.921,17.466
05/10/2019 21:09:00,05/10/2019 21:09:59,0.95,32.4,71.3,8,641.3,26.5,1,5.9571,27.5,37.3,478.55,2.233,0.624,13.44,14.065,17.1
05/10/2019 21:10:00,05/10/2019 21:10:59,0.87,45.1,71,8,641.3,26.5,1.02,7.8,27.4,41.8,474.65,2.288,0.769,13.964,14.831,16.5
05/10/2019 21:11:00,05/10/2019 21:11:59,0.78,53.9,71,8,641.3,26.5,1,9.3625,26.3,50.6,473.35,2.374,1.397,14.85,16.264,14.75
05/10/2019 21:12:00,05/10/2019 21:12:59,0.7,62.3,70.5,8.1,641.3,26.6,1,5.4,25.2,42.1,470.05,2.375,1.653,15.74,17.393,13.15
05/10/2019 21:13:00,05/10/2019 21:13:59,0.64,57.1,70,8.2,641.302,26.6,1.804,6.6,25.4,37.8,463.35,2.35,1.699,16.504,18.203,14.916
05/10/2019 21:14:00,05/10/2019 21:14:59,0.58,60.8,70,8.2,641.304,26.6,1.981,6.95,25.7,37.5,465.55,2.369,1.769,17.193,18.963,15.983
05/10/2019 21:15:00,05/10/2019 21:15:59,0.52,54.3,70,8.1,641.308,26.6,1.981,5.7167,24.9,38.8,463.25,2.338,1.797,17.823,19.681,15.183
05/10/2019 21:16:00,05/10/2019 21:16:59,0.48,54.4,70.6,8.1,641.314,26.7,1.249,6.7,23.6,38.4,461.95,2.318,1.794,18.468,20.317,14.95
05/10/2019 21:17:00,05/10/2019 21:17:59,0.46,56.8,71,8.1,641.322,26.7,1,6.9286,23.7,39,461.15,2.311,1.797,18.97,20.767,15.283
05/10/2019 21:18:00,05/10/2019 21:18:59,0.44,64.3,71,8.1,641.33,26.7,1,6.55,24.4,42.3,461.95,2.316,1.492,19.207,20.7,15.766
05/10/2019 21:19:00,05/10/2019 21:19:59,0.43,68.6,71,8.1,641.34,26.7,1,5.8429,25.3,41.2,461.05,2.29,0.984,19.042,20.027,16.45
05/10/2019 21:20:00,05/10/2019 21:20:59,0.44,69.7,71,8,641.35,26.6,1,4.7833,25.1,38.5,464.65,2.278,0.791,18.735,19.527,16.883
05/10/2019 21:21:00,05/10/2019 21:21:59,0.47,49.5,71,8,641.36,26.6,1,4.7143,23,36,458.25,2.258,0.733,18.461,19.189,17.016
05/10/2019 21:22:00,05/10/2019 21:22:59,0.488889,52.8,71,8.1,641.37,26.5,1,5.1857,21,32.8,461.35,2.3,0.68,18.291,18.972,17.333
05/10/2019 21:23:00,05/10/2019 21:23:59,0.5125,48.8,71,8,641.378,26.5,1.314,4.9625,21,32.3,464.15,2.3,0.676,18.282,18.958,16.133
05/10/2019 21:24:00,05/10/2019 21:24:59,0.625,46.4,71,8,641.386,26.4,1.479,6.1875,22.8,36.1,470.25,2.316,0.687,18.334,19.02,14.883
05/10/2019 21:25:00,05/10/2019 21:25:59,0.7375,59.6,71,8,641.392,26.4,1.296,6,24.4,40.9,473.85,2.335,0.699,18.359,19.059,13.75
05/10/2019 21:26:00,05/10/2019 21:26:59,0.8,66.3,71,8,641.396,26.4,2,4.7833,22.6,35.8,466.65,2.372,0.714,18.392,19.108,13.883
05/10/2019 21:27:00,05/10/2019 21:27:59,0.8875,,,,641.398,26.4,,5.5143,21.2,32.1,471.55,2.405,0.706,18.575,19.287,14.266
05/10/2019 21:28:00,05/10/2019 21:28:59,0.975,66,71,7.9,641.4,26.4,1.012,4.4143,21.1,30.3,468.15,2.424,0.713,18.858,19.571,13.333
05/10/2019 21:29:00,05/10/2019 21:29:59,1.05,54.3,71,7.8,641.4,26.4,1,4.1833,20.5,29.7,469.65,2.383,0.754,19.233,19.987,13.033
05/10/2019 21:30:00,05/10/2019 21:30:59,1.1,72.6,72,7.8,641.4,26.4,1.048,4.95,21.5,32.4,469.15,2.353,0.806,19.59,20.396,12.383
05/10/2019 21:31:00,05/10/2019 21:31:59,1.125,79.3,71.7,7.7,641.4,26.3,1,4.9125,23.8,34.7,465.45,2.448,0.818,19.749,20.568,12.85
05/10/2019 21:32:00,05/10/2019 21:32:59,1.08889,88.7,71,7.8,641.4,26.3,1,4.3143,22.4,30,470.55,2.94,0.819,19.871,20.714,14.4
05/10/2019 21:33:00,05/10/2019 21:33:59,1.01,93.8,71.1,7.7,641.4,26.4,1,4.0429,19.9,27.1,468.35,3.054,0.824,20.202,21.048,14.033
05/10/2019 21:34:00,05/10/2019 21:34:59,1.02,91.7,72,7.6,641.4,26.4,1,4.0857,19,28.6,471.65,3.093,0.846,20.57,21.416,12.833
05/10/2019 21:35:00,05/10/2019 21:35:59,1.06,91.2,72,7.6,641.4,26.4,1,4.125,18.8,27.3,474.75,3.139,0.872,20.805,21.677,12.166
05/10/2019 21:36:00,05/10/2019 21:36:59,1.08,88.3,72,7.5,641.4,26.4,1,4.05,18.1,27.4,475.15,3.154,0.887,21.002,21.89,12.166
05/10/2019 21:37:00,05/10/2019 21:37:59,1.03,121,72.9,7.5,641.4,26.4,0.693,4.0429,18.5,30,481.35,2.964,0.872,21.023,21.895,11.566
05/10/2019 21:38:00,05/10/2019 21:38:59,1,229.5,73.7,7.2,641.4,26.4,0,4.4,19.2,30.7,496.25,2.757,0.852,20.746,21.579,11.15
05/10/2019 21:39:00,05/10/2019 21:39:59,0.975,238.3,75.1,7.1,641.4,26.4,0,4.35,19.8,30.8,489.05,2.852,0.854,20.495,21.349,10.75
05/10/2019 21:40:00,05/10/2019 21:40:59,0.971429,204.7,73.9,7.5,641.4,26.4,0.89,4.5667,19.1,31.4,473.65,3.394,0.854,20.518,21.373,11.416
05/10/2019 21:41:00,05/10/2019 21:41:59,0.983333,179.7,73.3,7.6,641.4,26.4,1.322,4.3857,18.7,27.4,470.35,3.323,0.866,20.907,21.773,11.55
05/10/2019 21:42:00,05/10/2019 21:42:59,1.02,136.9,74,7.7,641.4,26.4,1,4.2571,18.8,30,474.15,2.777,0.849,20.91,21.76,10.333
05/10/2019 21:43:00,05/10/2019 21:43:59,1.18,133.7,74,7.6,641.4,26.5,1,4.1,18.3,30.5,480.45,2.485,1.109,21.293,22.437,8.45
05/10/2019 21:44:00,05/10/2019 21:44:59,1.12,,,,641.4,26.5,,3.9167,17.5,30.3,476.75,2.371,1.314,21.961,23.288,6.083
05/10/2019 21:45:00,05/10/2019 21:45:59,0.9,141,,7.4,641.398,26.5,0.701,3.9714,17.7,29.2,482.25,2.368,1.407,22.366,23.773,6.766
05/10/2019 21:46:00,05/10/2019 21:46:59,0.86,,,,641.396,26.5,,4.0429,18.1,26.8,482.55,2.404,1.446,22.794,24.24,7.783
05/10/2019 21:47:00,05/10/2019 21:47:59,0.96,148.5,,7.4,641.392,26.5,0.932,4.0167,18.6,25.7,477.35,2.443,1.477,23.069,24.546,8.6
05/10/2019 21:48:00,05/10/2019 21:48:59,1.01667,169.1,,7.5,641.386,26.5,0.927,3.9857,18.4,24.9,477.45,2.44,1.485,22.926,24.411,9.45
05/10/2019 21:49:00,05/10/2019 21:49:59,1.01429,211.2,,7.4,641.378,26.5,1,4.0143,18.7,26.2,476.65,2.449,1.482,22.329,23.778,10.583
05/10/2019 21:50:00,05/10/2019 21:50:59,1.025,222.5,,7.3,641.37,26.5,0.272,4.0286,18.7,25.9,476.85,2.456,1.443,22.036,23.465,11.033
05/10/2019 21:51:00,05/10/2019 21:51:59,1,204.5,,7.3,641.36,26.6,0.025,3.9429,18.7,25.1,474.05,2.475,1.1,21.113,22.214,11.016
05/10/2019 21:52:00,05/10/2019 21:52:59,0.95,216,,7.5,641.35,26.5,0.619,3.9714,18.7,24,471.15,2.533,0.945,20.179,21.125,12.216
05/10/2019 21:53:00,05/10/2019 21:53:59,0.9,198.6,,7.6,641.34,26.5,1,4,19.1,25.3,470.95,2.549,0.842,19.358,20.2,13.733
05/10/2019 21:54:00,05/10/2019 21:54:59,0.89,204.3,,7.6,641.33,26.5,1,4,18.8,25.2,471.95,2.543,0.772,18.727,19.486,13.75
05/10/2019 21:55:00,05/10/2019 21:55:59,0.9,193.9,,7.5,641.322,26.5,1,4,18.8,25.3,473.15,2.539,0.746,18.258,19.002,13.25
05/10/2019 21:56:00,05/10/2019 21:56:59,0.88,200.3,,7.5,641.314,26.5,1,4.0125,18.7,24.3,472.65,2.549,0.716,17.816,18.532,13.4
05/10/2019 21:57:00,05/10/2019 21:57:59,0.84,205.6,,7.5,641.308,26.6,1,4,18.8,24.4,473.05,2.551,0.694,17.468,18.163,13.233
