start,TVOCs,PIDtype
2021-02-15 23:05:42,110.22,SPOD
2021-02-15 23:06:12,110.13,SPOD
2021-02-15 23:06:43,109.9,SPOD
2021-02-15 23:07:13,108.91,SPOD
2021-02-15 23:07:43,109.42,SPOD
2021-02-15 23:08:13,109.53,SPOD
2021-02-15 23:08:44,109.37,SPOD
2021-02-15 23:09:14,109.33,SPOD
2021-02-15 23:09:44,108.65,SPOD
2021-02-15 23:10:14,109.03,SPOD
2021-02-15 23:10:45,109.45,SPOD
2021-02-15 23:11:17,109.73,SPOD
2021-02-15 23:11:50,109.77,SPOD
2021-02-15 23:12:21,109.17,SPOD
2021-02-15 23:12:51,109.71,SPOD
2021-02-15 23:13:21,110.09,SPOD
2021-02-15 23:13:51,110.08,SPOD
2021-02-15 23:14:21,110.08,SPOD
2021-02-15 23:14:52,109.57,SPOD
2021-02-15 23:15:22,109.68,SPOD
2021-02-15 23:15:53,110.32,SPOD
2021-02-15 23:16:23,110.46,SPOD
2021-02-15 23:16:53,110.42,SPOD
2021-02-15 23:17:24,110.39,SPOD
2021-02-15 23:17:54,109.79,SPOD
2021-02-15 23:18:25,110.28,SPOD
2021-02-15 23:18:55,110.41,SPOD
2021-02-15 23:19:25,110.4,SPOD
2021-02-15 23:19:55,110.41,SPOD
2021-02-15 23:20:26,110.09,SPOD
2021-02-15 23:20:56,109.87,SPOD
2021-02-15 23:21:26,110.18,SPOD
2021-02-15 23:21:56,110.75,SPOD
2021-02-15 23:22:26,110.62,SPOD
2021-02-15 23:22:57,110.51,SPOD
2021-02-15 23:23:27,110.3,SPOD
2021-02-15 23:23:57,110.23,SPOD
2021-02-15 23:24:28,109.96,SPOD
2021-02-15 23:24:58,109.8,SPOD
2021-02-15 23:25:28,109.74,SPOD
2021-02-15 23:25:59,109.46,SPOD
2021-02-15 23:26:29,109.31,SPOD
2021-02-15 23:27:00,109.1,SPOD
2021-02-15 23:28:05,109.08,SPOD
2021-02-15 23:28:35,109.1,SPOD
2021-02-15 23:29:06,109.06,SPOD
2021-02-15 23:29:36,109.01,SPOD
2021-02-15 23:30:06,109.06,SPOD
2021-02-15 23:30:37,109.01,SPOD
2021-02-15 23:31:07,109.13,SPOD
2021-02-15 23:31:37,109.12,SPOD
2021-02-15 23:32:08,109.24,SPOD
2021-02-15 23:32:38,109.28,SPOD
2021-02-15 23:33:08,109.11,SPOD
2021-02-15 23:33:38,109.06,SPOD
2021-02-15 23:34:09,109.08,SPOD
2021-02-15 23:34:39,109.14,SPOD
2021-02-15 23:35:09,109.06,SPOD
2021-02-15 23:35:40,109.13,SPOD
2021-02-15 23:36:10,109.03,SPOD
2021-02-15 23:36:41,109.01,SPOD
2021-02-15 23:37:11,108.81,SPOD
2021-02-15 23:37:41,108.88,SPOD
2021-02-15 23:38:11,108.99,SPOD
2021-02-15 23:38:42,108.98,SPOD
2021-02-15 23:39:12,109.03,SPOD
2021-02-15 23:39:42,109.19,SPOD
2021-02-15 23:40:13,109.33,SPOD
2021-02-15 23:40:43,109.32,SPOD
2021-02-15 23:41:13,109.15,SPOD
2021-02-15 23:41:44,109.5,SPOD
2021-02-15 23:42:14,109.6,SPOD
2021-02-15 23:42:44,109.92,SPOD
2021-02-15 23:43:15,110.02,SPOD
2021-02-15 23:53:56,111.7,SPOD
2021-02-15 23:54:26,111.74,SPOD
2021-02-15 23:54:56,111.73,SPOD
2021-02-15 23:55:26,111.95,SPOD
2021-02-15 23:55:57,112.13,SPOD
2021-02-15 23:56:27,112.06,SPOD
2021-02-15 23:56:57,112,SPOD
2021-02-15 23:57:28,112.06,SPOD
2021-02-15 23:57:58,112.18,SPOD
2021-02-15 23:58:28,112.27,SPOD
2021-02-15 23:58:59,112.19,SPOD
2021-02-15 23:59:35,112.42,SPOD
2021-02-16 0:00:05,112.68,SPOD
2021-02-16 0:00:36,112.83,SPOD
2021-02-16 0:01:06,112.82,SPOD
2021-02-16 0:01:36,112.75,SPOD
2021-02-16 0:02:06,112.65,SPOD
2021-02-16 0:02:36,112.58,SPOD
2021-02-16 0:03:06,112.54,SPOD
2021-02-16 0:03:37,112.6,SPOD
2021-02-16 0:04:07,112.62,SPOD
2021-02-16 0:04:37,112.58,SPOD
2021-02-16 0:05:07,112.77,SPOD
2021-02-16 0:05:37,112.77,SPOD
2021-02-16 0:06:07,112.76,SPOD
2021-02-16 0:06:38,112.74,SPOD
2021-02-16 0:07:08,112.78,SPOD
2021-02-16 0:07:38,112.63,SPOD
2021-02-16 0:08:08,112.61,SPOD
2021-02-16 0:08:38,112.84,SPOD
2021-02-16 0:09:08,112.72,SPOD
2021-02-16 0:09:38,112.71,SPOD
2021-02-16 0:10:08,112.49,SPOD
2021-02-16 0:10:39,112.51,SPOD
2021-02-16 0:11:09,112.35,SPOD
2021-02-16 0:11:39,112.42,SPOD
2021-02-16 0:12:09,112.41,SPOD
2021-02-16 0:12:39,112.59,SPOD
2021-02-16 0:13:09,112.54,SPOD
2021-02-16 0:13:39,112.4,SPOD
2021-02-16 0:14:09,112.34,SPOD
2021-02-16 0:14:40,112.41,SPOD
2021-02-16 0:15:10,112.4,SPOD
2021-02-16 0:15:51,112.42,SPOD
2021-02-16 0:16:21,112.17,SPOD
2021-02-16 0:16:51,111.99,SPOD
2021-02-16 0:17:22,111.72,SPOD
2021-02-16 0:17:52,111.26,SPOD
2021-02-16 0:18:22,110.93,SPOD
2021-02-16 0:18:52,110.68,SPOD
2021-02-16 0:19:22,110.28,SPOD
2021-02-16 0:19:52,109.97,SPOD
2021-02-16 0:20:22,109.56,SPOD
2021-02-16 0:20:52,109.37,SPOD
2021-02-16 0:21:22,109.07,SPOD
2021-02-16 0:21:53,108.87,SPOD
2021-02-16 0:22:23,108.68,SPOD
2021-02-16 0:22:53,108.4,SPOD
2021-02-16 0:23:23,108.19,SPOD
2021-02-16 0:23:53,108.19,SPOD
2021-02-16 0:24:23,108.03,SPOD
2021-02-16 0:24:53,107.75,SPOD
2021-02-16 0:25:23,107.87,SPOD
2021-02-16 0:25:54,107.84,SPOD
2021-02-16 0:26:24,107.8,SPOD
2021-02-16 0:26:54,107.78,SPOD
2021-02-16 0:27:24,107.71,SPOD
2021-02-16 0:27:55,107.8,SPOD
2021-02-16 0:28:25,108.58,SPOD
2021-02-16 0:28:55,108.97,SPOD
2021-02-16 0:29:26,108.99,SPOD
2021-02-16 0:29:56,108.55,SPOD
2021-02-16 0:30:26,108.41,SPOD
2021-02-16 0:30:57,107.97,SPOD
2021-02-16 0:32:01,107.53,SPOD
2021-02-16 0:32:31,107.26,SPOD
2021-02-16 0:33:01,107.17,SPOD
2021-02-16 0:33:32,106.97,SPOD
2021-02-16 0:34:02,107.02,SPOD
2021-02-16 0:34:32,106.82,SPOD
2021-02-16 0:35:02,106.83,SPOD
2021-02-16 0:35:32,106.69,SPOD
2021-02-16 0:36:02,106.59,SPOD
2021-02-16 0:36:32,106.49,SPOD
2021-02-16 0:37:03,106.71,SPOD
2021-02-16 0:37:33,106.76,SPOD
2021-02-16 0:38:03,106.8,SPOD
2021-02-16 0:38:33,106.81,SPOD
2021-02-16 0:39:03,106.64,SPOD
2021-02-16 0:39:33,106.55,SPOD
2021-02-16 0:40:04,106.57,SPOD
2021-02-16 0:40:34,106.54,SPOD
2021-02-16 0:41:04,106.42,SPOD
2021-02-16 0:41:34,106.37,SPOD
2021-02-16 0:42:04,106.4,SPOD
2021-02-16 0:42:34,106.27,SPOD
2021-02-16 0:43:04,106.16,SPOD
2021-02-16 0:43:34,106.01,SPOD
2021-02-16 0:44:05,105.92,SPOD
2021-02-16 0:44:35,105.78,SPOD
2021-02-16 0:45:05,105.84,SPOD
2021-02-16 0:45:35,105.72,SPOD
2021-02-16 0:46:05,105.72,SPOD
2021-02-16 0:46:35,105.58,SPOD
2021-02-16 0:47:05,105.57,SPOD
2021-02-16 0:47:36,105.53,SPOD
2021-02-16 0:48:07,105.3,SPOD
2021-02-16 0:48:37,105.1,SPOD
2021-02-16 0:49:07,104.94,SPOD
2021-02-16 0:49:37,104.81,SPOD
2021-02-16 0:50:08,104.82,SPOD
2021-02-16 0:50:38,104.67,SPOD
2021-02-16 0:51:08,104.65,SPOD
2021-02-16 0:51:38,104.63,SPOD
2021-02-16 0:52:09,104.76,SPOD
2021-02-16 0:52:39,104.79,SPOD
2021-02-16 0:53:09,104.67,SPOD
2021-02-16 0:53:39,104.58,SPOD
2021-02-16 0:54:09,104.64,SPOD
2021-02-16 0:54:39,104.58,SPOD
2021-02-16 0:55:09,104.39,SPOD
2021-02-16 0:55:39,104.33,SPOD
2021-02-16 0:56:10,104.14,SPOD
2021-02-16 0:56:40,103.99,SPOD
2021-02-16 0:57:10,104.01,SPOD
2021-02-16 0:57:40,103.96,SPOD
2021-02-16 0:58:10,103.94,SPOD
2021-02-16 0:58:40,103.9,SPOD
2021-02-16 0:59:11,103.83,SPOD
2021-02-16 0:59:41,103.89,SPOD
2021-02-16 1:00:11,104,SPOD
2021-02-16 1:00:41,103.9,SPOD
2021-02-16 1:01:11,103.85,SPOD
2021-02-16 1:01:41,103.78,SPOD
2021-02-16 1:02:11,103.86,SPOD
2021-02-16 1:02:42,103.88,SPOD
2021-02-16 1:03:45,103.96,SPOD
2021-02-16 1:04:16,104.02,SPOD
2021-02-16 1:04:46,103.92,SPOD
2021-02-16 1:05:16,103.77,SPOD
2021-02-16 1:05:46,103.54,SPOD
2021-02-16 1:06:16,103.41,SPOD
2021-02-16 1:06:46,103.48,SPOD
2021-02-16 1:07:16,103.51,SPOD
2021-02-16 1:07:46,103.33,SPOD
2021-02-16 1:08:16,103.21,SPOD
2021-02-16 1:08:47,103.14,SPOD
2021-02-16 1:09:17,103.11,SPOD
2021-02-16 1:09:47,103.11,SPOD
2021-02-16 1:10:17,103.11,SPOD
2021-02-16 1:10:47,103.24,SPOD
2021-02-16 1:11:17,103.25,SPOD
2021-02-16 1:11:47,103.25,SPOD
2021-02-16 1:12:17,103.24,SPOD
2021-02-16 1:12:48,103.02,SPOD
2021-02-16 1:13:18,102.99,SPOD
2021-02-16 1:13:48,103.04,SPOD
2021-02-16 1:14:18,103.4,SPOD
2021-02-16 1:14:48,104.19,SPOD
2021-02-16 1:15:19,104.32,SPOD
2021-02-16 1:15:49,103.9,SPOD
2021-02-16 1:16:19,103.73,SPOD
2021-02-16 1:16:49,103.52,SPOD
2021-02-16 1:17:19,103.24,SPOD
2021-02-16 1:17:49,103.06,SPOD
2021-02-16 1:18:19,102.92,SPOD
2021-02-16 1:18:54,102.86,SPOD
2021-02-16 1:19:25,102.85,SPOD
2021-02-16 1:19:55,103.05,SPOD
2021-02-16 1:20:25,103.2,SPOD
2021-02-16 1:20:56,103.1,SPOD
2021-02-16 1:21:26,103.13,SPOD
2021-02-16 1:21:56,103.07,SPOD
2021-02-16 1:22:26,103.11,SPOD
2021-02-16 1:22:56,103.04,SPOD
2021-02-16 1:23:26,103.12,SPOD
2021-02-16 1:23:56,103.01,SPOD
2021-02-16 1:24:26,102.92,SPOD
2021-02-16 1:24:57,102.96,SPOD
2021-02-16 1:25:27,102.94,SPOD
2021-02-16 1:25:57,102.93,SPOD
2021-02-16 1:26:27,103.09,SPOD
2021-02-16 1:26:58,103.81,SPOD
2021-02-16 1:27:28,105.36,SPOD
2021-02-16 1:27:58,105.54,SPOD
2021-02-16 1:28:28,105.15,SPOD
2021-02-16 1:28:58,104.91,SPOD
2021-02-16 1:29:28,104.67,SPOD
2021-02-16 1:29:58,104.4,SPOD
2021-02-16 1:30:28,104.26,SPOD
2021-02-16 1:30:59,104.11,SPOD
2021-02-16 1:31:29,103.91,SPOD
2021-02-16 1:31:59,103.74,SPOD
2021-02-16 1:32:30,103.62,SPOD
2021-02-16 1:33:00,103.53,SPOD
2021-02-16 1:33:30,103.54,SPOD
2021-02-16 1:34:00,103.59,SPOD
2021-02-16 1:34:35,103.76,SPOD
2021-02-16 1:35:15,103.69,SPOD
2021-02-16 1:35:45,103.44,SPOD
2021-02-16 1:36:16,103.18,SPOD
2021-02-16 1:36:46,103.03,SPOD
2021-02-16 1:37:16,102.92,SPOD
2021-02-16 1:37:47,102.74,SPOD
2021-02-16 1:38:17,102.77,SPOD
2021-02-16 1:38:47,102.79,SPOD
2021-02-16 1:39:18,102.58,SPOD
2021-02-16 1:39:48,102.38,SPOD
2021-02-16 1:40:18,102.41,SPOD
2021-02-16 1:40:48,102.57,SPOD
2021-02-16 1:41:18,102.33,SPOD
2021-02-16 1:41:48,102.39,SPOD
2021-02-16 1:42:18,102.34,SPOD
2021-02-16 1:42:49,102.37,SPOD
2021-02-16 1:43:19,102.49,SPOD
2021-02-16 1:43:49,102.55,SPOD
2021-02-16 1:44:19,102.44,SPOD
2021-02-16 1:44:49,102.32,SPOD
2021-02-16 1:45:20,102.16,SPOD
2021-02-16 1:45:50,102.16,SPOD
2021-02-16 1:46:20,102.09,SPOD
2021-02-16 1:46:50,102.13,SPOD
2021-02-16 1:47:20,102.04,SPOD
2021-02-16 1:47:50,101.81,SPOD
2021-02-16 1:48:20,101.66,SPOD
2021-02-16 1:48:51,101.62,SPOD
2021-02-16 1:49:21,101.68,SPOD
2021-02-16 1:49:51,101.71,SPOD
2021-02-16 1:50:22,101.63,SPOD
2021-02-16 1:51:27,101.48,SPOD
2021-02-16 1:51:57,101.33,SPOD
2021-02-16 1:52:27,101.41,SPOD
2021-02-16 1:52:57,101.38,SPOD
2021-02-16 1:53:27,101.3,SPOD
2021-02-16 1:53:57,101.27,SPOD
2021-02-16 1:54:27,100.86,SPOD
2021-02-16 1:54:57,100.67,SPOD
2021-02-16 1:55:28,100.5,SPOD
2021-02-16 1:55:58,100.17,SPOD
2021-02-16 1:56:28,99.6,SPOD
2021-02-16 1:56:58,99.08,SPOD
2021-02-16 1:57:28,98.75,SPOD
2021-02-16 1:57:58,98.61,SPOD
2021-02-16 1:58:28,98.27,SPOD
2021-02-16 1:58:58,98.12,SPOD
2021-02-16 1:59:29,98,SPOD
2021-02-16 1:59:59,97.85,SPOD
2021-02-16 2:00:29,97.63,SPOD
2021-02-16 2:00:59,97.44,SPOD
2021-02-16 2:01:29,97.18,SPOD
2021-02-16 2:02:00,97.21,SPOD
2021-02-16 2:02:30,96.96,SPOD
2021-02-16 2:03:00,96.65,SPOD
2021-02-16 2:03:30,96.45,SPOD
2021-02-16 2:04:00,96.79,SPOD
2021-02-16 2:04:30,96.97,SPOD
2021-02-16 2:05:00,97.2,SPOD
2021-02-16 2:05:31,97.47,SPOD
2021-02-16 2:06:01,97.94,SPOD
2021-02-16 2:06:33,98.12,SPOD
2021-02-16 2:17:39,95.61,SPOD
2021-02-16 2:18:09,96.01,SPOD
2021-02-16 2:18:39,96.29,SPOD
2021-02-16 2:19:10,96.27,SPOD
2021-02-16 2:19:40,96.53,SPOD
2021-02-16 2:20:10,96.92,SPOD
2021-02-16 2:20:40,97.19,SPOD
2021-02-16 2:21:10,97.64,SPOD
2021-02-16 2:21:40,98.07,SPOD
2021-02-16 2:22:10,98.17,SPOD
2021-02-16 2:22:42,98.23,SPOD
2021-02-16 2:23:12,98.22,SPOD
2021-02-16 2:23:42,97.98,SPOD
2021-02-16 2:24:13,97.69,SPOD
2021-02-16 2:24:43,97.57,SPOD
2021-02-16 2:25:13,97.42,SPOD
2021-02-16 2:25:43,97.27,SPOD
2021-02-16 2:26:13,97.63,SPOD
2021-02-16 2:26:43,97.75,SPOD
2021-02-16 2:27:14,97.78,SPOD
2021-02-16 2:27:44,97.68,SPOD
2021-02-16 2:28:14,97.8,SPOD
2021-02-16 2:28:44,97.82,SPOD
2021-02-16 2:29:15,97.62,SPOD
2021-02-16 2:29:45,97.3,SPOD
2021-02-16 2:30:15,97.16,SPOD
2021-02-16 2:30:45,97.1,SPOD
2021-02-16 2:31:15,97.19,SPOD
2021-02-16 2:31:46,97.32,SPOD
2021-02-16 2:32:16,97.33,SPOD
2021-02-16 2:32:46,97.17,SPOD
2021-02-16 2:33:16,97.15,SPOD
2021-02-16 2:33:46,97.27,SPOD
2021-02-16 2:34:17,97.33,SPOD
2021-02-16 2:34:47,97.29,SPOD
2021-02-16 2:35:17,97.17,SPOD
2021-02-16 2:35:47,97.02,SPOD
2021-02-16 2:36:17,96.71,SPOD
2021-02-16 2:36:48,96.65,SPOD
2021-02-16 2:37:18,96.72,SPOD
2021-02-16 2:37:48,96.89,SPOD
2021-02-16 2:38:18,97.09,SPOD
2021-02-16 2:39:00,97.14,SPOD
2021-02-16 2:39:30,97.19,SPOD
2021-02-16 2:40:01,97.53,SPOD
2021-02-16 2:40:31,97.58,SPOD
2021-02-16 2:41:01,97.72,SPOD
2021-02-16 2:41:31,97.54,SPOD
2021-02-16 2:42:01,97.28,SPOD
2021-02-16 2:42:32,97.43,SPOD
2021-02-16 2:43:02,97.53,SPOD
2021-02-16 2:43:32,97.62,SPOD
2021-02-16 2:44:02,97.79,SPOD
2021-02-16 2:44:32,97.84,SPOD
2021-02-16 2:45:02,97.74,SPOD
2021-02-16 2:45:32,97.67,SPOD
2021-02-16 2:46:02,97.8,SPOD
2021-02-16 2:46:33,97.85,SPOD
2021-02-16 2:47:03,97.99,SPOD
2021-02-16 2:47:33,97.88,SPOD
2021-02-16 2:48:03,97.55,SPOD
2021-02-16 2:48:34,97.49,SPOD
2021-02-16 2:49:04,97.51,SPOD
2021-02-16 2:49:34,97.57,SPOD
2021-02-16 2:50:04,97.54,SPOD
2021-02-16 2:50:34,97.54,SPOD
2021-02-16 2:51:04,97.52,SPOD
2021-02-16 2:51:34,97.56,SPOD
2021-02-16 2:52:04,97.7,SPOD
2021-02-16 2:52:35,97.88,SPOD
2021-02-16 2:53:05,98.07,SPOD
2021-02-16 2:53:35,98.25,SPOD
2021-02-16 2:54:05,98.55,SPOD
2021-02-16 2:54:36,98.65,SPOD
2021-02-16 2:55:06,98.4,SPOD
2021-02-16 2:55:37,98.04,SPOD
2021-02-16 2:56:07,98.03,SPOD
2021-02-16 2:56:37,97.88,SPOD
2021-02-16 2:57:07,97.97,SPOD
2021-02-16 2:57:37,98.1,SPOD
2021-02-16 2:58:07,98.08,SPOD
2021-02-16 2:58:37,98.21,SPOD
2021-02-16 2:59:08,98.22,SPOD
2021-02-16 2:59:38,98.31,SPOD
2021-02-16 3:00:08,98.46,SPOD
2021-02-16 3:00:38,98.38,SPOD
2021-02-16 3:01:08,98.53,SPOD
2021-02-16 3:01:38,98.41,SPOD
2021-02-16 3:02:09,98.11,SPOD
2021-02-16 3:02:39,97.9,SPOD
2021-02-16 3:03:09,97.66,SPOD
2021-02-16 3:03:39,97.6,SPOD
2021-02-16 3:04:09,97.79,SPOD
2021-02-16 3:04:39,97.87,SPOD
2021-02-16 3:05:09,97.84,SPOD
2021-02-16 3:05:40,97.77,SPOD
2021-02-16 3:06:10,97.8,SPOD
2021-02-16 3:06:40,98.14,SPOD
2021-02-16 3:07:10,98.01,SPOD
2021-02-16 3:07:40,98.04,SPOD
2021-02-16 3:08:10,97.83,SPOD
2021-02-16 3:08:40,97.48,SPOD
2021-02-16 3:09:10,97.33,SPOD
2021-02-16 3:09:41,97.09,SPOD
2021-02-16 3:10:12,97.1,SPOD
2021-02-16 3:10:51,97.01,SPOD
2021-02-16 3:11:22,96.35,SPOD
2021-02-16 3:11:52,95.92,SPOD
2021-02-16 3:12:22,95.62,SPOD
2021-02-16 3:12:52,95.48,SPOD
2021-02-16 3:13:22,95.45,SPOD
2021-02-16 3:13:52,95.48,SPOD
2021-02-16 3:14:22,95.68,SPOD
2021-02-16 3:14:52,95.69,SPOD
2021-02-16 3:15:23,95.6,SPOD
2021-02-16 3:15:53,95.47,SPOD
2021-02-16 3:16:23,95.4,SPOD
2021-02-16 3:16:53,95.43,SPOD
2021-02-16 3:17:24,95.44,SPOD
2021-02-16 3:17:54,95.4,SPOD
2021-02-16 3:18:24,95.45,SPOD
2021-02-16 3:18:54,95.55,SPOD
2021-02-16 3:19:24,95.41,SPOD
2021-02-16 3:19:54,95.65,SPOD
2021-02-16 3:20:24,95.49,SPOD
2021-02-16 3:20:54,95.46,SPOD
2021-02-16 3:21:25,95.38,SPOD
2021-02-16 3:21:55,95.36,SPOD
2021-02-16 3:22:25,95.73,SPOD
2021-02-16 3:22:56,96.03,SPOD
2021-02-16 3:23:26,95.78,SPOD
2021-02-16 3:23:56,95.5,SPOD
2021-02-16 3:24:26,95.29,SPOD
2021-02-16 3:24:57,95.09,SPOD
2021-02-16 3:25:27,95.03,SPOD
2021-02-16 3:25:58,94.98,SPOD
2021-02-16 3:26:59,94.68,SPOD
2021-02-16 3:27:30,94.6,SPOD
2021-02-16 3:28:00,94.46,SPOD
2021-02-16 3:28:30,94.36,SPOD
2021-02-16 3:29:01,94.35,SPOD
2021-02-16 3:29:31,94.49,SPOD
2021-02-16 3:30:01,94.57,SPOD
2021-02-16 3:30:31,94.44,SPOD
2021-02-16 3:31:01,94.53,SPOD
2021-02-16 3:31:31,94.6,SPOD
2021-02-16 3:32:01,94.64,SPOD
2021-02-16 3:32:32,94.69,SPOD
2021-02-16 3:33:02,94.78,SPOD
2021-02-16 3:33:32,94.83,SPOD
2021-02-16 3:34:02,94.9,SPOD
2021-02-16 3:34:33,94.87,SPOD
2021-02-16 3:35:03,95.15,SPOD
2021-02-16 3:35:33,95.08,SPOD
2021-02-16 3:36:03,95.14,SPOD
2021-02-16 3:36:33,95.18,SPOD
2021-02-16 3:37:03,95.16,SPOD
2021-02-16 3:37:33,95.04,SPOD
2021-02-16 3:38:03,95.01,SPOD
2021-02-16 3:38:34,95.02,SPOD
2021-02-16 3:39:04,95.17,SPOD
2021-02-16 3:39:34,95.39,SPOD
2021-02-16 3:40:04,95.28,SPOD
2021-02-16 3:40:35,95.03,SPOD
2021-02-16 3:41:05,94.82,SPOD
2021-02-16 3:41:35,94.86,SPOD
2021-02-16 3:42:09,94.87,SPOD
2021-02-16 3:42:40,94.83,SPOD
2021-02-16 3:43:11,94.62,SPOD
2021-02-16 3:43:41,94.51,SPOD
2021-02-16 3:44:11,94.2,SPOD
2021-02-16 3:44:41,93.95,SPOD
2021-02-16 3:45:11,93.84,SPOD
2021-02-16 3:45:41,93.74,SPOD
2021-02-16 3:46:12,93.54,SPOD
2021-02-16 3:46:42,93.39,SPOD
2021-02-16 3:47:12,93.36,SPOD
2021-02-16 3:47:42,93.42,SPOD
2021-02-16 3:48:12,93.6,SPOD
2021-02-16 3:48:42,93.91,SPOD
2021-02-16 3:49:12,93.87,SPOD
2021-02-16 3:49:42,93.69,SPOD
2021-02-16 3:50:13,93.79,SPOD
2021-02-16 3:50:43,93.89,SPOD
2021-02-16 3:51:13,93.86,SPOD
2021-02-16 3:51:44,93.93,SPOD
2021-02-16 3:52:14,94.02,SPOD
2021-02-16 3:52:44,94.01,SPOD
2021-02-16 3:53:14,94.16,SPOD
2021-02-16 3:53:44,94.26,SPOD
2021-02-16 3:54:14,94.29,SPOD
2021-02-16 3:54:44,94.42,SPOD
2021-02-16 3:55:14,94.37,SPOD
2021-02-16 3:55:44,94.57,SPOD
2021-02-16 3:56:15,94.6,SPOD
2021-02-16 3:56:45,94.49,SPOD
2021-02-16 3:57:15,94.44,SPOD
2021-02-16 3:57:51,94.41,SPOD
2021-02-16 3:58:27,94.33,SPOD
2021-02-16 3:58:58,94.14,SPOD
2021-02-16 3:59:28,94.01,SPOD
2021-02-16 3:59:58,93.96,SPOD
2021-02-16 4:00:29,94.11,SPOD
2021-02-16 4:00:59,94.21,SPOD
2021-02-16 4:01:29,94.24,SPOD
2021-02-16 4:02:00,94.11,SPOD
2021-02-16 4:02:30,94.19,SPOD
2021-02-16 4:03:00,94.25,SPOD
2021-02-16 4:03:30,94.13,SPOD
2021-02-16 4:04:01,93.93,SPOD
2021-02-16 4:04:31,93.88,SPOD
2021-02-16 4:05:01,93.77,SPOD
2021-02-16 4:05:31,93.54,SPOD
2021-02-16 4:06:01,93.28,SPOD
2021-02-16 4:06:31,93.12,SPOD
2021-02-16 4:07:01,92.94,SPOD
2021-02-16 4:07:32,92.74,SPOD
2021-02-16 4:08:02,92.71,SPOD
2021-02-16 4:08:32,92.85,SPOD
2021-02-16 4:09:02,92.91,SPOD
2021-02-16 4:09:33,92.86,SPOD
2021-02-16 4:10:04,92.88,SPOD
2021-02-16 4:10:34,92.85,SPOD
2021-02-16 4:11:04,92.84,SPOD
2021-02-16 4:11:34,93.27,SPOD
2021-02-16 4:12:04,93.4,SPOD
2021-02-16 4:12:34,93.03,SPOD
2021-02-16 4:13:04,93.02,SPOD
2021-02-16 4:13:35,92.63,SPOD
2021-02-16 4:14:40,92.56,SPOD
2021-02-16 4:15:10,92.43,SPOD
2021-02-16 4:15:40,92.34,SPOD
2021-02-16 4:16:10,92.28,SPOD
2021-02-16 4:16:40,92.11,SPOD
2021-02-16 4:17:10,91.86,SPOD
2021-02-16 4:17:40,91.89,SPOD
2021-02-16 4:18:10,91.98,SPOD
2021-02-16 4:18:40,92.03,SPOD
2021-02-16 4:19:11,92.3,SPOD
2021-02-16 4:19:41,92.34,SPOD
2021-02-16 4:20:11,92.29,SPOD
2021-02-16 4:20:41,92.27,SPOD
2021-02-16 4:21:12,92,SPOD
2021-02-16 4:21:42,91.95,SPOD
2021-02-16 4:22:12,92.15,SPOD
2021-02-16 4:22:42,92.11,SPOD
2021-02-16 4:23:12,92.19,SPOD
2021-02-16 4:23:42,92.7,SPOD
2021-02-16 4:24:12,92.62,SPOD
2021-02-16 4:24:42,92.48,SPOD
2021-02-16 4:25:13,92.27,SPOD
2021-02-16 4:25:43,92.12,SPOD
2021-02-16 4:26:13,91.96,SPOD
2021-02-16 4:26:43,91.68,SPOD
2021-02-16 4:27:14,91.52,SPOD
2021-02-16 4:27:44,91.5,SPOD
2021-02-16 4:28:15,91.33,SPOD
2021-02-16 4:28:45,91.24,SPOD
2021-02-16 4:29:15,91.15,SPOD
2021-02-16 4:29:46,91.06,SPOD
2021-02-16 4:40:22,92.78,SPOD
2021-02-16 4:40:52,96.65,SPOD
2021-02-16 4:41:22,107.27,SPOD
2021-02-16 4:41:52,112.86,SPOD
2021-02-16 4:42:23,112.08,SPOD
2021-02-16 4:42:53,112.01,SPOD
2021-02-16 4:43:23,112.18,SPOD
2021-02-16 4:43:53,113.16,SPOD
2021-02-16 4:44:24,113.83,SPOD
2021-02-16 4:44:54,115.03,SPOD
2021-02-16 4:45:24,116.56,SPOD
2021-02-16 4:46:27,120.04,SPOD
2021-02-16 4:46:57,118.42,SPOD
2021-02-16 4:47:27,112.64,SPOD
2021-02-16 4:47:57,107.16,SPOD
2021-02-16 4:48:27,103.77,SPOD
2021-02-16 4:48:57,101.37,SPOD
2021-02-16 4:49:28,100.28,SPOD
2021-02-16 4:49:58,100.37,SPOD
2021-02-16 4:50:28,99.71,SPOD
2021-02-16 4:50:58,100.77,SPOD
2021-02-16 4:51:28,101.07,SPOD
2021-02-16 4:51:58,99.49,SPOD
2021-02-16 4:52:28,97.78,SPOD
2021-02-16 4:52:59,97.83,SPOD
2021-02-16 4:53:29,99.11,SPOD
2021-02-16 4:53:59,100.04,SPOD
2021-02-16 4:54:29,100.96,SPOD
2021-02-16 4:54:59,104.83,SPOD
2021-02-16 4:55:29,106.28,SPOD
2021-02-16 4:56:00,106.35,SPOD
2021-02-16 4:56:30,112.25,SPOD
2021-02-16 4:57:00,139.08,SPOD
2021-02-16 4:57:30,190.64,SPOD
2021-02-16 4:58:00,246.03,SPOD
2021-02-16 4:58:30,290.27,SPOD
2021-02-16 4:59:00,315.32,SPOD
2021-02-16 4:59:30,344.19,SPOD
2021-02-16 5:00:01,394,SPOD
2021-02-16 5:00:31,442.61,SPOD
2021-02-16 5:01:01,459.06,SPOD
2021-02-16 5:01:33,470.83,SPOD
